Iteration	Posterior	Likelihood	Prior	bl[1]	bl[2]	bl[3]	bl[4]	bl[5]	bl[6]	bl[7]	bl[8]	bl[9]	bl[10]	bl[11]	bl[12]	bl[13]	bl[14]	bl[15]	bl[16]	bl[17]	bl[18]	bl[19]	bl[20]	bl[21]	bl[22]	bl[23]	bl[24]	bl[25]	bl[26]	bl[27]	bl[28]	bl[29]	bl[30]	bl[31]	bl[32]	bl[33]	bl[34]	bl[35]	bl[36]	bl[37]	bl[38]	bl[39]	bl[40]	bl[41]	bl[42]	bl[43]	bl[44]	bl[45]	bl[46]	bl[47]	bl[48]	bl[49]	bl[50]	bl[51]	bl[52]	bl[53]	bl[54]	bl[55]	bl[56]	bl[57]	bl[58]	bl[59]	bl[60]	bl[61]	bl[62]	bl[63]	bl[64]	bl[65]	bl[66]	bl[67]	bl[68]	bl[69]	bl[70]	bl[71]	bl[72]	bl[73]	bl[74]	bl[75]	bl[76]	bl[77]	bl[78]	bl[79]	bl[80]	bl[81]	bl[82]	bl[83]	bl[84]	bl[85]	bl[86]	bl[87]	bl[88]	bl[89]	bl[90]	bl[91]	bl[92]	bl[93]	bl[94]	bl[95]	bl[96]	bl[97]	bl[98]	bl[99]	bl[100]	bl[101]	bl[102]	bl[103]	bl[104]	bl[105]	bl[106]	bl[107]	bl[108]	bl[109]	bl[110]	bl[111]	bl[112]	bl[113]	bl[114]	bl[115]	bl[116]	bl[117]	bl[118]	bl[119]	bl[120]	bl[121]	bl[122]	bl[123]	bl[124]	bl[125]	gamma	kappa	TL
8210	-11147.12	-11153.07	5.95156	0.121659	0.0447712	0.00565591	0.00103425	0.19951	0.0481071	0.0655503	0.0338267	0.0557963	0.0342358	0.0590183	0.00775588	0.0280837	0.0355474	0.00315847	0.0328251	0.119138	0.0237232	0.0148578	0.0854927	0.14306	0.061487	0.0958768	0.0473025	0.129446	0.00778034	0.00723935	0.0220641	0.0304569	0.0915361	0.311408	0.0522665	0.112419	0.0149061	0.0208934	0.0278117	0.00605598	0.0520576	0.00923102	0.026741	0.0789697	0.113755	0.0050683	0.0771543	0.0227075	0.0395218	0.00843419	0.0671629	0.0113679	0.00231038	0.107331	0.0594229	0.00587655	0.0422326	0.0595816	0.0111182	0.0427956	0.0305231	0.0207892	0.0418027	0.111416	0.0572585	0.0330967	0.0571289	0.00358741	0.00964735	0.0249421	0.00665105	0.00514527	0.0131869	0.0209144	0.0167674	0.004566	0.00678586	0.0018747	0.000649331	0.00567124	0.0159208	0.0128292	0.0568328	0.0132307	0.0219423	0.0479399	0.00738492	0.0115027	0.0204306	0.0369989	0.0102757	0.00292298	0.007568	0.0183572	0.00353118	0.0257611	0.00748631	0.00326703	0.00817755	0.0677177	0.00170648	0.000659289	0.0786046	0.0330541	0.018898	0.00612778	0.112106	0.0173919	0.0519211	0.144388	0.0202146	0.0116221	0.0050587	0.00273089	0.000547495	0.0119191	0.00937727	0.023026	0.00597573	0.0100694	0.00999335	0.00736375	0.0207959	0.00423865	0.0228873	0.0604975	0.0177473	0.0490768	0.4794505	4.270323	4.675079
8220	-11146.32	-11154.07	7.758664	0.140373	0.0531031	0.00455955	0.00273187	0.170956	0.0458544	0.0780359	0.0249877	0.0562738	0.050084	0.0862327	0.00513212	0.0208792	0.0197717	0.00192392	0.0228451	0.111177	0.0367893	0.00593102	0.119424	0.134134	0.0649408	0.0518719	0.0438914	0.133194	0.014208	0.00739473	0.0238016	0.0371386	0.183507	0.133921	0.0377265	0.105381	0.0123667	0.00872706	0.0380222	0.00566229	0.0442689	0.0198413	0.0367693	0.0979738	0.101028	0.00214368	0.0861229	0.0439603	0.0399072	0.0326624	0.0679887	0.0183319	0.00463322	0.0926867	0.0512878	0.0127333	0.0396118	0.0337844	0.0123906	0.0493002	0.0275786	0.0108704	0.0615658	0.109204	0.052487	0.0225847	0.0772664	0.00260147	0.00739865	0.0263365	0.0102396	0.00360527	0.0148003	0.00654801	0.0102516	0.00663902	0.00461532	0.00629535	0.00135962	0.00507011	0.0065882	0.00532379	0.032514	0.0150039	0.0282557	0.0357601	0.0119576	0.00822345	0.00624264	0.0504877	0.0137201	0.00501272	0.0019501	0.00841245	0.00283932	0.0222353	0.00769412	0.00225588	0.00980514	0.0466141	0.00384683	0.000453105	0.0536757	0.0199951	0.0259078	0.0141069	0.109899	0.0188186	0.0589049	0.140616	0.0169698	0.0150317	0.00426676	0.00184306	0.000562713	0.0243033	0.00587328	0.0058943	0.00445103	0.00474222	0.0184028	0.0182618	0.0215038	0.00684595	0.025137	0.0483851	0.0144209	0.0426544	0.4732109	4.270323	4.494368
8230	-11140.14	-11148.25	8.114263	0.120008	0.0530276	0.00440432	0.00484445	0.170956	0.0459675	0.0825533	0.0317518	0.0644361	0.0432539	0.109199	0.00870322	0.0178884	0.0268613	0.00175294	0.0486346	0.112999	0.0224647	0.0123619	0.0712013	0.107341	0.058259	0.0865252	0.0402837	0.138926	0.00974226	0.0137644	0.0323882	0.0366907	0.0855979	0.076842	0.031812	0.142991	0.0189439	0.0137375	0.0562848	0.00631714	0.0598994	0.00557851	0.0166466	0.0676437	0.104523	0.00246338	0.077459	0.0304259	0.0501103	0.00489304	0.0643842	0.0146671	0.0066531	0.099144	0.0863156	0.00766321	0.0334817	0.0446146	0.00756949	0.0551961	0.0409273	0.0163727	0.0489469	0.0637676	0.0439967	0.025425	0.0743873	0.00323843	0.0081875	0.0156161	0.00218625	0.0105294	0.0135934	0.0109267	0.0110898	0.00566976	0.00346896	0.00496209	0.00633005	0.0123788	0.00793639	0.0107265	0.0439557	0.0157301	0.0298645	0.0396313	0.00931226	0.0177714	0.00617465	0.044717	0.0110187	0.00278475	0.00357602	0.0283888	0.00139968	0.0120841	0.0090138	0.0011855	0.00696724	0.111388	0.00730986	0.00330913	0.066272	0.0205197	0.0228573	0.00747825	0.121168	0.0172752	0.0622436	0.135019	0.0125747	0.0164719	0.00479433	0.00242394	0.000316484	0.0139814	0.00591866	0.0101879	0.00602628	0.00548378	0.0054594	0.0156384	0.0382063	0.0115522	0.025619	0.0791191	0.0161604	0.0379669	0.4793022	4.548444	4.456027
8240	-11138.69	-11147.46	8.768797	0.138776	0.0401944	0.0112934	0.00633386	0.176738	0.0618419	0.0854642	0.0450682	0.0655468	0.0428421	0.0711984	0.0102996	0.0272962	0.0698741	0.00303967	0.0442962	0.094992	0.0278235	0.0145992	0.115998	0.11904	0.0529393	0.0661348	0.044775	0.123315	0.0156121	0.00820868	0.0343137	0.0301714	0.0544558	0.057601	0.0433682	0.145779	0.00453825	0.0179205	0.0397209	0.00513805	0.0671529	0.00708386	0.0314623	0.108313	0.0819879	0.00153545	0.071262	0.0204924	0.0590941	0.012125	0.0567086	0.0131568	0.00129198	0.132754	0.0539002	0.018924	0.0304878	0.0276301	0.00811319	0.0395012	0.0341086	0.0155712	0.0318509	0.0248198	0.0546039	0.0325524	0.0655899	0.00440037	0.0077939	0.0157627	0.0073138	0.0102615	0.014835	0.0148468	0.0124152	0.00185307	0.00184182	0.00635834	0.00450109	0.0127173	0.00671925	0.00545037	0.038918	0.00729309	0.0255312	0.0251537	0.0076504	0.00912984	0.00611127	0.0248339	0.00643714	0.00346553	0.00364378	0.0171599	0.00136952	0.0213862	0.00785341	0.00873187	0.00988426	0.144447	0.00225528	0.00437204	0.0388443	0.0179746	0.0254923	0.00367813	0.162309	0.0179912	0.0565613	0.196209	0.0136123	0.0143232	0.00477485	0.00299902	0.000312249	0.00972643	0.00221834	0.00813588	0.00302509	0.00840861	0.00695003	0.0124532	0.0218808	0.029283	0.0146791	0.052143	0.0104698	0.034798	0.4465082	4.548444	4.390574
8250	-11149.18	-11159.19	10.01572	0.141536	0.0535788	0.00362941	0.00323393	0.158597	0.0590646	0.0924029	0.0295758	0.0567687	0.0430112	0.0517181	0.00828032	0.0276815	0.0755847	0.00379171	0.0287335	0.10762	0.0417251	0.0136157	0.0692212	0.130877	0.0811521	0.0515489	0.0461141	0.114697	0.00835541	0.022999	0.034931	0.0428523	0.0313378	0.0916765	0.0253077	0.108539	0.0052188	0.018865	0.041444	0.00357226	0.0455442	0.0061564	0.0221535	0.0760336	0.07446	0.00140977	0.0568871	0.0249426	0.064878	0.00943076	0.0542208	0.00728073	0.000942375	0.124094	0.0868161	0.0057212	0.0419803	0.0364531	0.00790297	0.0342783	0.0238725	0.0293619	0.0478548	0.089114	0.0582332	0.0435911	0.0768674	0.00404467	0.00456331	0.0258078	0.00889792	0.010932	0.023398	0.00403524	0.00823738	0.00264135	0.00289997	0.00474048	0.00882691	0.00854033	0.00434524	0.00722803	0.042993	0.00760362	0.0353935	0.0416063	0.00873496	0.0148842	0.00108155	0.0389222	0.0110071	0.00314713	0.00154398	0.0239296	0.00543933	0.0198835	0.00461281	0.00297867	0.00900594	0.0990918	0.00422342	0.0023403	0.0563409	0.0285327	0.0354292	0.00321996	0.113162	0.0339951	0.047453	0.117937	0.0197219	0.0148075	0.0045868	0.000414092	0.00172393	0.0158259	0.00323586	0.00145225	0.00208282	0.0122201	0.00727868	0.0132248	0.019877	0.0154384	0.01368	0.0559429	0.00666833	0.0372584	0.4882775	4.295575	4.26841
8260	-11152.97	-11161.22	8.247603	0.123221	0.0646963	0.0065569	0.00294805	0.176961	0.0776874	0.0716517	0.0377477	0.0651449	0.0347712	0.0791275	0.013938	0.0353945	0.0368244	0.0080974	0.0258102	0.116792	0.0323696	0.0120967	0.0948319	0.0988655	0.0886371	0.0515489	0.0453004	0.10175	0.00933905	0.00732178	0.0145317	0.0343744	0.0329779	0.136759	0.0521343	0.110609	0.00454626	0.0181844	0.0720518	0.00369099	0.0677936	0.00647439	0.0456306	0.0867838	0.0857054	0.0046643	0.0516981	0.03204	0.0241353	0.0192593	0.0700834	0.0180388	0.00262097	0.164724	0.0634271	0.011969	0.0319149	0.0413236	0.00484832	0.0438121	0.0299641	0.0247604	0.0388273	0.0482452	0.0377068	0.0364781	0.0439561	0.00527626	0.00132912	0.0146863	0.00518611	0.0110882	0.0118093	0.00764672	0.0132427	0.00872449	0.00202583	0.00276606	0.018845	0.0139493	0.00540445	0.00914571	0.0343646	0.00910546	0.0538991	0.0406513	0.0146269	0.0077658	0.00167389	0.0489361	0.00600487	0.0047985	0.00100951	0.0298648	0.00140885	0.0264299	0.00733012	0.00257491	0.0108505	0.107314	0.00202096	0.00955843	0.068463	0.021908	0.0316255	0.00539944	0.101764	0.0194301	0.0655894	0.141812	0.0237564	0.0131284	0.00894556	0.00041675	0.00605826	0.0212447	0.00473565	0.00854431	0.00456724	0.00645188	0.00481265	0.0171906	0.0220969	0.0256173	0.0136706	0.0596328	0.0080367	0.0509886	0.487106	4.48019	4.443376
8270	-11142.56	-11151.62	9.057645	0.108149	0.0580902	0.00958163	0.00187998	0.154485	0.0603753	0.057982	0.0236902	0.0678395	0.0507489	0.0507242	0.0185998	0.0258778	0.0127165	0.00362411	0.0206995	0.109795	0.0315616	0.0182999	0.0761612	0.113207	0.0815849	0.0807399	0.0676764	0.0959248	0.0157783	0.0131404	0.0233764	0.0313211	0.0380316	0.130615	0.0465022	0.112644	0.00995672	0.0126072	0.0601066	0.00352217	0.0576622	0.0172015	0.0175768	0.10105	0.0866161	0.00501944	0.0554711	0.0277471	0.0308831	0.0105557	0.0615888	0.0275795	0.00228275	0.135298	0.0502676	0.00997717	0.0527642	0.0287324	0.0160689	0.0496972	0.0261021	0.0209448	0.0612418	0.0892849	0.0573229	0.0262837	0.0908509	0.00266944	0.00226633	0.0322055	0.00325796	0.0114811	0.012993	0.0121694	0.0106696	0.00676792	0.00101839	0.0096749	0.00491977	0.00873778	0.0085516	0.0112774	0.0235466	0.0171824	0.0672935	0.0325769	0.0160898	0.0216808	0.0012488	0.0359109	0.00486145	0.00664597	0.000633951	0.0142012	0.00352692	0.0262918	0.0189723	0.00223026	0.00889395	0.0748535	0.00153428	0.00761062	0.0486169	0.0232527	0.0237675	0.00751224	0.126312	0.0204483	0.0365537	0.173144	0.0189686	0.00950238	0.0122904	0.00011171	0.00402563	0.032171	0.00392702	0.0153193	0.00453673	0.00376508	0.00501071	0.015429	0.0143852	0.0144131	0.019987	0.0416457	0.0081894	0.0408436	0.487106	4.491327	4.36226
8280	-11141.94	-11151.88	9.937203	0.1309	0.0501538	0.00365056	0.00172104	0.15974	0.0619454	0.0914964	0.0266075	0.0433238	0.0354104	0.0613168	0.0130243	0.0246839	0.0261995	0.00215086	0.0248318	0.116986	0.0258986	0.0118566	0.0737356	0.113207	0.0660782	0.0601683	0.0475406	0.0946805	0.013861	0.016177	0.0346562	0.0345567	0.0251766	0.0248963	0.0357171	0.0994861	0.0107805	0.0146251	0.0360128	0.00963386	0.0687138	0.00936547	0.054623	0.095729	0.12008	0.00483569	0.0683883	0.0217226	0.0297792	0.0115233	0.0686743	0.0233328	0.00176612	0.117693	0.0689492	0.011785	0.0410796	0.0574604	0.00847417	0.0746806	0.0148969	0.0345507	0.0401559	0.105618	0.0348951	0.0274718	0.068815	0.012625	0.00760679	0.0217124	0.00383275	0.013098	0.0171054	0.0119268	0.00952056	0.0044532	0.00106989	0.0124338	0.0128372	0.0126895	0.00540326	0.00661348	0.0327564	0.00880771	0.0296755	0.0271146	0.00258032	0.00933267	0.00110207	0.0241979	0.00727483	0.0042097	0.000351375	0.0107336	0.00518531	0.0251644	0.0158846	0.00386196	0.00890828	0.0511156	0.00111564	0.00708415	0.0327901	0.0210825	0.0207569	0.0116306	0.141506	0.0155284	0.064765	0.186811	0.024773	0.0176822	0.0157904	0.000156378	0.00720361	0.0252882	0.0161593	0.00928167	0.00400034	0.00439165	0.00546947	0.011006	0.0317955	0.0107577	0.0154675	0.0826667	0.0130358	0.0471761	0.4810109	4.491327	4.274304
8290	-11144.73	-11152.69	7.959721	0.0967782	0.036294	0.00602616	0.00168944	0.146717	0.041473	0.0913455	0.0409224	0.0453393	0.0334798	0.0484134	0.0174823	0.0189603	0.0253073	0.00420608	0.0455512	0.127094	0.0335331	0.00976377	0.0705435	0.109374	0.0525351	0.0456391	0.0660721	0.0897397	0.0147177	0.0131125	0.0200118	0.042657	0.157358	0.0424798	0.0324405	0.135569	0.00972236	0.0101412	0.0539651	0.0105479	0.0471658	0.0117734	0.0163778	0.113227	0.113381	0.00261653	0.0888581	0.0212913	0.0265627	0.0039548	0.0753166	0.0225045	0.00262033	0.140319	0.0590108	0.0113591	0.0442623	0.0298122	0.0119556	0.0474199	0.0343437	0.0235406	0.039411	0.153666	0.0612844	0.0383682	0.0760495	0.0324338	0.0105519	0.0230775	0.00232656	0.0160159	0.0108373	0.0123597	0.0206579	0.0036311	0.0030349	0.00470104	0.0115638	0.0127002	0.00820859	0.0070975	0.0359945	0.0141004	0.077164	0.0392357	0.0120474	0.00807372	0.000627644	0.0301793	0.00631777	0.00231254	0.00219344	0.0147044	0.00197306	0.0242882	0.0168003	0.000744755	0.00732611	0.0539327	0.00458257	0.00155315	0.0526957	0.0301119	0.0118774	0.0132757	0.143737	0.0186724	0.0640927	0.137957	0.0297931	0.0165947	0.00292147	0.000275074	0.0118867	0.0179372	0.00678919	0.0109382	0.00205596	0.00891553	0.0056923	0.018389	0.0216757	0.0108374	0.0204829	0.0548921	0.00497187	0.059705	0.4746108	4.298865	4.473977
8300	-11145.29	-11153.35	8.062507	0.126486	0.0398871	0.00798449	0.00194743	0.175179	0.0513112	0.0696999	0.0346558	0.0409626	0.0525283	0.0601384	0.00772485	0.0156004	0.0520292	0.00393205	0.0347949	0.113285	0.0496929	0.0193637	0.0662435	0.1046	0.0564256	0.0608758	0.0431663	0.0541015	0.0114266	0.0102155	0.0339223	0.0268769	0.0596429	0.209874	0.0422339	0.138297	0.00575438	0.00788507	0.0533882	0.012411	0.0578084	0.0104371	0.0444917	0.0787668	0.108757	0.0029884	0.063672	0.0261425	0.0507292	0.00537558	0.0734327	0.0102675	0.0023435	0.125772	0.0677391	0.0121726	0.0313072	0.0301632	0.00926779	0.034403	0.0350296	0.0140295	0.0462235	0.114511	0.057013	0.0288677	0.0513655	0.0197426	0.00767392	0.0179864	0.00611426	0.00842913	0.00931901	0.0131628	0.0226906	0.00909386	0.00245352	0.00765685	0.00894704	0.01713	0.0220769	0.0069922	0.0550421	0.0147728	0.0742059	0.0401925	0.010416	0.0084956	0.000774993	0.0627398	0.0189003	0.00296257	0.00303151	0.0189007	0.00103737	0.0160839	0.022899	0.000690025	0.00737756	0.0186206	0.00194145	0.00117664	0.0572366	0.0281682	0.0184209	0.012005	0.144586	0.0243673	0.0481052	0.129063	0.027047	0.0119971	0.00458523	0.00108926	0.00592037	0.0155643	0.00526553	0.0171686	0.00125341	0.00816378	0.00372402	0.0140773	0.0247747	0.00786768	0.0351158	0.0477765	0.021817	0.0406435	0.4851953	4.35322	4.463155
8310	-11137.69	-11145.4	7.702512	0.0977268	0.0459167	0.00982585	0.00107459	0.144994	0.0696348	0.0691901	0.036042	0.0376526	0.043248	0.0816594	0.00914559	0.0271793	0.0487945	0.00115309	0.0354394	0.105217	0.0287319	0.0170659	0.0658872	0.104536	0.0674244	0.0752482	0.0493817	0.0783463	0.010872	0.00725563	0.0210548	0.0308016	0.129852	0.106416	0.0294721	0.11228	0.00569602	0.00832311	0.0636336	0.00895176	0.0635902	0.00402302	0.0444917	0.0804087	0.139651	0.00491641	0.0682528	0.0305611	0.0526779	0.010588	0.070341	0.015339	0.00173833	0.133024	0.0822462	0.017465	0.0441357	0.0275059	0.00754576	0.0590469	0.0292059	0.0297665	0.0518237	0.157272	0.0450566	0.0229047	0.0641425	0.0122125	0.0175964	0.0185668	0.00615767	0.0116398	0.00494864	0.00744524	0.0153242	0.00582194	0.00110129	0.0057018	0.00777413	0.0123662	0.0167182	0.00384199	0.0376631	0.0190103	0.0999758	0.039218	0.0204239	0.0079028	0.00313403	0.0506621	0.00905524	0.00187485	0.00243852	0.0155649	0.00337407	0.0136455	0.01809	0.00115006	0.00848268	0.0241877	0.00236102	0.00102861	0.0431474	0.0213011	0.0266994	0.00947756	0.118007	0.0254646	0.0359021	0.135824	0.0236283	0.00828022	0.00667556	0.00201357	0.0115739	0.0221217	0.00927855	0.0150843	0.00120468	0.00755484	0.00430241	0.014573	0.0177064	0.0237552	0.0250505	0.0574735	0.0122414	0.0515069	0.4581949	4.35322	4.499154
8320	-11150.73	-11155.74	5.018044	0.0763722	0.0487101	0.00355307	0.000600844	0.151411	0.0630934	0.0760289	0.0383472	0.0543752	0.0314225	0.0820528	0.0172366	0.021007	0.0300231	0.000645249	0.0262857	0.0891285	0.0380468	0.0216407	0.0905842	0.0983005	0.0730984	0.0626612	0.0567792	0.0775828	0.00727422	0.00499921	0.0282961	0.0246869	0.0285615	0.493808	0.0554484	0.11834	0.00527314	0.0127932	0.0416821	0.00664022	0.0554006	0.00363279	0.0540622	0.0933784	0.135352	0.00614862	0.0789799	0.02059	0.0514602	0.0181746	0.0760211	0.013055	0.00555138	0.0952199	0.0693202	0.0128617	0.0535812	0.038691	0.012748	0.0296894	0.0234856	0.0458526	0.0359831	0.143023	0.0411069	0.0402294	0.070265	0.0575353	0.00555389	0.0165874	0.00503755	0.0107279	0.00525546	0.00400706	0.00477825	0.00187121	0.00482328	0.00475906	0.0107165	0.0068533	0.00988363	0.00214201	0.0349577	0.0114116	0.0728131	0.0382978	0.00882068	0.00742423	0.0124999	0.0343072	0.0135954	0.00292336	0.000675066	0.0211053	0.00571424	0.0144688	0.0133099	0.000922043	0.00695073	0.0257929	0.00284222	0.000483733	0.0468232	0.026464	0.0234568	0.010204	0.139029	0.0212115	0.0601632	0.167886	0.0350386	0.0153697	0.0133256	0.0112063	0.00543637	0.0284527	0.0110504	0.0113056	0.00144261	0.0189922	0.00351555	0.0085509	0.0238335	0.0118735	0.0145636	0.0431357	0.0239701	0.0315732	0.4885355	4.275814	4.768375
8330	-11136.38	-11142.86	6.479873	0.0419326	0.0516527	0.00957786	0.00168756	0.17678	0.0703465	0.0877254	0.0329502	0.0493441	0.0355606	0.100838	0.0183124	0.0255874	0.0274713	0.00062647	0.0348397	0.127868	0.0223103	0.0187629	0.0860891	0.13099	0.0467776	0.0703738	0.0513294	0.132653	0.00787942	0.00503297	0.0282961	0.0251506	0.106299	0.239024	0.0383061	0.143036	0.00785475	0.0114486	0.0440013	0.00571866	0.0821919	0.00410665	0.034704	0.0933784	0.0760492	0.00570239	0.0629377	0.0286054	0.0671735	0.0107973	0.0531905	0.0166736	0.00440374	0.134629	0.0616239	0.0241515	0.0473966	0.0438112	0.0113836	0.0510768	0.0265584	0.0312933	0.0378654	0.15089	0.0384499	0.0385061	0.0498891	0.089107	0.00632366	0.0180957	0.00206937	0.0108267	0.0155473	0.00214218	0.0120389	0.0015966	0.00129809	0.0059332	0.0066605	0.010177	0.00365599	0.00103536	0.0324517	0.0151714	0.0444768	0.0284422	0.00936081	0.0107358	0.00389648	0.0532307	0.0121846	0.00209233	0.000928955	0.0217182	0.00341381	0.0246745	0.0154573	0.00221035	0.01416	0.00256334	0.00322374	0.00131034	0.0510457	0.021976	0.0234568	0.00883704	0.143272	0.0293174	0.048782	0.136778	0.0170475	0.0175373	0.0104342	0.00709279	0.00516573	0.0162596	0.00806603	0.00871015	0.0021246	0.0157332	0.00512356	0.00846772	0.0173782	0.0161433	0.0171904	0.0440817	0.0133626	0.0369997	0.4745711	4.448262	4.620468
8340	-11156.79	-11163.83	7.043318	0.0391153	0.0392274	0.00806042	0.0021259	0.181503	0.0521701	0.0852907	0.0510596	0.0649857	0.0409682	0.0882851	0.0102937	0.0167632	0.018003	0.00040915	0.0317466	0.112017	0.0251215	0.00832805	0.0805243	0.15747	0.0791725	0.06406	0.0709201	0.0925221	0.0244276	0.00861501	0.0187388	0.0326777	0.25625	0.0792482	0.0421522	0.0999112	0.011861	0.0119533	0.0564302	0.00766756	0.0737952	0.00783158	0.038742	0.0592776	0.0881232	0.0056713	0.0674926	0.0255336	0.037986	0.0175844	0.0591753	0.0071501	0.00755555	0.0992723	0.0682862	0.0230544	0.0435171	0.0322433	0.016497	0.0464631	0.0234303	0.0164103	0.0288649	0.169678	0.0453791	0.035894	0.0649761	0.105861	0.00369393	0.0341965	0.0023707	0.018781	0.0074034	0.00226875	0.0222864	0.00523512	0.0055071	0.00282541	0.00444636	0.0115272	0.00270681	0.00172831	0.0358422	0.0120559	0.076856	0.0413865	0.00491823	0.0133651	0.00901794	0.0457614	0.0159484	0.00176092	0.00128675	0.0236681	0.00397552	0.0170591	0.0240044	0.00156177	0.0111713	0.00807149	0.0051216	0.00371188	0.0483539	0.0213574	0.0377302	0.00216234	0.103441	0.0276931	0.052117	0.131238	0.0238969	0.00429496	0.00520935	0.00411568	0.00227057	0.0207114	0.0171781	0.0234554	0.00283523	0.00690814	0.00310553	0.00745986	0.0208395	0.0169531	0.0151616	0.0451797	0.0115255	0.040168	0.4795073	4.590337	4.562703
8350	-11154.68	-11160.98	6.307191	0.0228661	0.0778628	0.00595432	0.00354066	0.167789	0.0392825	0.0759665	0.0439263	0.052349	0.031584	0.075033	0.0110338	0.0350474	0.0185419	0.000688869	0.0262778	0.137489	0.0333007	0.0198541	0.0895471	0.131503	0.0674524	0.0619037	0.0514674	0.0500865	0.0133108	0.0133396	0.0221489	0.0386585	0.252056	0.0618432	0.0287253	0.104392	0.0111021	0.00833911	0.0582893	0.0114085	0.050325	0.00849214	0.0525977	0.071177	0.0904557	0.00255881	0.0665631	0.0220457	0.0430171	0.0152203	0.0624333	0.0307404	0.012285	0.122186	0.0574843	0.00867515	0.0485604	0.0492868	0.0144431	0.0677823	0.0322696	0.0291356	0.0357616	0.131804	0.0427571	0.0287213	0.052401	0.127364	0.0140689	0.0353629	0.00335214	0.0186383	0.0100195	0.00960275	0.0148555	0.00708588	0.00262578	0.00308917	0.00652979	0.0153187	0.00364199	0.0030499	0.0391758	0.010635	0.096581	0.0421592	0.00682032	0.00381196	0.00978096	0.0247778	0.0141766	0.00318808	0.00398596	0.0369407	0.0036512	0.0192172	0.0115924	0.00131183	0.0100971	0.0136075	0.0094421	0.000708403	0.0693917	0.00954151	0.0336863	0.00258457	0.130832	0.0205769	0.0652612	0.178786	0.0223781	0.0160459	0.00534245	0.00132742	0.00436633	0.0296977	0.0145308	0.0215219	0.00793268	0.00998971	0.00603333	0.0039272	0.0295743	0.017216	0.0111299	0.0583218	0.0102598	0.0196164	0.480097	4.294042	4.639278
8360	-11156.25	-11165.18	8.928052	0.0450963	0.0625322	0.0128626	0.00743535	0.126719	0.0621827	0.0687826	0.0244635	0.0710657	0.0655405	0.083617	0.0116431	0.0324618	0.00374995	0.00433527	0.0400642	0.118086	0.032881	0.0167806	0.0813482	0.111183	0.0574005	0.0699861	0.053665	0.0650674	0.0120278	0.0131033	0.0158546	0.0490735	0.127377	0.0462107	0.0245018	0.0987149	0.0064163	0.0112055	0.0386612	0.00748929	0.0798169	0.00892784	0.0209359	0.0640362	0.0662038	0.00466891	0.0704567	0.0327553	0.0474836	0.00935764	0.0862085	0.0257074	0.0088087	0.152958	0.0625036	0.00695092	0.0511839	0.0331778	0.00754112	0.0310185	0.0352936	0.0232888	0.053579	0.149659	0.0427571	0.0354339	0.0914617	0.12695	0.0252014	0.0257966	0.00298494	0.0154045	0.0163196	0.00725313	0.0111187	0.00149681	0.00430228	0.0064485	0.00188837	0.00903418	0.0032144	0.00507578	0.0305456	0.0147641	0.0859667	0.0310766	0.00921825	0.00971577	0.0104158	0.0304299	0.0180475	0.00186339	0.00179995	0.0239202	0.00751418	0.0199182	0.019337	0.00273926	0.00880148	0.0145528	0.00690336	0.000814771	0.0654118	0.00950466	0.0267167	0.00331643	0.0880576	0.0151956	0.0613716	0.139505	0.0193338	0.00867516	0.00362621	0.00595643	0.00143446	0.028546	0.0134488	0.0226419	0.00740401	0.0117386	0.00681235	0.0112321	0.0260176	0.0189498	0.0132861	0.0467076	0.0109159	0.0188033	0.4783421	4.292934	4.377203
8370	-11152.6	-11159.24	6.640672	0.0252491	0.0720146	0.0049555	0.00266977	0.184997	0.0536475	0.0793662	0.031943	0.0559153	0.0522384	0.0745951	0.013902	0.0315643	0.0024855	0.00298113	0.0166631	0.12045	0.0298649	0.0190111	0.095752	0.119313	0.0719183	0.0914831	0.0807444	0.0685916	0.0170859	0.00691264	0.0309371	0.0524289	0.0622302	0.0710455	0.0359116	0.139525	0.0111771	0.0202185	0.0362602	0.0075235	0.0818055	0.0102452	0.0432395	0.0788601	0.0865975	0.00935824	0.090466	0.0378847	0.0461131	0.0149479	0.0753215	0.0122708	0.00528608	0.102993	0.0637616	0.0120452	0.0473068	0.0563148	0.0142608	0.0638629	0.0441553	0.0306405	0.0402053	0.165557	0.0506216	0.0345106	0.0914617	0.125413	0.0107355	0.0302061	0.00159714	0.0169447	0.00909752	0.0068104	0.0172601	0.000785052	0.00217157	0.00555828	0.00155393	0.00769943	0.00132779	0.00566789	0.0370079	0.0126332	0.0783128	0.02163	0.0151988	0.00907134	0.0174537	0.0311131	0.00947478	0.00111233	0.00158781	0.0155524	0.00203699	0.0268603	0.0137128	0.0119903	0.00824894	0.0294476	0.0020289	0.00169067	0.0673769	0.00422836	0.0304766	0.0107927	0.0863622	0.0219808	0.0681887	0.139313	0.0129199	0.0050915	0.00373409	0.00195217	0.00216907	0.0181418	0.0114573	0.0160271	0.0113804	0.00860656	0.0116771	0.0179767	0.033581	0.0184804	0.0152023	0.0516993	0.008949	0.0355184	0.48007	4.292934	4.605941
