Iteration	Posterior	Likelihood	Prior	alpha	bl[1]	bl[2]	bl[3]	bl[4]	bl[5]	bl[6]	bl[7]	bl[8]	bl[9]	bl[10]	bl[11]	bl[12]	bl[13]	bl[14]	bl[15]	bl[16]	bl[17]	bl[18]	bl[19]	bl[20]	bl[21]	bl[22]	bl[23]	bl[24]	bl[25]	bl[26]	bl[27]	bl[28]	bl[29]	bl[30]	bl[31]	bl[32]	bl[33]	bl[34]	bl[35]	bl[36]	bl[37]	bl[38]	bl[39]	bl[40]	bl[41]	bl[42]	bl[43]	bl[44]	bl[45]	bl[46]	bl[47]	bl[48]	bl[49]	bl[50]	bl[51]	bl[52]	bl[53]	bl[54]	bl[55]	bl[56]	bl[57]	bl[58]	bl[59]	bl[60]	bl[61]	bl[62]	bl[63]	bl[64]	bl[65]	bl[66]	bl[67]	bl[68]	bl[69]	bl[70]	bl[71]	bl[72]	bl[73]	bl[74]	bl[75]	bl[76]	bl[77]	bl[78]	bl[79]	bl[80]	bl[81]	disc_rates[1]	disc_rates[2]	disc_rates[3]	disc_rates[4]	gamma	gene_alpha	gene_rate[1]	gene_rate[2]	gene_rate[3]	gene_rate[4]	gene_rate[5]	gene_rate[6]	gene_rate[7]	gene_rate[8]	gene_rate[9]	gene_rate[10]	gene_rate[11]	gene_rate[12]	gene_rate[13]	gene_rate[14]	gene_rate[15]	gene_rate[16]	gene_rate[17]	gene_rate_var	kappa	rate_var	TL
620	-188384.3	-188398	13.71139	0.598741	0.0528223	0.0429972	0.121007	0.0544565	0.0798112	0.0670697	0.101329	0.055575	0.0306708	0.0823235	0.0936996	0.035738	0.0654572	0.0721322	0.00449042	0.0803154	0.0341323	0.168684	0.00631354	0.0383254	0.0709575	0.0424913	0.0364277	0.0885194	0.0374077	0.078202	0.0602418	0.109823	0.196798	0.0539596	0.0735015	0.0176472	0.164467	0.0274722	0.0785309	0.0792272	0.0717614	0.00278821	0.146013	0.0390424	0.0345185	0.0793008	0.0450058	0.00498173	0.00433332	0.0123394	0.0167284	0.00563383	0.0138827	0.00698992	0.00183164	0.00747978	0.0459303	0.000923058	0.004131	0.0049962	0.0122665	0.00163461	0.0322432	0.30104	0.00269027	0.0215044	0.00787143	0.00874029	0.0140206	0.00144525	0.0109473	0.00418034	0.0309933	0.0215017	0.0263941	0.0163359	0.00116184	0.00804699	0.011194	0.0290168	0.00176062	0.0216445	0.00658908	0.00458511	0.00338235	0.0528485	0.311572	0.880675	2.7549	0.5553594	11.47626	1.13796	1.10703	0.807044	0.955417	0.635011	0.736706	1.02716	0.926964	0.980385	1.10413	1.06622	0.702143	1.59403	1.01296	0.978044	1.53006	1	0.0871364	4.615207	1.670171	3.652825
630	-188375	-188389.8	14.82062	0.5954916	0.055453	0.0427778	0.119659	0.0507653	0.0837364	0.0666663	0.0984392	0.0523988	0.0280738	0.0819584	0.0905457	0.0311944	0.065274	0.0683731	0.00463514	0.083414	0.0362263	0.153468	0.00830702	0.0349993	0.0651526	0.0427739	0.0401434	0.081359	0.0330293	0.0849059	0.0616838	0.110603	0.190233	0.0551906	0.0734028	0.0169449	0.162802	0.0326328	0.0787153	0.0759459	0.0708791	0.00425409	0.141746	0.0392625	0.03311	0.0801035	0.0417528	0.00627827	0.00458448	0.0101143	0.0134078	0.00473614	0.0145661	0.00670439	0.00193389	0.00915203	0.045709	0.000861411	0.00359672	0.00487432	0.0102924	0.00146809	0.0306804	0.294735	0.00470089	0.0245624	0.00800365	0.00997694	0.0130921	0.00130383	0.0112757	0.00368769	0.0282078	0.0166733	0.0252376	0.014113	0.0017882	0.00769328	0.00948601	0.0270458	0.00187072	0.0207817	0.00744841	0.00299911	0.00357056	0.0521796	0.309757	0.879001	2.75906	0.5441157	21.26946	1.00367	1.13428	0.798247	1.03442	0.664755	0.761739	1.07516	0.84849	0.858367	1.14743	1.05281	0.688911	1.6704	1.09085	1.03149	1.42419	1	0.04701578	4.587746	1.679285	3.580206
640	-188360	-188374.1	14.064	0.5954916	0.0551763	0.0439469	0.122586	0.0518768	0.0841606	0.0673404	0.0911808	0.0519424	0.0303056	0.0816412	0.0924374	0.0325189	0.0654412	0.0671483	0.00475218	0.0816794	0.032682	0.154605	0.00717306	0.037971	0.0668179	0.0373809	0.0368648	0.0836201	0.0350993	0.0801906	0.0622469	0.106825	0.19734	0.0593789	0.0673281	0.0165722	0.162812	0.0314651	0.0824379	0.0771431	0.0696146	0.00372564	0.147666	0.0406355	0.0321838	0.0806089	0.0416562	0.00514801	0.00308994	0.0119006	0.0137829	0.00344789	0.0167877	0.00651513	0.00119043	0.00991252	0.0466904	0.000926978	0.00320253	0.00506859	0.0106565	0.00111254	0.0333606	0.294735	0.00429077	0.0232638	0.00669009	0.0106476	0.0124235	0.000988604	0.00941058	0.00397037	0.0293405	0.0155726	0.0235229	0.0140722	0.00171268	0.00813729	0.0116763	0.0247621	0.00185113	0.0255711	0.00632944	0.00338724	0.00330791	0.0521796	0.309757	0.879001	2.75906	0.5502648	23.8225	1.09631	1.05989	0.888417	0.960573	0.699089	0.765162	1.07516	0.930433	0.978996	1.13572	1.09836	0.76393	1.78549	0.971386	0.982936	1.54074	1	0.04197713	4.64774	1.679285	3.584636
650	-188372.9	-188387	14.07238	0.602431	0.0567654	0.0425622	0.123192	0.0534097	0.0845505	0.0676039	0.0927211	0.0569914	0.0295135	0.0838538	0.0921801	0.0330859	0.0633888	0.0671483	0.00406124	0.082804	0.0375761	0.156039	0.00745592	0.0349171	0.0680464	0.0368779	0.036078	0.0798307	0.0343741	0.0814332	0.0594217	0.108772	0.194576	0.0589939	0.0672609	0.01597	0.160603	0.0291005	0.0897052	0.0748494	0.0657821	0.00374177	0.147666	0.0395485	0.0351022	0.074413	0.0437765	0.00498563	0.00409351	0.00889305	0.0140394	0.00457748	0.0155996	0.00678971	0.00126638	0.00739567	0.042768	0.000761666	0.00351028	0.00558415	0.00928752	0.000946446	0.0374488	0.293962	0.00289949	0.0221818	0.00697197	0.0121928	0.0143087	0.0010918	0.0117512	0.00549839	0.025303	0.0185266	0.0192581	0.0139021	0.001887	0.00760333	0.0100611	0.0283671	0.00199214	0.0227726	0.00835354	0.00308172	0.00401335	0.0536099	0.313621	0.882554	2.75022	0.5483893	14.84017	1.17354	1.07084	0.763303	1.04003	0.657654	0.814942	1.01887	1.00621	0.866748	1.07534	1.04931	0.761198	1.78994	1.05242	0.859987	1.52399	1	0.06738469	4.613198	1.659941	3.579668
660	-188373.1	-188387.5	14.41207	0.602431	0.0592259	0.042748	0.121714	0.0536937	0.083933	0.0646004	0.0990479	0.0535022	0.0289474	0.082302	0.0886175	0.0332719	0.0667078	0.0707802	0.00398585	0.080111	0.0358112	0.14814	0.00711473	0.037946	0.0646571	0.0376231	0.0340247	0.0727781	0.034645	0.084466	0.0618823	0.108772	0.212178	0.0575465	0.0693316	0.014966	0.15225	0.0300016	0.088164	0.0796611	0.0661379	0.00390554	0.138865	0.0379457	0.0312895	0.070473	0.0444781	0.00360748	0.00471367	0.00948514	0.0135694	0.0045473	0.0156431	0.00795311	0.00188862	0.00769081	0.0457915	0.000507049	0.00342508	0.00545807	0.0104775	0.00100925	0.0362934	0.297506	0.00233806	0.0221105	0.00782623	0.0115472	0.014785	0.00133697	0.00944086	0.00477245	0.0277677	0.0162396	0.0235805	0.0143391	0.0013813	0.00990379	0.00951138	0.0251513	0.00179088	0.0244295	0.00848182	0.00428743	0.00378275	0.0536099	0.313621	0.882554	2.75022	0.545836	11.80464	1.0691	1.08329	0.822058	0.982559	0.710267	0.780215	1.03309	0.965982	0.937	1.18175	1.0488	0.742237	1.77163	1.01727	1.04674	1.4751	1	0.08471244	4.561533	1.659941	3.572612
670	-188384.5	-188397.6	13.10271	0.5936865	0.0523388	0.047933	0.127097	0.05401	0.0881044	0.064691	0.0979232	0.0540045	0.0292234	0.079243	0.0944862	0.0306374	0.0667078	0.0705376	0.00438562	0.0777767	0.034564	0.15779	0.00692352	0.041377	0.0661364	0.0361923	0.0411774	0.0907822	0.0376371	0.0828774	0.057905	0.111551	0.198833	0.0568207	0.0719906	0.0155642	0.163332	0.0256342	0.0858774	0.0780642	0.0646226	0.00371908	0.142508	0.0399205	0.0330028	0.0794447	0.0448391	0.00252621	0.00460331	0.00869822	0.0114421	0.00473716	0.0160133	0.00752319	0.00236703	0.00859757	0.045036	0.000537506	0.00364998	0.00608967	0.010428	0.00100345	0.0361797	0.286057	0.00337537	0.0216743	0.00960954	0.0110531	0.0163361	0.00167351	0.00736527	0.00354297	0.0245277	0.017158	0.0264736	0.0159513	0.00168728	0.00780198	0.00868946	0.0300603	0.00200998	0.0238658	0.00748201	0.00353362	0.00444121	0.0518085	0.308745	0.878063	2.76138	0.5520356	7.883732	1.18337	1.01628	0.741177	0.989241	0.688302	0.719415	1.05097	0.908017	0.887088	1.11641	0.984835	0.752986	1.56217	1.06252	0.990455	1.48974	1	0.1268435	4.497993	1.684391	3.611989
680	-188374.1	-188387.8	13.75848	0.5936865	0.0541743	0.045331	0.121897	0.0536387	0.088533	0.0717228	0.100653	0.0559176	0.0282059	0.0788457	0.0974666	0.038079	0.0660347	0.0684453	0.00455562	0.0884412	0.0343691	0.144224	0.00707588	0.0381511	0.0648337	0.0391778	0.0349807	0.0854497	0.0358991	0.0817292	0.0570687	0.107702	0.198833	0.0593269	0.0755812	0.0178945	0.158535	0.0302975	0.0796031	0.0742726	0.0671625	0.0034601	0.142508	0.0419277	0.0311578	0.0760328	0.0432685	0.00465131	0.00335401	0.011053	0.0119066	0.00565534	0.0135831	0.00762407	0.00188905	0.0095556	0.0414259	0.000772066	0.00470959	0.00647669	0.0103301	0.00118637	0.0345889	0.306246	0.00406405	0.0219433	0.00952418	0.00957851	0.0132641	0.00168231	0.00886551	0.00366788	0.026858	0.0169724	0.0216206	0.014028	0.00189304	0.00882313	0.00896209	0.0285373	0.00233213	0.0211325	0.00873228	0.00407923	0.0034726	0.0518085	0.308745	0.878063	2.76138	0.5496777	18.02635	1.2294	1.10173	0.775097	0.985295	0.640405	0.773064	1.08208	0.95187	0.915164	1.2363	1.05483	0.755443	1.64846	1.05754	0.907343	1.53802	1	0.05547434	4.622554	1.684391	3.607504
690	-188382.7	-188395.9	13.13884	0.5907399	0.0547588	0.0417496	0.121897	0.0554096	0.0834279	0.0643337	0.101773	0.0523846	0.0285553	0.0788457	0.0871995	0.0316326	0.0647727	0.0658273	0.00510602	0.0801502	0.0335268	0.153461	0.00714623	0.0391744	0.0705492	0.0376691	0.0407773	0.0869228	0.0351466	0.0821985	0.062401	0.107851	0.192253	0.0593269	0.0640183	0.0188523	0.159409	0.0275224	0.0771042	0.0754816	0.0642534	0.00499533	0.144325	0.040207	0.0342285	0.0776987	0.0432685	0.00377182	0.00322193	0.00937982	0.0148665	0.00378824	0.0139845	0.00872223	0.00144846	0.0095278	0.0451051	0.000844454	0.00322103	0.00872506	0.0100288	0.00141336	0.0348822	0.292184	0.00299804	0.0196723	0.00783164	0.0106381	0.0133657	0.00171527	0.010528	0.00325921	0.0287079	0.0151892	0.0234369	0.0122508	0.0021984	0.00940119	0.00995828	0.0280782	0.00231857	0.0227965	0.00768273	0.00543626	0.00328073	0.0512039	0.307086	0.87652	2.76519	0.5460896	33.9149	1.09642	1.17725	0.788141	0.960839	0.632476	0.791191	1.02083	0.998726	0.996721	1.20251	1.09727	0.788099	1.59492	0.971476	0.956818	1.54681	1	0.02948557	4.53044	1.692792	3.563451
700	-188369.9	-188384.9	14.97866	0.5907399	0.054498	0.0450566	0.123495	0.0495185	0.0829048	0.0701803	0.09253	0.0481056	0.0285673	0.0804825	0.0909883	0.0341554	0.0648782	0.0653094	0.00407824	0.0805396	0.0348476	0.147796	0.00715849	0.0364366	0.0679058	0.0405031	0.0353032	0.0804266	0.0351887	0.0776446	0.0601941	0.102914	0.192253	0.0545412	0.0633896	0.0164501	0.159409	0.0256779	0.0818755	0.0717596	0.0704791	0.0039075	0.141425	0.0403621	0.0330384	0.0814519	0.044625	0.00414276	0.0030279	0.0123445	0.0154382	0.00323069	0.0159065	0.00735328	0.00130336	0.00785257	0.0451309	0.000773791	0.00303714	0.00733562	0.011315	0.00128589	0.0305189	0.277717	0.00267114	0.0175766	0.00512125	0.00996144	0.0125314	0.00129279	0.00926238	0.00264765	0.0278716	0.0164748	0.0226564	0.0133583	0.00208378	0.0115678	0.00898956	0.0276801	0.00274505	0.023999	0.00850194	0.00400568	0.00299831	0.0512039	0.307086	0.87652	2.76519	0.5529761	21.02659	1.15597	1.13517	0.810518	0.993227	0.700801	0.800787	1.09167	0.952499	0.880303	1.24685	1.02627	0.689308	1.64347	1.07032	0.981061	1.54681	1	0.04755883	4.53044	1.692792	3.503962
710	-188371.7	-188386.9	15.18329	0.6075354	0.054498	0.0407752	0.120183	0.0489199	0.0837992	0.0649166	0.0886033	0.0510114	0.0300944	0.0770624	0.0859246	0.0324483	0.0597196	0.0671991	0.00406961	0.0759147	0.0344	0.142801	0.00863595	0.0359305	0.0671672	0.0358496	0.0370651	0.0820633	0.0363387	0.0772811	0.0592866	0.106159	0.192253	0.0570202	0.0679021	0.0128495	0.157813	0.02918	0.0760164	0.0776154	0.0660855	0.00441803	0.150255	0.0371884	0.0314654	0.0835899	0.0459319	0.00366025	0.00218249	0.00856481	0.0132925	0.00347123	0.0149347	0.00716288	0.00140519	0.00830015	0.0417612	0.00105306	0.00353188	0.00781948	0.0102837	0.00132243	0.0329089	0.275121	0.00312304	0.0199295	0.00627672	0.00914332	0.0128679	0.00144635	0.00738731	0.00318745	0.0258669	0.0154661	0.0246996	0.0134579	0.00212557	0.00777602	0.00963467	0.0261343	0.00273398	0.022771	0.00717966	0.00368713	0.00311721	0.0546659	0.316435	0.885115	2.74378	0.5510397	16.74627	1.06623	1.1114	0.864302	1.0217	0.750672	0.785228	1.08451	0.947745	0.913133	1.38336	1.15478	0.659248	1.56331	1.11276	0.99636	1.60254	1	0.05971481	4.574995	1.645994	3.462488
720	-188368.6	-188382.6	13.95639	0.6095814	0.0517289	0.0415421	0.115712	0.0494485	0.0850101	0.0617877	0.0921872	0.0501961	0.0292786	0.0740587	0.0893304	0.0319374	0.0605105	0.0681742	0.00437725	0.0825035	0.0318948	0.14522	0.00783282	0.039702	0.0696026	0.0351528	0.03605	0.0753728	0.0341024	0.0763328	0.0575748	0.107011	0.193087	0.0531974	0.0703216	0.0118186	0.15772	0.0258986	0.0840124	0.0686106	0.0641372	0.00308725	0.139287	0.039471	0.0302031	0.072481	0.0400491	0.00532033	0.00275707	0.00912216	0.0129405	0.00309857	0.0158682	0.00735566	0.0012275	0.0071281	0.0440631	0.00119527	0.00366081	0.00559247	0.00976687	0.00230202	0.0304889	0.269384	0.00354306	0.0228997	0.00891357	0.0109814	0.0130385	0.000871173	0.00751916	0.00289394	0.0276624	0.0162159	0.0206379	0.0127544	0.00174611	0.00755463	0.00967266	0.0254558	0.00174762	0.0192996	0.00659466	0.00403549	0.00263509	0.0550901	0.317556	0.886129	2.74122	0.5517114	9.298147	1.24521	1.06677	0.809317	1.01579	0.763766	0.755393	1.16479	1.06854	0.962239	1.26461	1.08703	0.734651	1.66013	1.06678	1.09913	1.62846	1	0.1075483	4.574995	1.64047	3.414959
730	-188363	-188377.3	14.27046	0.6040576	0.0528136	0.0403718	0.119915	0.0514881	0.0805203	0.0646748	0.0951559	0.0533589	0.0279772	0.0790201	0.0882957	0.0298446	0.0589782	0.0604338	0.00359478	0.085859	0.0329779	0.149482	0.00851569	0.0339623	0.064217	0.0401524	0.0352374	0.0829964	0.0352799	0.0807538	0.0577607	0.103845	0.186601	0.0524421	0.0727313	0.0148217	0.155127	0.0297861	0.0775653	0.0713623	0.0675717	0.00329667	0.139287	0.0410412	0.0280752	0.0748259	0.0407575	0.00393125	0.00314097	0.00795188	0.0113034	0.00297623	0.013386	0.00604159	0.000780516	0.00820361	0.0432389	0.00170136	0.00463627	0.00651469	0.00934889	0.00270278	0.0312403	0.269384	0.00465805	0.0224039	0.00814389	0.0096664	0.0139875	0.00107596	0.0088379	0.00374969	0.0272092	0.016973	0.0230244	0.0125135	0.00144786	0.00784269	0.00841186	0.0291411	0.00183744	0.0215086	0.00495214	0.0032595	0.00335161	0.053946	0.31452	0.883375	2.74816	0.5470849	22.07152	1.37118	1.07231	0.856477	1.04067	0.699508	0.805699	1.07968	1.03428	0.925803	1.2457	1.18789	0.762686	1.70381	1.04587	0.987268	1.54656	1	0.04530726	4.572643	1.655471	3.433254
740	-188361.7	-188376.7	15.02461	0.6040576	0.0476749	0.0387512	0.121043	0.0532526	0.0805203	0.0609355	0.0845631	0.0512908	0.0272698	0.0804503	0.0879893	0.0301555	0.0591903	0.0681439	0.00433577	0.0793254	0.0359731	0.142031	0.00725081	0.0365877	0.064527	0.0378578	0.0396676	0.0766648	0.0351998	0.0790952	0.0631905	0.104228	0.177373	0.0518824	0.0683292	0.0150571	0.154902	0.0302832	0.0811424	0.0702444	0.0676412	0.00294011	0.136006	0.0382458	0.0304059	0.0734622	0.0424231	0.00468929	0.00373167	0.00972737	0.0135662	0.00254211	0.0115965	0.00638493	0.000986357	0.00797765	0.0435963	0.00129571	0.00440697	0.00514491	0.0110008	0.00321472	0.0326626	0.276398	0.0053368	0.021729	0.0089032	0.0101128	0.0127198	0.000909827	0.0109236	0.003587	0.0270294	0.0134607	0.0214675	0.0156474	0.00164895	0.00746712	0.00857683	0.0253542	0.00180648	0.0256453	0.00613207	0.00341208	0.00454372	0.053946	0.31452	0.883375	2.74816	0.5450428	14.2702	1.11842	1.09826	0.81166	1.05521	0.69516	0.799769	1.09468	1.03957	0.974937	1.37107	1.16604	0.788844	1.71692	1.049	1.01086	1.56082	1	0.07007609	4.572643	1.655471	3.412839
750	-188365.6	-188379.5	13.83284	0.6040576	0.0496359	0.0428863	0.115378	0.0509355	0.0838685	0.0609355	0.0847895	0.0455901	0.0308585	0.07749	0.0834967	0.0318259	0.0603235	0.0660782	0.00425075	0.0751856	0.0331261	0.140274	0.00741337	0.0326732	0.064527	0.0360269	0.0372632	0.0808651	0.0361166	0.0710174	0.0537797	0.104608	0.184067	0.0505678	0.0650635	0.0139702	0.147723	0.0268891	0.0823463	0.0720015	0.0618095	0.00262069	0.130896	0.0388515	0.0291564	0.0713871	0.0460096	0.00447547	0.00432897	0.00962002	0.0115893	0.00261074	0.011733	0.00685884	0.000616921	0.00810608	0.0408272	0.000840285	0.00504375	0.00630454	0.0109782	0.00283165	0.0311363	0.266355	0.00330356	0.0213503	0.00825124	0.00789362	0.0111306	0.00141315	0.0086606	0.00308812	0.0238268	0.0133351	0.0231705	0.0133194	0.00199315	0.00769017	0.00769229	0.0247852	0.00292521	0.0212468	0.0058809	0.00312616	0.00572217	0.053946	0.31452	0.883375	2.74816	0.5514778	8.856749	1.24295	1.17977	0.838668	1.04379	0.70331	0.747903	1.13266	1.06825	0.913759	1.19764	1.14866	0.735995	1.81483	1.09119	1.0758	1.60973	1	0.1129082	4.586687	1.655471	3.32864
760	-188367.6	-188379.9	12.30179	0.6040576	0.0505047	0.0421838	0.117098	0.0473148	0.0784962	0.0553346	0.086612	0.048045	0.0280105	0.0753774	0.0848587	0.0333144	0.0604835	0.0619091	0.00346002	0.0714172	0.0337829	0.146233	0.00662398	0.0329366	0.070315	0.0401501	0.0376716	0.0773857	0.0328704	0.0724465	0.0552384	0.102962	0.178881	0.0523318	0.0663433	0.0154002	0.144313	0.0291649	0.0853694	0.0683493	0.0631733	0.00315133	0.122723	0.0410666	0.0292016	0.065579	0.0411187	0.00407735	0.00286135	0.0110211	0.0117011	0.0034115	0.0132934	0.00673665	0.000693523	0.00693133	0.0400895	0.00128799	0.00378759	0.00452724	0.0107051	0.00167936	0.0300022	0.255332	0.00320886	0.0203461	0.00728129	0.00875139	0.0123012	0.000877741	0.00704783	0.00264489	0.0263412	0.0149028	0.0215884	0.0140021	0.00180599	0.00819971	0.00772469	0.0272804	0.00179771	0.020007	0.00526932	0.00281407	0.00524786	0.053946	0.31452	0.883375	2.74816	0.5491916	8.974616	1.2801	1.18999	0.875438	1.12987	0.724741	0.807222	1.19822	1.05612	0.931662	1.56473	1.09633	0.797732	1.92861	1.1403	1.13947	1.61412	1	0.1114254	4.606145	1.655471	3.28678
770	-188359.6	-188373.8	14.18919	0.6040576	0.0500242	0.0384001	0.109407	0.0448276	0.0784962	0.0597909	0.0850859	0.0467896	0.0279106	0.0726027	0.0851922	0.0293565	0.0583938	0.0634167	0.00335063	0.0704731	0.0319492	0.137535	0.00760462	0.0321876	0.064	0.0302577	0.0366398	0.0711638	0.0329557	0.0710659	0.0548864	0.0939345	0.171653	0.050674	0.0646863	0.0151429	0.148518	0.0271762	0.0695932	0.0670128	0.0596209	0.00322546	0.12885	0.0329875	0.0278609	0.071256	0.0380955	0.00554481	0.00248476	0.0100407	0.0121808	0.00353551	0.0115481	0.00626976	0.000615999	0.007111	0.0378337	0.00109812	0.00484589	0.00551762	0.0103445	0.00210713	0.0312222	0.274009	0.00481786	0.0224972	0.00684422	0.00917087	0.0109163	0.000692759	0.00655521	0.00295188	0.0263412	0.0131603	0.0217648	0.0120943	0.00148693	0.00885345	0.00725696	0.0245256	0.0019007	0.0195174	0.00406677	0.0033606	0.00581562	0.053946	0.31452	0.883375	2.74816	0.5463944	16.06692	1.12237	1.11832	0.851979	1.07146	0.785147	0.879846	1.20058	1.01796	1.06172	1.324	1.27089	0.734558	1.86961	1.13298	1.07354	1.74683	1	0.06223969	4.586943	1.655471	3.204951
780	-188383.3	-188397.1	13.82833	0.5973209	0.0503237	0.0393287	0.11229	0.0484447	0.0801959	0.0591716	0.0912027	0.0473309	0.0255674	0.0683058	0.0840491	0.0261829	0.056505	0.0614197	0.00387477	0.0759121	0.0300464	0.134851	0.00791906	0.0311382	0.0614415	0.0380628	0.0358775	0.0700181	0.0328095	0.0724366	0.0591652	0.0934327	0.178617	0.0510192	0.0616511	0.013314	0.141068	0.0244277	0.0816758	0.0650217	0.0674317	0.00324264	0.127448	0.0373427	0.0289662	0.0702121	0.0376484	0.00550934	0.00177571	0.00619732	0.00986577	0.00301621	0.0164505	0.00607856	0.000581415	0.00956423	0.0406908	0.00095264	0.00520037	0.00577132	0.0104205	0.00198397	0.0305412	0.264096	0.00340263	0.0236623	0.00667868	0.00858335	0.0117329	0.000699881	0.00784896	0.00315177	0.0233523	0.0143266	0.0202019	0.0144542	0.00197209	0.00767104	0.00713441	0.0233551	0.00172767	0.0199879	0.00360621	0.00275732	0.00498185	0.052556	0.31078	0.879946	2.75672	0.5478357	20.18402	1.23898	1.15304	0.856739	1.03916	0.766734	0.910732	1.20058	1.1968	1.01327	1.26556	1.19011	0.794009	1.77907	1.06169	1.00325	1.8136	1	0.04954414	4.623835	1.674142	3.216375
790	-188363.6	-188377.9	14.25621	0.5973209	0.0488386	0.0423435	0.117334	0.046992	0.0747311	0.0572267	0.0841663	0.0514066	0.0263197	0.0724818	0.079607	0.0302261	0.0536072	0.0640888	0.00320232	0.0710988	0.0330794	0.136002	0.00662013	0.0332936	0.0667988	0.0328435	0.0341699	0.0786969	0.03054	0.0714525	0.0579921	0.0970728	0.175714	0.0484139	0.0590757	0.0153019	0.145263	0.0269388	0.075127	0.0701557	0.0585035	0.00310822	0.122067	0.039881	0.0304096	0.0737436	0.0381351	0.00425177	0.00228827	0.00729987	0.0104121	0.00269584	0.0148889	0.00579979	0.000856419	0.0081375	0.0395686	0.000958095	0.00485043	0.004531	0.00933152	0.00130185	0.0331535	0.25013	0.00355849	0.0223111	0.00547515	0.00861236	0.0127198	0.00105439	0.00976178	0.0035484	0.0236524	0.0138175	0.0216034	0.0135575	0.0021229	0.00935047	0.00730831	0.0237234	0.0021103	0.0183774	0.00506665	0.00300423	0.00382096	0.052556	0.31078	0.879946	2.75672	0.5463874	14.49005	1.3407	1.20413	0.871197	1.12667	0.7705	0.901461	1.15727	1.07777	0.98989	1.26881	1.19549	0.755955	1.81564	1.11301	1.14201	1.74557	1	0.06901288	4.537167	1.674142	3.199084
800	-188369.5	-188380.6	11.12809	0.6034564	0.0504647	0.036982	0.114178	0.0514027	0.082141	0.0642591	0.0861343	0.0473474	0.028718	0.0740718	0.084511	0.0307848	0.0558717	0.0597834	0.00494437	0.073344	0.0359483	0.140258	0.00745045	0.0339149	0.064291	0.0338598	0.0349213	0.0825873	0.0324816	0.0733498	0.053368	0.0975027	0.183979	0.0528394	0.0636777	0.0154302	0.147558	0.0255332	0.0699711	0.0701557	0.0637158	0.00392106	0.130159	0.0400364	0.0271963	0.0743079	0.0381351	0.00462904	0.0043468	0.00992332	0.0121347	0.0034752	0.014221	0.00770868	0.000671117	0.0073464	0.0414758	0.00117412	0.00388893	0.00527601	0.0105324	0.00182637	0.0303725	0.287224	0.00380543	0.0208027	0.00675264	0.00869017	0.0119475	0.000882273	0.00899841	0.00419949	0.0242536	0.0165321	0.0208809	0.0114449	0.00177343	0.00747083	0.00702598	0.0269146	0.0017384	0.020679	0.00616448	0.00268559	0.00298011	0.0538217	0.314188	0.883072	2.74892	0.5479325	24.5187	1.13258	1.19751	0.818995	1.01647	0.775834	0.792603	1.14503	1.08277	0.907161	1.20399	1.13943	0.781242	1.96418	1.11914	1.11948	1.73982	1	0.04078519	4.602506	1.657121	3.304337
810	-188361.6	-188376.1	14.53112	0.6034564	0.0499816	0.0406478	0.110607	0.0530885	0.0812938	0.0591223	0.0892888	0.0497408	0.0244656	0.0767594	0.084128	0.029475	0.0601144	0.0608691	0.00378441	0.0760454	0.0317774	0.139179	0.00665741	0.0353913	0.062923	0.033429	0.0326494	0.0729674	0.0327761	0.0740837	0.0587345	0.10192	0.18009	0.050339	0.0640582	0.017117	0.147558	0.0273726	0.0863192	0.0628128	0.0600435	0.00320314	0.130606	0.0349825	0.0294776	0.072838	0.0396318	0.00445496	0.00492445	0.0111292	0.0118365	0.00309892	0.0139886	0.00568355	0.000918344	0.00788554	0.0403663	0.00121887	0.00364684	0.00618553	0.010846	0.0018383	0.0333084	0.259354	0.00386324	0.0187772	0.00696635	0.0106635	0.0116074	0.00121103	0.00896012	0.00442129	0.0264461	0.0160835	0.0227541	0.0143033	0.00183965	0.00592786	0.0083132	0.024862	0.00208343	0.0227377	0.00427409	0.00346708	0.00241855	0.0538217	0.314188	0.883072	2.74892	0.5455579	10.06865	1.37088	1.18	0.944634	1.09582	0.750988	0.873221	1.14503	1.06527	0.975495	1.17979	1.10315	0.821457	1.80325	1.12112	1.09991	1.62729	1	0.09931814	4.650151	1.657121	3.281015
