Iteration	Posterior	Likelihood	Prior	alpha	bl[1]	bl[2]	bl[3]	bl[4]	bl[5]	bl[6]	bl[7]	bl[8]	bl[9]	bl[10]	bl[11]	bl[12]	bl[13]	bl[14]	bl[15]	bl[16]	bl[17]	bl[18]	bl[19]	bl[20]	bl[21]	bl[22]	bl[23]	bl[24]	bl[25]	bl[26]	bl[27]	bl[28]	bl[29]	bl[30]	bl[31]	bl[32]	bl[33]	bl[34]	bl[35]	bl[36]	bl[37]	bl[38]	bl[39]	bl[40]	bl[41]	bl[42]	bl[43]	bl[44]	bl[45]	bl[46]	bl[47]	bl[48]	bl[49]	bl[50]	bl[51]	bl[52]	bl[53]	bl[54]	bl[55]	bl[56]	bl[57]	bl[58]	bl[59]	bl[60]	bl[61]	bl[62]	bl[63]	bl[64]	bl[65]	bl[66]	bl[67]	bl[68]	bl[69]	bl[70]	bl[71]	bl[72]	bl[73]	bl[74]	bl[75]	bl[76]	bl[77]	bl[78]	bl[79]	bl[80]	bl[81]	disc_rates[1]	disc_rates[2]	disc_rates[3]	disc_rates[4]	gamma[1]	gamma[2]	gamma[3]	gamma[4]	gamma[5]	gamma[6]	gamma[7]	gamma[8]	gamma[9]	gamma[10]	gamma[11]	gamma[12]	gamma[13]	gamma[14]	gamma[15]	gamma[16]	gamma[17]	gcalpha	gcbeta	gcinvconc	kappa	meangc	rate_var	TL
500	-188365.2	-188394.4	29.16565	0.5963005	0.0545951	0.0416721	0.128718	0.0593798	0.0890898	0.0667152	0.101865	0.0557268	0.0287639	0.0852769	0.0986651	0.0364557	0.0715669	0.0690907	0.00451948	0.0879511	0.0349053	0.164767	0.00780257	0.0353812	0.0714315	0.0438266	0.0432628	0.0904199	0.0364192	0.0864058	0.0622197	0.110221	0.206226	0.0560055	0.0737039	0.0177236	0.164874	0.0375658	0.0899771	0.0798998	0.0765063	0.00373861	0.152066	0.0447683	0.0313605	0.0796354	0.0284275	0.00608029	0.00230171	0.31128	0.027645	0.000759859	0.00110998	0.00711399	0.00719392	0.0192923	0.0373861	0.0505645	0.029378	0.00421006	0.0293927	0.0249767	0.010555	0.0115933	0.00360529	0.00458215	0.00893663	0.00112156	0.0163328	0.00732286	0.0155594	0.00253852	0.00705271	0.043535	0.00737793	0.0103572	0.00971684	0.0019326	0.00959318	0.0025787	0.0160561	0.00405726	0.00118928	0.00375242	0.0135533	0.0523459	0.31021	0.87942	2.75802	0.573708	0.63415	0.525991	0.462378	0.441876	0.653062	0.493031	0.610179	0.522421	0.581068	0.654456	0.430022	0.566107	0.692483	0.532185	0.604547	0.320964	17.78355	14.87064	0.03062394	4.627168	0.5446023	1.677007	3.781178
510	-188352	-188383.7	31.75983	0.5969103	0.0590034	0.0474148	0.134662	0.0593419	0.0876381	0.0734732	0.103621	0.0539003	0.0307977	0.0912882	0.0992164	0.0371783	0.0676149	0.0716166	0.0042326	0.0877544	0.0348709	0.163784	0.00719683	0.039726	0.0764798	0.0418039	0.0432628	0.0939917	0.0382156	0.0867864	0.0664149	0.109347	0.206226	0.0593311	0.0796733	0.0178655	0.16751	0.0309811	0.0918164	0.0832266	0.076611	0.00435169	0.145484	0.0409982	0.0329936	0.0807701	0.0287349	0.00727555	0.00165765	0.318689	0.0234027	0.000967073	0.00160855	0.00464729	0.0079155	0.0169132	0.0358541	0.0479232	0.0269045	0.00430782	0.0311412	0.0192563	0.0123192	0.011591	0.00300914	0.00634315	0.00994133	0.00130385	0.0156315	0.0071247	0.0187061	0.00287913	0.00758082	0.0496356	0.00599966	0.0115036	0.00838093	0.00175168	0.00911667	0.00233935	0.0170198	0.00470389	0.0010269	0.00462536	0.0157747	0.0524714	0.31055	0.879734	2.75724	0.56134	0.615459	0.578191	0.456041	0.444167	0.617927	0.49678	0.598265	0.500668	0.628679	0.642293	0.462155	0.551344	0.692743	0.526493	0.617963	0.441001	16.29756	13.62805	0.0334162	4.642306	0.5446023	1.675294	3.833979
520	-188343.6	-188375.4	31.78621	0.5969103	0.0560378	0.0473595	0.134662	0.0532237	0.093854	0.0648153	0.096265	0.0599793	0.0314716	0.0887237	0.0993937	0.0359492	0.06665	0.0739703	0.00507421	0.0844653	0.0387649	0.167534	0.00819442	0.0383032	0.0735801	0.0422172	0.0408245	0.0910263	0.0383728	0.0868874	0.0664149	0.117284	0.201765	0.0613694	0.0757709	0.018029	0.167034	0.0299892	0.0771661	0.0785524	0.0726395	0.00367188	0.149685	0.0402934	0.0322579	0.0838417	0.0262735	0.00778142	0.00219773	0.327004	0.0275276	0.00110109	0.00140179	0.00617498	0.00735771	0.0153843	0.0373081	0.042372	0.0257988	0.00401292	0.0316707	0.0274565	0.0109262	0.0105948	0.00214891	0.00484429	0.0089704	0.00135501	0.0148632	0.00963332	0.0170836	0.00365404	0.0079299	0.0496867	0.00395716	0.0112139	0.00752946	0.00188765	0.0102901	0.00256724	0.016772	0.00460564	0.00116247	0.0037899	0.0135658	0.0524714	0.31055	0.879734	2.75724	0.565935	0.615498	0.558275	0.484559	0.445339	0.642789	0.490988	0.613902	0.536362	0.573556	0.665796	0.478675	0.57007	0.685326	0.498513	0.596257	0.418185	14.57982	12.19168	0.03735315	4.685121	0.5446023	1.675294	3.803219
530	-188358.1	-188389.1	31.0118	0.5969103	0.0601918	0.0479615	0.13007	0.0596719	0.0947474	0.0724783	0.103156	0.0608162	0.0275703	0.0922956	0.0993937	0.0353792	0.069133	0.0710477	0.00488952	0.0849121	0.0334604	0.170212	0.0076661	0.0384804	0.0789784	0.0415754	0.0403281	0.0856665	0.0389085	0.094171	0.0679183	0.11115	0.205058	0.0590737	0.0739011	0.0164617	0.168061	0.0286708	0.079417	0.0761888	0.0714126	0.00384182	0.159374	0.046991	0.0336298	0.0903258	0.0276135	0.00945547	0.00238656	0.327638	0.0251323	0.00123466	0.00156386	0.00789195	0.00862378	0.0158437	0.0370219	0.0444762	0.0305897	0.00418884	0.0297207	0.0272188	0.0104864	0.00903447	0.0016827	0.00515155	0.00831432	0.00124162	0.0129581	0.00939995	0.0151152	0.00459932	0.00991143	0.0445348	0.00394739	0.0102413	0.00937305	0.00164054	0.0108906	0.00176972	0.0194519	0.00416231	0.00118877	0.00512731	0.014235	0.0524714	0.31055	0.879734	2.75724	0.590588	0.618631	0.547497	0.478013	0.437491	0.592999	0.487046	0.593245	0.521836	0.585024	0.658787	0.461125	0.551062	0.674604	0.478377	0.608825	0.448386	12.13937	10.15097	0.04486247	4.72645	0.5446023	1.675294	3.849694
540	-188351.7	-188383.4	31.66547	0.5969103	0.0593715	0.0480263	0.13007	0.0540432	0.08997	0.0719362	0.0936196	0.0573843	0.0294943	0.0841924	0.100442	0.0362719	0.0633071	0.0741926	0.00478732	0.0854539	0.0384741	0.167662	0.00699093	0.0402802	0.0748334	0.0420375	0.0414362	0.0866522	0.0348311	0.0839031	0.0679056	0.117662	0.205505	0.0655823	0.0741695	0.0183832	0.169281	0.0284662	0.0949677	0.0825909	0.073937	0.0037952	0.155604	0.0441786	0.0357821	0.0737832	0.027815	0.00903127	0.00250505	0.304904	0.0243086	0.00184569	0.0016031	0.010169	0.00557014	0.0144331	0.0370187	0.0437574	0.0303491	0.00458846	0.0301207	0.0247154	0.0115017	0.00970167	0.00191487	0.00506807	0.0092326	0.00129817	0.0123632	0.00932104	0.0150259	0.00388597	0.0115877	0.0494553	0.00362925	0.0103861	0.0101229	0.00136023	0.00968596	0.00396411	0.0177595	0.00590102	0.000835121	0.00616662	0.0133972	0.0524714	0.31055	0.879734	2.75724	0.546691	0.618342	0.533824	0.451398	0.437189	0.649769	0.487046	0.628495	0.531113	0.570105	0.650663	0.490714	0.56746	0.684464	0.486868	0.604492	0.430506	15.46331	12.93046	0.035219	4.662849	0.5446023	1.675294	3.807556
550	-188359.3	-188392.3	33.01543	0.5969103	0.0640464	0.0499857	0.127172	0.0578076	0.0956366	0.0699301	0.102138	0.0508623	0.0330699	0.084729	0.100442	0.036043	0.0669283	0.0707568	0.00517657	0.079519	0.0360075	0.173713	0.00812587	0.0412223	0.0776093	0.0430917	0.0426844	0.0901505	0.0417617	0.0872489	0.0639354	0.119404	0.211738	0.0551413	0.0731461	0.0155331	0.169657	0.0268749	0.0964009	0.08291	0.0696718	0.00423328	0.153217	0.0435399	0.0356522	0.0740389	0.0250255	0.00846768	0.00269054	0.314503	0.0248471	0.0029371	0.00133762	0.00896642	0.00686472	0.0164906	0.0345567	0.0452821	0.0247453	0.00545248	0.0277008	0.0235695	0.0121509	0.00920843	0.00224853	0.00417707	0.0092771	0.00165205	0.0149881	0.0101987	0.0175339	0.00459248	0.0094406	0.0461312	0.00383167	0.0114707	0.0101501	0.00137774	0.00922323	0.00330159	0.0196011	0.00423343	0.000864438	0.005891	0.0142065	0.0524714	0.31055	0.879734	2.75724	0.591562	0.61196	0.531852	0.466918	0.457628	0.606116	0.4801	0.615104	0.523312	0.594656	0.653372	0.501317	0.556345	0.697939	0.533691	0.598995	0.43359	27.7733	23.22409	0.01960885	4.635024	0.5446023	1.675294	3.830141
560	-188362.8	-188393.3	30.4913	0.5735551	0.0535628	0.0488477	0.131658	0.0558451	0.0917973	0.0654451	0.0977807	0.0560777	0.0307003	0.0815125	0.0913177	0.0373103	0.0648086	0.0671678	0.00412323	0.0834613	0.0346134	0.167529	0.00868941	0.0365695	0.0760925	0.0406631	0.0434038	0.0866084	0.0393238	0.0866529	0.0665736	0.112461	0.193904	0.0625942	0.0740694	0.0186567	0.16799	0.0301248	0.0905372	0.0733805	0.0769097	0.00298224	0.14875	0.0423036	0.0288765	0.0764431	0.0225188	0.0074108	0.00261704	0.296919	0.0227368	0.00295774	0.00116309	0.00993938	0.00724292	0.0174063	0.0349645	0.0458426	0.0292732	0.00562586	0.029597	0.0201571	0.012264	0.00976864	0.00213428	0.00408594	0.00782501	0.0018166	0.0142663	0.00942595	0.0129566	0.00351724	0.00988578	0.0494765	0.00481941	0.00847296	0.00776147	0.00180236	0.00972596	0.00245181	0.0192831	0.00281074	0.00138329	0.0049006	0.0134148	0.0477037	0.297249	0.867204	2.78784	0.585332	0.631649	0.571812	0.475839	0.438558	0.615531	0.491602	0.608271	0.50376	0.633904	0.655987	0.484013	0.56901	0.699104	0.504329	0.618034	0.4324	20.75096	19.26248	0.0249916	4.70297	0.5185998	1.743512	3.71874
570	-188362.3	-188394.4	32.11799	0.5735551	0.0630326	0.0462994	0.131658	0.0553512	0.0892194	0.0702022	0.101193	0.0497175	0.0314365	0.0880642	0.095243	0.0356433	0.0612314	0.0727062	0.00387836	0.0834613	0.0397948	0.156734	0.00736905	0.0403179	0.0778025	0.0385901	0.0357893	0.0804106	0.0361054	0.0882149	0.0660087	0.116438	0.206385	0.0597239	0.071706	0.0176787	0.160763	0.0298592	0.085403	0.0817235	0.0698518	0.00360659	0.146113	0.0405409	0.0296692	0.0802969	0.0223859	0.00877544	0.00248851	0.307379	0.0208945	0.00221804	0.000949796	0.010807	0.00484639	0.0153622	0.0387623	0.046737	0.0296826	0.00383508	0.0297897	0.0248577	0.0113048	0.0110624	0.00199367	0.00413807	0.00934598	0.0018006	0.0142932	0.00822677	0.0119628	0.00399702	0.00941317	0.0440209	0.00422017	0.00900625	0.00908061	0.00251082	0.010025	0.00221921	0.0196714	0.00331946	0.00147442	0.00485054	0.0131436	0.0477037	0.297249	0.867204	2.78784	0.547863	0.626025	0.532085	0.48242	0.435592	0.625611	0.492662	0.620293	0.538314	0.601341	0.655987	0.517741	0.560267	0.670408	0.514031	0.590347	0.406353	17.48496	16.23075	0.02965977	4.656312	0.5185998	1.743512	3.726084
580	-188347.5	-188377.4	29.82753	0.5848647	0.0579751	0.0466861	0.128874	0.0587929	0.088388	0.0704196	0.0991055	0.0591927	0.0283296	0.0845324	0.0951556	0.0376338	0.0685658	0.0727062	0.00374119	0.0785807	0.0373326	0.160043	0.00804364	0.0377515	0.0778025	0.0437247	0.0444625	0.0909777	0.0379294	0.0837165	0.0638097	0.120123	0.203213	0.0624419	0.0796358	0.0164418	0.165764	0.0306534	0.0869305	0.0725984	0.0711501	0.00307874	0.147069	0.0427915	0.0366444	0.0839584	0.0246266	0.00704449	0.00241536	0.306018	0.0252489	0.00200601	0.000835458	0.0101566	0.00454009	0.0148635	0.0366012	0.0450144	0.0255816	0.00358318	0.0324158	0.0203798	0.0125988	0.0126086	0.00469384	0.00538204	0.00882166	0.00186886	0.0141876	0.00914366	0.0145969	0.00387217	0.0096429	0.0466428	0.0041004	0.0127794	0.00983537	0.00231155	0.00881211	0.00223902	0.0149756	0.00407945	0.00139267	0.00404043	0.0159011	0.0500021	0.303754	0.873396	2.77285	0.580402	0.631138	0.546997	0.48242	0.422987	0.642886	0.492662	0.604805	0.520498	0.578264	0.662008	0.486519	0.581	0.667898	0.518314	0.623892	0.444672	30.19362	28.02781	0.01717581	4.727024	0.5185998	1.709797	3.772624
590	-188359.7	-188388.8	29.16037	0.5848647	0.063708	0.0434745	0.128874	0.0538952	0.0901258	0.0656522	0.103698	0.0520589	0.0330789	0.0888491	0.097887	0.0329449	0.0699212	0.0741491	0.00456279	0.0863197	0.037901	0.156937	0.00795168	0.0393849	0.0757046	0.0433635	0.0398544	0.0780162	0.0376823	0.0882561	0.0604765	0.113551	0.206098	0.0616032	0.0775143	0.0176849	0.165764	0.0292633	0.0970326	0.0801519	0.0731949	0.00237201	0.154084	0.0418575	0.0346458	0.0755924	0.0221762	0.00846958	0.00199169	0.31645	0.028286	0.00113167	0.00118928	0.0126148	0.00555956	0.0160142	0.0370948	0.0431089	0.0285547	0.00274209	0.029534	0.0208416	0.0122424	0.0108706	0.00262663	0.00763104	0.00888856	0.00268746	0.0142978	0.00668842	0.0143305	0.00346899	0.00932372	0.043655	0.00443725	0.0114221	0.00743673	0.00175134	0.00970968	0.00263296	0.0149686	0.003855	0.000938638	0.00538393	0.0130031	0.0500021	0.303754	0.873396	2.77285	0.583124	0.627808	0.558377	0.490521	0.435558	0.610609	0.484714	0.616993	0.545153	0.610568	0.648887	0.483519	0.552722	0.68246	0.513481	0.617824	0.361048	11.98043	8.238817	0.04945783	4.734154	0.592526	1.709797	3.773146
600	-188356.5	-188387.7	31.21077	0.5848647	0.0603625	0.0426406	0.131657	0.0623559	0.088878	0.0678101	0.103774	0.0556119	0.033062	0.0943542	0.0947191	0.0327376	0.0686489	0.0789116	0.00519526	0.0863229	0.0351856	0.161225	0.00889935	0.0400867	0.071356	0.0408496	0.0448701	0.0814682	0.040514	0.0835759	0.064078	0.117077	0.209779	0.0582777	0.078923	0.0188202	0.178248	0.0317435	0.0991534	0.0811467	0.0776669	0.00451908	0.154201	0.0433415	0.0366818	0.0731817	0.0258	0.00738526	0.00112561	0.307189	0.0261948	0.00109892	0.000928114	0.00923283	0.00765315	0.0168739	0.0357011	0.0468021	0.0275727	0.00224467	0.028032	0.0280538	0.0137594	0.0127832	0.00234811	0.0067955	0.00756272	0.00210365	0.0138042	0.00751313	0.0153674	0.00330852	0.00889949	0.0466687	0.00415824	0.0116691	0.0106138	0.00208493	0.0104752	0.00229703	0.0147777	0.00366725	0.00097366	0.00492174	0.0130231	0.0500021	0.303754	0.873396	2.77285	0.542421	0.622312	0.575136	0.464761	0.434126	0.654103	0.4888	0.611763	0.541405	0.575405	0.631337	0.455431	0.556694	0.694477	0.502487	0.619494	0.432387	17.37449	15.17478	0.03072266	4.67643	0.5337906	1.709797	3.833373
610	-188350	-188380.3	30.30702	0.5848647	0.0567121	0.0465038	0.127114	0.0594713	0.0866338	0.0683356	0.105017	0.0584507	0.0291703	0.0823657	0.09154	0.0306257	0.0650348	0.0707421	0.00466305	0.0863229	0.0374113	0.160788	0.00759108	0.0415416	0.0777166	0.0408838	0.0419997	0.0831713	0.0385349	0.0923727	0.0661892	0.110722	0.197485	0.0645994	0.0748002	0.0177508	0.161379	0.0308296	0.0846755	0.0775838	0.0694576	0.00448216	0.15371	0.0406135	0.0348893	0.0786559	0.0247379	0.00687727	0.000973371	0.297223	0.0216702	0.000784239	0.000822622	0.00837841	0.00748059	0.0149785	0.0361668	0.0445542	0.0256449	0.00325989	0.0306343	0.0246328	0.0120026	0.0122526	0.00224658	0.00528757	0.00682139	0.00190355	0.0143093	0.00891539	0.0149179	0.00355601	0.00763794	0.0432213	0.00515001	0.0100655	0.0114316	0.00230651	0.0093869	0.00261899	0.0178142	0.00365846	0.000859492	0.00414042	0.0148863	0.0500021	0.303754	0.873396	2.77285	0.568103	0.628441	0.589058	0.458422	0.459538	0.657209	0.496271	0.619499	0.526332	0.612817	0.663019	0.494235	0.579103	0.697471	0.512876	0.619494	0.393229	10.87024	7.922536	0.05321194	4.711502	0.5784265	1.709797	3.722746
620	-188358	-188390.6	32.51732	0.5848647	0.0604786	0.0437885	0.132248	0.0524229	0.0857949	0.0738024	0.0989965	0.056247	0.0303847	0.0835122	0.0961238	0.0353439	0.0665134	0.0708987	0.00534835	0.0876531	0.0370561	0.16178	0.00639736	0.0383098	0.0733498	0.0413339	0.0393783	0.0769139	0.0366299	0.0828639	0.0638472	0.117307	0.204716	0.0648786	0.0748002	0.0143146	0.173561	0.0294485	0.0852577	0.0822491	0.0701284	0.00368669	0.15371	0.0432842	0.0346209	0.0774726	0.0273728	0.00763977	0.000884799	0.321515	0.0236156	0.000766699	0.00111321	0.00712971	0.00773673	0.0157783	0.0372611	0.0430083	0.0280886	0.00396034	0.0298584	0.0225747	0.0132903	0.00732873	0.00182303	0.00554281	0.0094023	0.00199276	0.0129452	0.00678618	0.0136227	0.00419136	0.0103359	0.0434637	0.00496399	0.00852982	0.00885034	0.0023872	0.0105203	0.00181244	0.0173102	0.00386667	0.000857487	0.00508607	0.0165613	0.0500021	0.303754	0.873396	2.77285	0.585477	0.622672	0.564543	0.453329	0.436898	0.641246	0.498286	0.586844	0.559009	0.574293	0.654586	0.489167	0.548693	0.69714	0.515719	0.621213	0.467301	15.6035	11.65234	0.03668939	4.62622	0.5724829	1.709797	3.756627
630	-188376.5	-188407.4	30.91545	0.5754603	0.0555111	0.0518724	0.132791	0.054978	0.0826574	0.0740999	0.107154	0.0588278	0.0316404	0.0801061	0.0966001	0.0380489	0.0702701	0.0764696	0.0052426	0.0790538	0.0362911	0.152119	0.00805549	0.0391488	0.0810315	0.0450623	0.0436992	0.0863989	0.0404821	0.0932016	0.0650656	0.112708	0.209171	0.0551152	0.0720512	0.0156864	0.177826	0.0271053	0.0839097	0.0844337	0.0688235	0.00260986	0.145195	0.0453353	0.0338395	0.070286	0.026671	0.00953926	0.000840453	0.321563	0.0244258	0.000769782	0.00075417	0.00659191	0.0069735	0.0178867	0.0328034	0.0475213	0.022707	0.00526252	0.0275586	0.0224594	0.0130749	0.00760701	0.00204041	0.00450566	0.0093603	0.00159267	0.0158768	0.00774828	0.0143862	0.0051113	0.0101799	0.0425846	0.00345755	0.0116095	0.0103092	0.00255082	0.00898943	0.00179108	0.0190138	0.00354461	0.00108133	0.0042925	0.0143003	0.0480894	0.298353	0.868264	2.78529	0.56868	0.607815	0.565277	0.465091	0.445905	0.626138	0.493411	0.604317	0.522834	0.63888	0.666331	0.506158	0.573748	0.698417	0.540472	0.580103	0.394914	15.51262	13.84934	0.03405767	4.712158	0.5283237	1.737739	3.779309
640	-188354.4	-188383.3	28.85454	0.5754603	0.0591721	0.0481074	0.129581	0.0586876	0.0941958	0.0698538	0.0970492	0.0589275	0.0303301	0.092286	0.0963516	0.0370195	0.069367	0.0738781	0.00399777	0.0827907	0.0396928	0.160204	0.00760137	0.0390422	0.07471	0.0395278	0.0395463	0.0877252	0.0393183	0.0855602	0.0625271	0.117671	0.210826	0.0608505	0.0728063	0.0182632	0.172511	0.0289183	0.0861082	0.0764564	0.0716205	0.00295996	0.160162	0.0413669	0.0336158	0.0720885	0.0270989	0.00718913	0.00151632	0.323805	0.024877	0.000777035	0.000642278	0.00655583	0.00862636	0.0146217	0.0349163	0.0487954	0.0237435	0.00303514	0.0302166	0.0229363	0.0120071	0.00828747	0.00264669	0.0036059	0.00867858	0.00178334	0.0169743	0.00790105	0.0172277	0.00476265	0.00948053	0.0488193	0.00308366	0.0104766	0.00893502	0.00384804	0.0101705	0.00145197	0.0151249	0.00398407	0.000841978	0.00520921	0.012852	0.0480894	0.298353	0.868264	2.78529	0.598114	0.627481	0.558204	0.468315	0.436163	0.658097	0.493411	0.625656	0.531088	0.614093	0.638175	0.507556	0.598178	0.698348	0.492449	0.608031	0.393008	9.618151	8.586882	0.05492986	4.766037	0.5283237	1.737739	3.80078
650	-188357	-188387.2	30.19736	0.5754603	0.0573342	0.0439028	0.125654	0.0568954	0.0852348	0.0705596	0.0972552	0.0556652	0.0303965	0.0857353	0.103211	0.0380543	0.0660328	0.0782315	0.00511154	0.0845095	0.034439	0.164121	0.00889127	0.042716	0.0757303	0.0384054	0.038067	0.0884697	0.0366715	0.0894161	0.0648482	0.12153	0.209203	0.05944	0.0734273	0.0172192	0.175481	0.0290509	0.0904043	0.0814184	0.0793562	0.00311478	0.1458	0.0426469	0.036368	0.0745218	0.0294815	0.00717993	0.00152822	0.32413	0.0234089	0.000590402	0.00109385	0.00446309	0.00660609	0.015513	0.0352229	0.0497162	0.0283397	0.00356102	0.0253996	0.0195168	0.0132606	0.00910628	0.00226313	0.00421185	0.00980125	0.00228522	0.0145982	0.00901784	0.0157607	0.00620307	0.00890394	0.0464093	0.00286771	0.0114195	0.00931184	0.00416586	0.0107766	0.00176553	0.0158319	0.00435518	0.000604301	0.00377869	0.0152281	0.0480894	0.298353	0.868264	2.78529	0.578937	0.638577	0.574045	0.452014	0.4508	0.634319	0.482737	0.597835	0.526433	0.592897	0.65959	0.51432	0.594337	0.692427	0.498639	0.611092	0.422652	11.91271	10.63541	0.04434959	4.68093	0.5283237	1.737739	3.802218
660	-188363.9	-188395.2	31.32061	0.595315	0.0573067	0.0477615	0.122314	0.0569017	0.0939195	0.0685777	0.104088	0.0578594	0.0273189	0.0935794	0.0947162	0.0372179	0.0702776	0.0732563	0.00508287	0.0876157	0.0382891	0.164614	0.00912765	0.0370923	0.0716051	0.0444691	0.0422786	0.0835817	0.0400722	0.0873165	0.0648482	0.125589	0.198533	0.0575652	0.0744075	0.0195351	0.174923	0.0291544	0.0969331	0.0814184	0.0731229	0.00366756	0.146472	0.0442968	0.0303778	0.0800826	0.0304034	0.00752233	0.0011466	0.313233	0.0266365	0.000588472	0.000785826	0.00368118	0.00544805	0.0144527	0.0396647	0.0505654	0.0254871	0.00476308	0.0286348	0.0244127	0.0143148	0.00956716	0.0034443	0.00445698	0.00914279	0.00322345	0.0132036	0.0091403	0.0163578	0.00492974	0.00909808	0.0462409	0.00160167	0.0131434	0.00885295	0.00386998	0.00795769	0.00195151	0.0157228	0.00363768	0.000475866	0.00296592	0.0143603	0.0521432	0.309658	0.87891	2.75929	0.585842	0.605594	0.544735	0.46212	0.444688	0.614782	0.482194	0.593226	0.523847	0.574377	0.643699	0.480831	0.601269	0.698482	0.514768	0.589564	0.403544	13.40585	10.90347	0.04113649	4.685959	0.5514696	1.679783	3.812252
670	-188366.8	-188396	29.22515	0.5758427	0.0573067	0.0455398	0.125763	0.0608861	0.0860965	0.0716192	0.0979232	0.0559285	0.0362465	0.0883866	0.099066	0.0380185	0.0704411	0.0723072	0.00446297	0.0797273	0.0337157	0.168422	0.00812519	0.0349481	0.0766197	0.0433095	0.0413011	0.0866988	0.0354637	0.0938171	0.0605135	0.111548	0.203153	0.061983	0.0716862	0.0163956	0.172231	0.0276157	0.0902231	0.0742771	0.0695113	0.00369216	0.151594	0.0409947	0.0337029	0.0862616	0.0276561	0.00868073	0.00114567	0.315825	0.0258575	0.000527987	0.00101014	0.00477754	0.00767705	0.0184359	0.0384145	0.0477026	0.0255055	0.00368291	0.0278934	0.0212114	0.0132946	0.0114425	0.00311109	0.00381878	0.00859087	0.00326974	0.0129428	0.0110251	0.0130091	0.00498784	0.0101658	0.0475047	0.00203669	0.0122326	0.0106127	0.0032777	0.00876306	0.00219671	0.0190611	0.00521694	0.00035235	0.00321261	0.0155155	0.0481669	0.298574	0.868476	2.78478	0.579904	0.622149	0.578226	0.476549	0.465396	0.665956	0.490138	0.628747	0.521026	0.62282	0.643699	0.473458	0.585149	0.706354	0.535536	0.614764	0.396785	9.1941	7.477897	0.05998082	4.795258	0.5514696	1.736585	3.789168
680	-188352.5	-188381.2	28.64574	0.5741771	0.0601911	0.051621	0.132098	0.0553428	0.0869603	0.0683726	0.0969399	0.0560039	0.0297982	0.0800638	0.105985	0.0353097	0.0677332	0.0718593	0.00455809	0.0831541	0.0342089	0.16465	0.00839316	0.0423018	0.0765964	0.0389646	0.0398292	0.0848891	0.0413332	0.0842263	0.0655708	0.115444	0.207894	0.0606053	0.0774246	0.0181782	0.17485	0.03087	0.0972758	0.0794378	0.0773722	0.00424056	0.142671	0.0428165	0.0352089	0.0716738	0.0279864	0.00719176	0.00188165	0.306746	0.0246784	0.000786002	0.00111057	0.00542275	0.00713923	0.0149225	0.0373996	0.0460565	0.0285461	0.00399202	0.027668	0.0215937	0.0136846	0.0114386	0.00269565	0.00519613	0.00819074	0.00275754	0.0145042	0.00780174	0.0150368	0.00496045	0.0100705	0.0479958	0.00181874	0.0114254	0.0107862	0.00283214	0.0110038	0.00201334	0.0181405	0.00508793	0.000236795	0.00267356	0.0149518	0.0478296	0.29761	0.86755	2.78701	0.561675	0.627084	0.548701	0.460038	0.451742	0.659092	0.493812	0.596631	0.523308	0.577121	0.66389	0.4987	0.551115	0.700697	0.510727	0.614764	0.335712	9.324865	7.584253	0.05913969	4.780005	0.5514696	1.741623	3.79134
690	-188365.1	-188395.9	30.72882	0.5953596	0.056364	0.0470181	0.128518	0.0567465	0.0926897	0.0709208	0.109162	0.0547917	0.02603	0.083132	0.101524	0.0323375	0.0640855	0.0720507	0.0042742	0.0839556	0.032676	0.170205	0.00719707	0.0413064	0.0718608	0.0391059	0.040651	0.0899796	0.0384574	0.0883219	0.0643981	0.115716	0.199375	0.0598505	0.0731104	0.0175228	0.166976	0.0320076	0.0974027	0.0810899	0.0726406	0.00430571	0.146308	0.0381275	0.0356281	0.0856014	0.0243096	0.00838043	0.00174587	0.307285	0.0229106	0.000819377	0.000767328	0.00425426	0.00513834	0.014027	0.0366065	0.0483137	0.0299531	0.0022824	0.0298852	0.0252612	0.0115362	0.0130669	0.00327887	0.00568729	0.00979641	0.00319255	0.0148012	0.00893141	0.0150357	0.00420364	0.0078652	0.0505096	0.00234219	0.0109056	0.00906496	0.00410261	0.00969469	0.00238291	0.01622	0.00408928	0.000525678	0.00183556	0.0148616	0.0521524	0.309683	0.878933	2.75923	0.560092	0.627084	0.574616	0.461227	0.423181	0.676973	0.483172	0.652181	0.516288	0.636274	0.649481	0.467334	0.553356	0.684635	0.531421	0.616118	0.438265	24.16675	19.6557	0.02281936	4.785482	0.5514696	1.679657	3.77929
