Iteration	Replicate_ID	Posterior	Likelihood	Prior	bls[1]	bls[2]	bls[3]	bls[4]	bls[5]	bls[6]	bls[7]	bls[8]	bls[9]	bls[10]	bls[11]	bls[12]	bls[13]	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	pi[1]	pi[2]	pi[3]	pi[4]	TL
437	0	-4274.948	-4290.42	15.47215	0.0962911	0.161514	0.251882	0.221023	0.116668	0.145875	0.0922147	0.10538	0.0823198	0.0401468	0.0189718	0.0228103	0.0638556	0.223743	0.212937	0.160447	0.0517072	0.331747	0.0194183	0.28522	0.263732	0.175708	0.27534	1.418953
438	0	-4274.612	-4289.486	14.87411	0.0990081	0.195152	0.218326	0.197928	0.130575	0.141781	0.0979899	0.133333	0.0782945	0.0601316	0.0204065	0.0469337	0.0588971	0.174058	0.299287	0.141846	0.0334723	0.329511	0.0218256	0.275726	0.284595	0.174921	0.264758	1.478756
439	0	-4277.677	-4292.559	14.88205	0.127088	0.232323	0.223661	0.21142	0.164191	0.0999421	0.10884	0.105979	0.0651329	0.0267753	0.0141237	0.0331184	0.0653674	0.183952	0.297283	0.163006	0.033535	0.296948	0.025276	0.265448	0.292536	0.170882	0.271135	1.477962
440	0	-4272.249	-4286.81	14.56096	0.109622	0.196809	0.261907	0.21142	0.152662	0.141937	0.082726	0.113192	0.0682946	0.0472486	0.0245234	0.0471769	0.0525533	0.188792	0.300408	0.132	0.0297912	0.310116	0.0388927	0.290018	0.279582	0.158198	0.272202	1.510072
441	0	-4273.257	-4288.693	15.43561	0.102518	0.16977	0.241833	0.203843	0.131445	0.106595	0.0822858	0.153649	0.0614882	0.0643188	0.0307701	0.0245389	0.0495525	0.198799	0.268684	0.120985	0.0470702	0.336538	0.0279239	0.310908	0.260145	0.174824	0.254122	1.422606
442	0	-4272.797	-4288.376	15.57869	0.0942309	0.193539	0.184136	0.208774	0.156331	0.102503	0.0839654	0.13061	0.0850598	0.0315943	0.0289931	0.0487049	0.0598569	0.21946	0.235906	0.143809	0.0518978	0.313575	0.0353523	0.271183	0.269597	0.1995	0.259719	1.408298
443	0	-4271.609	-4287.231	15.62239	0.124549	0.192354	0.219472	0.203564	0.146436	0.110728	0.0741714	0.13061	0.0499584	0.0458933	0.0377035	0.0229353	0.0455532	0.211108	0.235853	0.151827	0.0417571	0.336407	0.0230485	0.24429	0.270136	0.200756	0.284818	1.403928
444	0	-4270.976	-4286.45	15.47352	0.0914916	0.165062	0.237742	0.226793	0.161276	0.115029	0.0740897	0.120617	0.0543758	0.0536891	0.0366229	0.0173589	0.0646665	0.228155	0.219234	0.132057	0.0421688	0.342433	0.0359523	0.261006	0.26248	0.192919	0.283595	1.418815
445	0	-4271.351	-4286.574	15.22327	0.122618	0.185124	0.216712	0.183632	0.157378	0.122663	0.0913938	0.12253	0.0765733	0.0372018	0.0385085	0.0344892	0.055017	0.211753	0.245441	0.159729	0.0700589	0.273352	0.0396661	0.259185	0.274003	0.174755	0.292057	1.44384
446	0	-4271.179	-4286.353	15.17461	0.108028	0.164343	0.226048	0.204996	0.166172	0.120959	0.102772	0.12253	0.0598715	0.0101138	0.0568362	0.0426838	0.0633536	0.216181	0.255983	0.125563	0.0488116	0.311203	0.0422587	0.274255	0.26368	0.146709	0.315356	1.448707
447	0	-4272.995	-4287.455	14.45991	0.102553	0.218903	0.256521	0.21345	0.145565	0.108397	0.0827762	0.143579	0.104764	0.0210617	0.0441106	0.0406349	0.0378615	0.174342	0.265255	0.141886	0.0356926	0.322474	0.0603509	0.278192	0.283658	0.164671	0.273479	1.520176
448	0	-4277.835	-4292.758	14.92266	0.0985468	0.234653	0.262344	0.221513	0.10666	0.11131	0.0878512	0.115533	0.0661339	0.0433546	0.03416	0.0402063	0.0516356	0.16596	0.235214	0.14391	0.0509172	0.332299	0.071699	0.265304	0.272357	0.169873	0.292466	1.473901
449	0	-4270.75	-4285.762	15.01271	0.118055	0.226894	0.226028	0.217473	0.144889	0.131546	0.101746	0.10973	0.0643861	0.0267794	0.040729	0.0152868	0.0413528	0.205845	0.279142	0.130975	0.0322694	0.317548	0.0342207	0.268759	0.285263	0.172013	0.273964	1.464896
450	0	-4274.79	-4290.317	15.52707	0.09004	0.189419	0.222917	0.196708	0.117545	0.128124	0.0624117	0.138083	0.0625737	0.0362971	0.0596533	0.0522833	0.0574052	0.205893	0.263699	0.117734	0.0644796	0.321742	0.0264523	0.287505	0.251738	0.150878	0.309879	1.41346
451	0	-4274.872	-4289.158	14.28606	0.123731	0.169601	0.188767	0.218158	0.162132	0.128124	0.114036	0.159282	0.0783559	0.0267091	0.0751836	0.020722	0.0727606	0.202728	0.269356	0.123397	0.052187	0.317756	0.0345762	0.289013	0.256213	0.16566	0.289114	1.537561
452	0	-4271.375	-4286.645	15.26969	0.143953	0.192286	0.207018	0.222567	0.126451	0.120524	0.0912058	0.113949	0.0602538	0.0211573	0.0340166	0.0322923	0.0735245	0.203295	0.218754	0.137747	0.0670497	0.342758	0.0303961	0.288954	0.251339	0.163659	0.296047	1.439199
453	0	-4275.527	-4290.481	14.95345	0.10512	0.189527	0.19703	0.229019	0.14394	0.140242	0.0918382	0.18548	0.0547651	0.0234279	0.0295182	0.0438575	0.0370573	0.183227	0.251429	0.132074	0.0529989	0.340855	0.0394158	0.283322	0.293755	0.146526	0.276398	1.470822
454	0	-4274.769	-4290.225	15.45642	0.0984769	0.173557	0.234606	0.181877	0.15421	0.0872617	0.0893247	0.0984721	0.06274	0.0312877	0.0712372	0.0477591	0.0897149	0.209078	0.227674	0.114529	0.0607262	0.349084	0.0389082	0.297533	0.27416	0.151373	0.276934	1.420525
455	0	-4270.577	-4285.833	15.2557	0.110796	0.160981	0.238083	0.223725	0.167841	0.0847909	0.0850892	0.137332	0.0572131	0.0119104	0.0576626	0.0338986	0.0712741	0.20932	0.218711	0.13603	0.0524757	0.351051	0.0324126	0.285533	0.262238	0.168463	0.283766	1.440597
456	0	-4274.269	-4289.485	15.21649	0.117444	0.203469	0.204653	0.193219	0.171002	0.0988304	0.0921542	0.128023	0.0341377	0.0361176	0.0146542	0.0915491	0.0592644	0.180759	0.287663	0.136225	0.0549999	0.315566	0.0247869	0.270683	0.279067	0.158699	0.291551	1.444518
457	0	-4272.289	-4287.414	15.12561	0.10514	0.175484	0.232722	0.19394	0.152756	0.112139	0.123131	0.116825	0.0620262	0.0113481	0.0372347	0.036226	0.094634	0.19031	0.238538	0.143733	0.0348516	0.354289	0.0382778	0.264238	0.275818	0.167755	0.292189	1.453606
458	0	-4268.352	-4282.92	14.56737	0.12132	0.179973	0.21646	0.219315	0.144519	0.124611	0.0897629	0.130307	0.0906896	0.0243453	0.048402	0.0362381	0.083487	0.208386	0.235196	0.14172	0.0549888	0.31584	0.0438698	0.29161	0.26678	0.172406	0.269204	1.50943
459	0	-4265.439	-4280.972	15.53304	0.10956	0.175323	0.237998	0.182086	0.141668	0.120093	0.109468	0.110363	0.0611385	0.0263624	0.0436725	0.0362381	0.0588934	0.195362	0.261985	0.127291	0.0490573	0.326146	0.0401593	0.274302	0.272345	0.173637	0.279716	1.412863
460	0	-4268.356	-4283.642	15.28667	0.132495	0.178922	0.242312	0.161589	0.141811	0.115913	0.0865337	0.122886	0.0689124	0.0243433	0.0308498	0.0567796	0.0741531	0.200485	0.242758	0.12441	0.0711041	0.326493	0.0347507	0.284456	0.258193	0.161538	0.295812	1.4375
461	0	-4272.359	-4288.123	15.76479	0.106709	0.159063	0.232105	0.178878	0.147271	0.108677	0.102133	0.150091	0.0874108	0.0240847	0.0146807	0.0330905	0.0454938	0.210864	0.267377	0.133849	0.0422665	0.327465	0.0181779	0.272892	0.263167	0.174504	0.289437	1.389688
462	0	-4267.246	-4282.936	15.69074	0.106093	0.16786	0.215314	0.207425	0.126178	0.127052	0.096495	0.142176	0.0791944	0.0200479	0.0362676	0.0197351	0.0532556	0.193234	0.275767	0.135845	0.0405645	0.315177	0.0394124	0.273879	0.276689	0.167433	0.282	1.397093
463	0	-4274.618	-4288.975	14.35696	0.135086	0.190868	0.243502	0.26028	0.125068	0.127052	0.118158	0.140767	0.05233	0.027851	0.043365	0.0198525	0.0462924	0.207283	0.287713	0.132531	0.0503615	0.291448	0.0306644	0.2568	0.27173	0.156834	0.314637	1.530471
464	0	-4269.816	-4284.859	15.04241	0.106638	0.194963	0.237666	0.210236	0.15597	0.116528	0.086759	0.145051	0.0927328	0.0307659	0.0312826	0.0178119	0.0355217	0.204989	0.274752	0.145517	0.0436906	0.309645	0.0214066	0.266281	0.282701	0.180051	0.270967	1.461927
465	0	-4270.401	-4285.645	15.24348	0.114782	0.173884	0.218369	0.180703	0.176756	0.109181	0.0857703	0.128108	0.0605331	0.0183791	0.0549161	0.0388984	0.08154	0.197044	0.260775	0.136785	0.0393729	0.342201	0.0238224	0.268416	0.271343	0.162247	0.297994	1.44182
466	0	-4272.613	-4287.873	15.26042	0.11116	0.168645	0.210354	0.210552	0.130452	0.10467	0.0856138	0.12503	0.108368	0.0139477	0.0588304	0.0388984	0.0736044	0.185328	0.242919	0.11897	0.0632084	0.355627	0.0339465	0.284808	0.255148	0.18245	0.277594	1.440125
467	0	-4270.082	-4284.909	14.82678	0.124332	0.19874	0.247193	0.175032	0.130854	0.112059	0.0805753	0.155068	0.0637412	0.0273917	0.0498513	0.0406258	0.0780275	0.204676	0.229012	0.13139	0.066076	0.341197	0.0276486	0.306087	0.258804	0.162603	0.272507	1.48349
468	0	-4270.692	-4285.626	14.93398	0.132299	0.191443	0.22904	0.192217	0.129203	0.105239	0.0800332	0.12969	0.0808579	0.0427054	0.048115	0.0484078	0.0635175	0.220935	0.227953	0.120883	0.0525033	0.338541	0.0391849	0.260052	0.282595	0.175712	0.281641	1.472769
469	0	-4277.602	-4294.053	16.45055	0.114754	0.174365	0.223848	0.161819	0.133772	0.111666	0.0785584	0.140045	0.0389837	0.0177581	0.0475397	0.0217585	0.0562453	0.231922	0.236861	0.114068	0.0737604	0.324197	0.0191918	0.301888	0.257409	0.1568	0.283904	1.321113
470	0	-4269.647	-4284.748	15.10139	0.0864164	0.164663	0.237765	0.214292	0.149283	0.0992321	0.0904997	0.150305	0.0709128	0.0570837	0.0389494	0.0249431	0.071684	0.224128	0.242809	0.137578	0.0525902	0.310722	0.0321727	0.252889	0.27201	0.179484	0.295616	1.456028
471	0	-4271.02	-4287.033	16.01285	0.105958	0.20971	0.243038	0.214292	0.0958234	0.0930553	0.0787076	0.111145	0.0537922	0.0517308	0.0210953	0.0371882	0.0493471	0.218089	0.243673	0.149354	0.0467562	0.302178	0.0399503	0.267255	0.28106	0.16939	0.282295	1.364883
472	0	-4269.199	-4284.469	15.26938	0.105958	0.191371	0.253954	0.173564	0.121778	0.126584	0.10417	0.125443	0.0630558	0.0526183	0.0237685	0.0360844	0.0608805	0.189986	0.237924	0.130381	0.0406948	0.361214	0.0398012	0.288601	0.288402	0.168086	0.254911	1.439229
473	0	-4270.115	-4286.22	16.10427	0.0959195	0.187377	0.203844	0.200323	0.139337	0.126491	0.089092	0.0941527	0.0795837	0.0387562	0.0198297	0.0326229	0.0484112	0.196952	0.258589	0.155127	0.0401162	0.301281	0.047935	0.279672	0.27019	0.161887	0.288251	1.35574
474	0	-4274.646	-4289.849	15.20293	0.0783878	0.175461	0.231879	0.18069	0.130713	0.133513	0.100988	0.164129	0.072512	0.0421877	0.0210205	0.0656921	0.0486992	0.186844	0.254074	0.116229	0.0515088	0.359623	0.0317217	0.285916	0.289885	0.161818	0.262381	1.445874
475	0	-4267.92	-4282.44	14.52067	0.123295	0.189566	0.228587	0.204666	0.1249	0.129924	0.104036	0.151653	0.0712386	0.0396244	0.0402073	0.0508122	0.0555907	0.210628	0.248333	0.128737	0.0689132	0.319136	0.024253	0.278629	0.274135	0.160932	0.286304	1.5141
476	0	-4274.718	-4289.283	14.56492	0.103336	0.148295	0.238577	0.240614	0.164023	0.13467	0.0944767	0.125503	0.0925225	0.0215536	0.0334801	0.0501793	0.0624464	0.222824	0.211596	0.135066	0.0639098	0.335052	0.0315528	0.267965	0.282416	0.159111	0.290509	1.509675
477	0	-4281.089	-4295.79	14.70174	0.135882	0.157225	0.203704	0.183287	0.140086	0.131785	0.10773	0.165871	0.098197	0.0356455	0.0209631	0.0324998	0.0831189	0.201399	0.242144	0.151035	0.0622417	0.310206	0.0329746	0.278993	0.241293	0.168409	0.311306	1.495993
478	0	-4268.703	-4283.97	15.26727	0.104533	0.180425	0.252802	0.196113	0.120813	0.117604	0.100841	0.155277	0.0503883	0.0338223	0.0258978	0.0322848	0.0686396	0.206661	0.272706	0.143283	0.0529855	0.296675	0.0276885	0.255978	0.284889	0.165013	0.29412	1.43944
479	0	-4271.086	-4286.046	14.95992	0.120813	0.211364	0.266765	0.195744	0.137761	0.119054	0.083762	0.121225	0.0405609	0.0207701	0.0202794	0.0603019	0.0717755	0.237104	0.232854	0.120396	0.0550585	0.315685	0.0389027	0.265048	0.278968	0.170859	0.285125	1.470176
480	0	-4270.504	-4285.919	15.41491	0.122317	0.179535	0.22404	0.167545	0.138376	0.0927977	0.0903741	0.149854	0.0596759	0.0139758	0.0400496	0.054791	0.0913456	0.191785	0.24792	0.140346	0.0489011	0.332829	0.0382189	0.275698	0.264754	0.170329	0.289219	1.424677
481	0	-4279.96	-4294.071	14.11085	0.105396	0.200877	0.244606	0.209479	0.170302	0.142722	0.105595	0.145407	0.0474585	0.0383318	0.0646878	0.0243982	0.0558222	0.167591	0.271317	0.139011	0.022997	0.333293	0.0657905	0.2997	0.284436	0.154167	0.261698	1.555082
482	0	-4270.666	-4284.822	14.15632	0.127486	0.215714	0.237185	0.23054	0.152545	0.122476	0.0913041	0.117289	0.0788685	0.0439258	0.0594256	0.0316399	0.0421366	0.1733	0.247794	0.141368	0.0640074	0.347494	0.0260351	0.286359	0.270198	0.161164	0.282279	1.550535
483	0	-4275.315	-4289.684	14.36928	0.111909	0.192815	0.217162	0.19903	0.193584	0.125128	0.105058	0.147758	0.0641278	0.00824418	0.0876155	0.0289573	0.0478505	0.191063	0.236783	0.143101	0.052653	0.357193	0.0192059	0.26975	0.262052	0.187938	0.28026	1.529239
484	0	-4274.093	-4289.737	15.64416	0.0970587	0.169684	0.23957	0.230011	0.134776	0.0916714	0.0827137	0.117482	0.0659381	0.0178492	0.0569257	0.0329746	0.0650971	0.186205	0.242993	0.136535	0.0681389	0.344356	0.0217724	0.287636	0.26289	0.171066	0.278409	1.401751
485	0	-4277.667	-4293.348	15.68144	0.0825822	0.180211	0.234443	0.193101	0.115624	0.104306	0.110395	0.106819	0.115927	0.0379162	0.0213499	0.0463462	0.0490026	0.185845	0.240342	0.142687	0.0607973	0.332028	0.0383009	0.263937	0.272699	0.200861	0.262503	1.398023
486	0	-4271.328	-4286.71	15.38136	0.113664	0.214822	0.21187	0.207222	0.0985465	0.122952	0.106934	0.126087	0.0529276	0.0275852	0.0429705	0.0487968	0.0536533	0.185565	0.214382	0.159305	0.0507336	0.362516	0.0274987	0.283424	0.273872	0.174219	0.268485	1.428032
487	0	-4273.189	-4287.531	14.34214	0.114826	0.222839	0.214004	0.224674	0.119655	0.114609	0.0843249	0.155854	0.0732149	0.0370369	0.0644237	0.0388119	0.0676819	0.195594	0.208463	0.151787	0.0514516	0.352508	0.0401971	0.280155	0.26025	0.196977	0.262618	1.531954
488	0	-4275.753	-4291.452	15.69945	0.105749	0.189097	0.214787	0.170343	0.113682	0.100567	0.121569	0.145843	0.070333	0.0300027	0.0371477	0.0416208	0.0554809	0.2226	0.214764	0.146817	0.0278483	0.355553	0.0324163	0.247847	0.264995	0.211351	0.275806	1.396223
489	0	-4275.657	-4290.718	15.06086	0.0985235	0.190983	0.22733	0.166726	0.1334	0.132429	0.110109	0.130079	0.0845831	0.0288453	0.031175	0.0489755	0.0769222	0.21825	0.238647	0.129693	0.0248384	0.353411	0.0351608	0.282951	0.284326	0.170763	0.26196	1.460081
490	0	-4278.287	-4292.846	14.5596	0.132242	0.198073	0.252273	0.187195	0.130306	0.16647	0.123333	0.107344	0.0600864	0.00823139	0.0491379	0.0339913	0.0615242	0.180162	0.240145	0.135981	0.0671588	0.329228	0.0473248	0.286937	0.297004	0.163015	0.253044	1.510207
491	0	-4275.332	-4289.58	14.24828	0.124722	0.186471	0.274456	0.220957	0.162412	0.121726	0.107149	0.106933	0.045024	0.0241392	0.0165638	0.0816942	0.0690919	0.207938	0.253722	0.150279	0.0621747	0.290056	0.0358297	0.284204	0.275618	0.169805	0.270374	1.541339
492	0	-4273.794	-4288.733	14.93826	0.161112	0.179584	0.217958	0.192809	0.137034	0.101515	0.0862466	0.137764	0.0822231	0.0236833	0.0339239	0.0506259	0.0678627	0.205433	0.250665	0.140057	0.0809567	0.286561	0.0363281	0.262868	0.26366	0.171509	0.301963	1.472342
493	0	-4269.355	-4285.041	15.68595	0.12536	0.194438	0.194192	0.182038	0.144045	0.116073	0.107571	0.153016	0.0439806	0.0197201	0.0264268	0.0438522	0.0468592	0.208334	0.250976	0.141254	0.0623877	0.296375	0.0406734	0.267452	0.278554	0.169983	0.284011	1.397573
494	0	-4269.643	-4284.756	15.11376	0.115258	0.167232	0.244479	0.207198	0.114157	0.126812	0.106143	0.116956	0.0906363	0.026568	0.0293287	0.0485208	0.061503	0.210657	0.244026	0.141585	0.0537241	0.311192	0.0388166	0.27209	0.254189	0.167592	0.306128	1.454791
495	0	-4278.104	-4292.456	14.35203	0.125854	0.216313	0.246234	0.252417	0.154207	0.0840495	0.105511	0.119988	0.0620085	0.060595	0.0219313	0.0325762	0.0492803	0.229251	0.27651	0.129355	0.0270126	0.315324	0.0225474	0.265355	0.273834	0.160637	0.300174	1.530964
496	0	-4272.838	-4288.41	15.57172	0.113728	0.191762	0.19519	0.210037	0.124218	0.0987346	0.106493	0.140898	0.0827153	0.0342667	0.0298596	0.048226	0.0328665	0.213397	0.199338	0.123158	0.0593489	0.374518	0.0302395	0.28015	0.261137	0.169279	0.289433	1.408996
497	0	-4275.332	-4289.774	14.442	0.101098	0.189928	0.223086	0.240065	0.150035	0.103473	0.086858	0.182055	0.0928081	0.0512784	0.0370016	0.029532	0.0347486	0.219874	0.260019	0.120725	0.0400306	0.306984	0.052368	0.270302	0.261417	0.181572	0.28671	1.521968
498	0	-4276.577	-4291.711	15.13401	0.144458	0.212585	0.235217	0.167216	0.125726	0.116109	0.0950234	0.129764	0.0881702	0.0493781	0.0185152	0.0400738	0.030532	0.194335	0.243569	0.136796	0.0453744	0.34361	0.0363163	0.266548	0.295548	0.163064	0.27484	1.452766
499	0	-4274.036	-4288.448	14.41289	0.1119	0.226654	0.249518	0.223626	0.170616	0.132975	0.0856788	0.130989	0.0705565	0.0287876	0.0237249	0.0225162	0.0473362	0.201308	0.248163	0.129248	0.0727611	0.30789	0.0406304	0.276171	0.280745	0.170182	0.272902	1.524879
500	0	-4272.789	-4287.089	14.30028	0.0996184	0.221895	0.234058	0.205289	0.167168	0.122523	0.0869842	0.139473	0.0626032	0.0473092	0.0480138	0.0461485	0.0550553	0.194372	0.286128	0.144593	0.0628872	0.283291	0.0287273	0.276284	0.275915	0.146665	0.301136	1.53614
501	0	-4272.196	-4288.162	15.96618	0.107727	0.184374	0.1897	0.229519	0.122948	0.111513	0.0827714	0.128703	0.0652995	0.022618	0.0460495	0.0195028	0.0588231	0.210095	0.253606	0.146882	0.041632	0.312294	0.0354909	0.258048	0.280907	0.155156	0.30589	1.369549
502	0	-4277.768	-4292.157	14.38913	0.113877	0.194642	0.22614	0.199881	0.153494	0.135502	0.0717369	0.128703	0.0718182	0.0484372	0.0254183	0.0585736	0.0990307	0.182976	0.277258	0.139931	0.062964	0.293541	0.0433296	0.279527	0.271364	0.157763	0.291346	1.527254
503	0	-4274.058	-4289.906	15.84789	0.0924506	0.210782	0.279523	0.180218	0.1156	0.110076	0.0979487	0.102838	0.032086	0.0500732	0.0434489	0.0212365	0.0450969	0.203456	0.241205	0.145891	0.0404174	0.331874	0.0371557	0.288445	0.270311	0.175156	0.266089	1.381378
504	0	-4276.944	-4292.84	15.89621	0.0780696	0.174564	0.215501	0.14833	0.111732	0.120351	0.115224	0.16735	0.064934	0.036302	0.0469607	0.0330662	0.0641618	0.228465	0.225531	0.161323	0.0527067	0.286391	0.0455827	0.267868	0.269215	0.176535	0.286383	1.376547
505	0	-4270.963	-4285.288	14.32469	0.118873	0.199253	0.296616	0.200588	0.156041	0.121316	0.104421	0.132598	0.0575949	0.0156285	0.0458542	0.0253264	0.0595888	0.185839	0.235417	0.143126	0.0499713	0.333564	0.052083	0.28744	0.27347	0.161405	0.277685	1.533698
506	0	-4272.463	-4287.095	14.63244	0.104743	0.187383	0.217077	0.225458	0.132981	0.130056	0.090544	0.151933	0.0943621	0.0515709	0.0586812	0.0178937	0.040239	0.201234	0.254283	0.125308	0.052966	0.320354	0.0458552	0.286139	0.267134	0.155125	0.291603	1.502924
507	0	-4269.178	-4283.922	14.7439	0.0971626	0.170342	0.248749	0.222433	0.149151	0.109391	0.114913	0.127799	0.079742	0.0526637	0.0454643	0.030059	0.0439064	0.198815	0.251227	0.139334	0.0473451	0.316504	0.0467756	0.288898	0.270032	0.164719	0.276351	1.491777
508	0	-4273.801	-4288.727	14.92628	0.11392	0.233609	0.23669	0.152077	0.129988	0.0937911	0.0929327	0.169109	0.0821402	0.0397327	0.0289493	0.0228223	0.0777768	0.205385	0.258396	0.117603	0.0541258	0.325535	0.0389555	0.293039	0.265673	0.158906	0.282383	1.473539
509	0	-4266.87	-4282.024	15.15423	0.116387	0.18093	0.229177	0.186523	0.155119	0.125436	0.0928956	0.122583	0.060421	0.044649	0.0333126	0.0232887	0.0800228	0.199442	0.256611	0.124799	0.0486321	0.339585	0.0309307	0.276823	0.277987	0.178317	0.266873	1.450744
510	0	-4271.526	-4286.454	14.92862	0.147258	0.17964	0.212676	0.221629	0.151691	0.0994986	0.088416	0.137328	0.0534369	0.0673891	0.0240412	0.0283988	0.0619037	0.200673	0.231086	0.14128	0.085291	0.309399	0.032271	0.277245	0.265251	0.163333	0.294171	1.473306
511	0	-4269.502	-4285.444	15.94218	0.0984651	0.189668	0.222121	0.179823	0.1432	0.0883282	0.0690023	0.120275	0.0616468	0.0644733	0.0371639	0.0445119	0.0532712	0.192372	0.261086	0.133249	0.0482776	0.332367	0.0326486	0.280624	0.261972	0.170711	0.286693	1.371949
512	0	-4272.983	-4287.168	14.185	0.0908251	0.186221	0.260584	0.201327	0.154825	0.131866	0.115342	0.124702	0.0980783	0.0472755	0.033898	0.0305319	0.0721916	0.173671	0.273629	0.134874	0.0501572	0.316919	0.0507503	0.264228	0.289792	0.170143	0.275836	1.547667
513	0	-4273.044	-4287.847	14.80334	0.101488	0.21321	0.275814	0.18354	0.120593	0.125932	0.0839871	0.13976	0.0549384	0.0472755	0.03892	0.0515296	0.0488465	0.174162	0.29581	0.147507	0.0318084	0.316669	0.0340431	0.268933	0.293431	0.1605	0.277135	1.485833
514	0	-4265.981	-4281.912	15.93067	0.0998196	0.179462	0.219588	0.189765	0.13818	0.103803	0.101093	0.13976	0.0680177	0.0409612	0.0237744	0.0270015	0.0418752	0.203921	0.257862	0.132435	0.0632726	0.30963	0.0328798	0.26716	0.270672	0.182308	0.279861	1.373101
515	0	-4275.888	-4291.562	15.67387	0.11898	0.212003	0.198895	0.15912	0.138025	0.123597	0.0939906	0.13976	0.0484339	0.0612478	0.00784935	0.018414	0.0784647	0.209952	0.273248	0.140906	0.0476637	0.291292	0.0369369	0.253704	0.261932	0.172063	0.312301	1.39878
516	0	-4278.35	-4292.935	14.58513	0.0733428	0.2094	0.272358	0.220582	0.184509	0.130583	0.0769682	0.129361	0.0848261	0.0265416	0.0117677	0.022919	0.0644956	0.20902	0.273569	0.140281	0.0520735	0.295896	0.0291605	0.272351	0.269385	0.165699	0.292565	1.507654
517	0	-4267.509	-4283.556	16.04697	0.106397	0.177017	0.198249	0.190122	0.146213	0.118527	0.0904297	0.126581	0.0762242	0.0348807	0.0122799	0.0255466	0.059003	0.215784	0.247572	0.121261	0.0453478	0.337086	0.032949	0.275223	0.253888	0.170694	0.300195	1.36147
518	0	-4274.451	-4289.528	15.07652	0.101027	0.167245	0.235608	0.191881	0.156152	0.134948	0.123078	0.125818	0.0705493	0.0562055	0.00504503	0.0372982	0.0536602	0.235924	0.233344	0.1335	0.0373745	0.309154	0.050703	0.282828	0.255204	0.168353	0.293615	1.458515
519	0	-4271.052	-4286.506	15.45392	0.118947	0.191932	0.215046	0.188956	0.163491	0.0814898	0.0996609	0.105316	0.0693283	0.0272673	0.0111269	0.0733679	0.0748445	0.202067	0.262002	0.127965	0.0664518	0.304962	0.0365514	0.258162	0.291731	0.164406	0.2857	1.420775
