Iteration	Replicate_ID	Posterior	Likelihood	Prior	bls[1]	bls[2]	bls[3]	bls[4]	bls[5]	bls[6]	bls[7]	bls[8]	bls[9]	bls[10]	bls[11]	bls[12]	bls[13]	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	pi[1]	pi[2]	pi[3]	pi[4]	TL
3398	1	-4274.826	-4290.026	15.20002	0.106516	0.239091	0.209257	0.167841	0.156468	0.103373	0.0930354	0.132361	0.0470301	0.0662043	0.0611662	0.0405687	0.0232525	0.19121	0.254889	0.160696	0.0304036	0.333053	0.0297481	0.27207	0.253638	0.198265	0.276027	1.446165
3399	1	-4272.446	-4287.384	14.93774	0.101284	0.211427	0.231398	0.193763	0.133569	0.0964481	0.091296	0.125939	0.0447492	0.0755375	0.064999	0.0720741	0.0299095	0.208016	0.224805	0.123245	0.0690924	0.325645	0.0491978	0.297051	0.258862	0.165287	0.2788	1.472393
3400	1	-4274.82	-4290.314	15.4939	0.0833739	0.203882	0.206934	0.209707	0.1491	0.121747	0.0923382	0.0879616	0.0523072	0.0787564	0.061273	0.0321039	0.0372938	0.178942	0.24201	0.122499	0.0693714	0.353453	0.0337247	0.280431	0.274897	0.178297	0.266375	1.416777
3401	1	-4278.827	-4295.385	16.55839	0.0963901	0.179803	0.192252	0.177824	0.112801	0.119659	0.0689791	0.154029	0.0187218	0.0594275	0.0530761	0.0501621	0.0272038	0.210599	0.191579	0.151183	0.0624002	0.345028	0.0392102	0.261587	0.27171	0.195905	0.270798	1.310328
3402	1	-4279.607	-4295.572	15.96505	0.0969995	0.162131	0.202374	0.175814	0.156376	0.138203	0.0740752	0.155381	0.036609	0.0391357	0.0549984	0.0573124	0.0202536	0.222952	0.204947	0.115262	0.0602224	0.359812	0.0368034	0.257292	0.254738	0.195045	0.292926	1.369662
3403	1	-4272.057	-4287.41	15.35383	0.114733	0.174715	0.19732	0.189097	0.139481	0.11543	0.0966929	0.136635	0.0537266	0.0666432	0.0678834	0.0501735	0.0282541	0.170942	0.222772	0.175598	0.0694249	0.332603	0.0286594	0.269969	0.288438	0.17047	0.271123	1.430785
3404	1	-4269.11	-4284.166	15.05588	0.102832	0.199772	0.257336	0.187644	0.141341	0.117155	0.104389	0.144445	0.0259486	0.0493241	0.0678834	0.0374955	0.0250126	0.176405	0.247191	0.146203	0.0502575	0.346915	0.0330275	0.257654	0.27886	0.176804	0.286683	1.460579
3405	1	-4272.214	-4288.024	15.80998	0.122229	0.157489	0.210978	0.185522	0.11156	0.121445	0.0822638	0.116594	0.0435046	0.077335	0.0814809	0.0493591	0.0254076	0.200625	0.194367	0.149798	0.0772598	0.341467	0.0364836	0.292777	0.261856	0.180011	0.265356	1.385169
3406	1	-4273.679	-4289.196	15.51763	0.1099	0.218268	0.223397	0.183563	0.128873	0.10738	0.0766527	0.119792	0.0502868	0.081333	0.0354176	0.0606515	0.0188891	0.230279	0.228299	0.115542	0.0547988	0.317938	0.0531431	0.282475	0.261782	0.16666	0.289083	1.414404
3407	1	-4267.868	-4283.33	15.46214	0.117976	0.159994	0.227082	0.184769	0.152195	0.123327	0.083114	0.130305	0.0100693	0.0601403	0.0879374	0.0494199	0.0336247	0.214316	0.243468	0.129718	0.0489049	0.319671	0.0439225	0.278586	0.271303	0.172957	0.277155	1.419953
3408	1	-4273.998	-4288.633	14.63537	0.126541	0.171364	0.248649	0.203446	0.150097	0.0884403	0.0982357	0.153346	0.0274483	0.0721885	0.0974351	0.0232704	0.0421689	0.223212	0.221235	0.130511	0.0645737	0.320557	0.0399116	0.273147	0.263558	0.177239	0.286056	1.50263
3409	1	-4267.378	-4282.816	15.43844	0.0974531	0.192711	0.232515	0.180377	0.13552	0.123204	0.107878	0.130849	0.0172244	0.0537997	0.0669615	0.0501023	0.0337286	0.207241	0.267202	0.131898	0.0749472	0.291616	0.0270957	0.271215	0.262816	0.159742	0.306227	1.422324
3410	1	-4268.213	-4283.742	15.52841	0.0974531	0.172557	0.22427	0.185269	0.134663	0.109643	0.100098	0.151014	0.0156833	0.0584325	0.0655865	0.0720842	0.0265728	0.225507	0.258807	0.129281	0.0552823	0.307908	0.0232138	0.257902	0.269099	0.166002	0.306997	1.413327
3411	1	-4271.368	-4287.292	15.92397	0.100377	0.184244	0.197871	0.165646	0.126319	0.112061	0.100098	0.15981	0.029922	0.0559709	0.0602061	0.0678633	0.0133821	0.186274	0.266599	0.143583	0.0534804	0.332905	0.0171583	0.269309	0.279483	0.15982	0.291388	1.37377
3412	1	-4274.89	-4290.634	15.74467	0.121303	0.170855	0.236329	0.202477	0.131263	0.103572	0.073489	0.109413	0.0522149	0.065154	0.0488507	0.0448132	0.031966	0.172809	0.263847	0.1211	0.0687645	0.354526	0.0189532	0.274352	0.283923	0.166639	0.275086	1.3917
3413	1	-4270.034	-4286.065	16.03022	0.0833299	0.212185	0.21614	0.20091	0.129628	0.0757542	0.0990973	0.114828	0.047902	0.0618074	0.0527005	0.0402477	0.0286146	0.216279	0.249464	0.133448	0.0602731	0.315534	0.0250019	0.27421	0.270923	0.173411	0.281457	1.363146
3414	1	-4271.432	-4286.529	15.09729	0.122336	0.176995	0.228408	0.207354	0.15944	0.113866	0.0751946	0.130713	0.0254493	0.0696996	0.0533848	0.048637	0.0449615	0.197112	0.270228	0.151382	0.0684351	0.288536	0.0243059	0.270696	0.274765	0.161397	0.293142	1.456439
3415	1	-4276.689	-4291.43	14.74092	0.106052	0.159151	0.212906	0.25959	0.177447	0.107267	0.117061	0.111258	0.0201813	0.0731269	0.0583369	0.0717704	0.0179285	0.193359	0.265083	0.150214	0.0610491	0.284804	0.0454908	0.272428	0.272052	0.172134	0.283387	1.492075
3416	1	-4269.423	-4284.605	15.18177	0.0998962	0.166784	0.228567	0.189207	0.131366	0.106292	0.106127	0.140795	0.0218718	0.0943879	0.0644244	0.0596955	0.0385772	0.207116	0.225094	0.128065	0.0652035	0.33882	0.0357018	0.270528	0.27009	0.168189	0.291193	1.447991
3417	1	-4270.927	-4285.034	14.10749	0.0998962	0.184472	0.276047	0.229764	0.147201	0.106962	0.106127	0.148247	0.0334896	0.0709164	0.0606763	0.0421433	0.0494764	0.202448	0.223706	0.137055	0.0694035	0.340498	0.0268889	0.281582	0.273269	0.15932	0.285829	1.555419
3418	1	-4267.706	-4283.489	15.78297	0.0925329	0.18918	0.219299	0.215519	0.125261	0.125309	0.0837696	0.112272	0.0303328	0.0635732	0.0713045	0.0383317	0.021185	0.199233	0.261942	0.142664	0.0687889	0.293066	0.0343058	0.274834	0.277307	0.15614	0.291719	1.387871
3419	1	-4271.378	-4286.7	15.3215	0.0936732	0.177728	0.17753	0.219245	0.132125	0.108587	0.107772	0.136467	0.0443886	0.0835345	0.0713045	0.0465503	0.0351114	0.204829	0.231133	0.136666	0.047869	0.313961	0.0655413	0.273018	0.275029	0.173233	0.27872	1.434018
3420	1	-4270.511	-4285.142	14.6314	0.0965226	0.199368	0.247258	0.228717	0.14746	0.119214	0.0954326	0.120766	0.0393014	0.0858291	0.051284	0.0474268	0.0244484	0.226031	0.27503	0.118055	0.0264693	0.31688	0.0375342	0.259862	0.270219	0.175578	0.294341	1.503027
3421	1	-4274.24	-4289.379	15.13971	0.113772	0.16135	0.217036	0.219795	0.159587	0.129958	0.0598797	0.141115	0.0309552	0.0572719	0.0725744	0.0573943	0.0315088	0.210559	0.270278	0.1325	0.0469702	0.321481	0.0182119	0.259582	0.274896	0.155928	0.309595	1.452196
3422	1	-4268.343	-4283.235	14.89176	0.0966022	0.200709	0.240257	0.20868	0.140988	0.139559	0.0814114	0.122968	0.0437688	0.0670511	0.0535403	0.0610597	0.0203971	0.197157	0.236367	0.146583	0.0558898	0.342979	0.0210247	0.29047	0.270737	0.167084	0.27171	1.476992
3423	1	-4275.018	-4290.301	15.28254	0.0989507	0.162393	0.193528	0.188246	0.137135	0.138745	0.0978191	0.136287	0.0422157	0.113362	0.0634021	0.0486922	0.0171378	0.189955	0.253338	0.125261	0.0443633	0.364904	0.0221794	0.273742	0.270866	0.163937	0.291455	1.437914
3424	1	-4272.266	-4287.247	14.98087	0.124586	0.203911	0.253902	0.201415	0.124313	0.0991039	0.0846117	0.0946529	0.0473261	0.0709359	0.100724	0.0421378	0.0204622	0.197183	0.274243	0.139931	0.0584578	0.290211	0.0399741	0.274637	0.269295	0.16366	0.292408	1.468081
3425	1	-4273.864	-4289.434	15.56994	0.0958506	0.197664	0.257685	0.164392	0.146096	0.0907738	0.104772	0.132372	0.00759312	0.0558663	0.0743328	0.0436092	0.0381657	0.219018	0.22933	0.154733	0.0533207	0.322349	0.0212491	0.271638	0.266354	0.170376	0.291633	1.409173
3426	1	-4276.093	-4291.905	15.81208	0.0875595	0.188399	0.225036	0.174482	0.145843	0.134403	0.0797941	0.153602	0.00365404	0.0472111	0.0749052	0.0350468	0.035024	0.215293	0.242882	0.144013	0.0605417	0.322514	0.0147571	0.267715	0.251662	0.1857	0.294924	1.38496
3427	1	-4271.512	-4286.079	14.56669	0.126479	0.200886	0.225036	0.216081	0.134183	0.134014	0.115152	0.126426	0.0191491	0.071558	0.0627455	0.042705	0.0350844	0.173823	0.293936	0.134841	0.0560928	0.291253	0.0500543	0.282378	0.281511	0.164828	0.271283	1.509498
3428	1	-4276.205	-4290.893	14.6876	0.146881	0.258803	0.200363	0.194897	0.127575	0.097904	0.0942383	0.164442	0.0354071	0.0542352	0.0384291	0.0348738	0.0493596	0.184795	0.244836	0.14597	0.0582793	0.345531	0.020589	0.271986	0.271969	0.165582	0.290463	1.497407
3429	1	-4283.017	-4297.338	14.32122	0.114236	0.258263	0.246056	0.196865	0.104412	0.144003	0.103043	0.136285	0.0445979	0.0610435	0.0687037	0.00966351	0.0468731	0.215641	0.238341	0.126464	0.0649644	0.289707	0.0648822	0.261244	0.257365	0.161924	0.319467	1.534045
3430	1	-4271.128	-4286.485	15.35675	0.124641	0.179701	0.193919	0.216801	0.135478	0.144547	0.0928349	0.126433	0.0316434	0.0611809	0.0480917	0.0101528	0.0650692	0.19995	0.238693	0.136508	0.0807565	0.318655	0.0254382	0.265259	0.284458	0.167385	0.282898	1.430492
3431	1	-4271.009	-4286.376	15.36704	0.0934622	0.201102	0.252419	0.159523	0.116346	0.1152	0.118377	0.120676	0.0355211	0.0721141	0.0639022	0.0385001	0.0423197	0.206997	0.250909	0.131018	0.0557444	0.328649	0.026682	0.301836	0.260846	0.16744	0.269878	1.429464
3432	1	-4268.352	-4283.312	14.96009	0.119575	0.201965	0.220275	0.204972	0.154093	0.117268	0.109091	0.101254	0.0268991	0.0594495	0.0782978	0.0346995	0.0423197	0.209617	0.230949	0.128393	0.0541206	0.332716	0.044204	0.292426	0.276345	0.160719	0.27051	1.470159
3433	1	-4274.702	-4289.312	14.60984	0.113883	0.212392	0.218807	0.260133	0.149779	0.107096	0.0711805	0.122071	0.025118	0.0591691	0.0782978	0.0295334	0.0577245	0.213264	0.215816	0.131669	0.0512447	0.337714	0.0502924	0.267373	0.282366	0.163256	0.287005	1.505183
3434	1	-4273.594	-4288.996	15.40198	0.098877	0.177018	0.225929	0.211522	0.152988	0.107715	0.0838719	0.140002	0.0338508	0.060801	0.0515444	0.0150414	0.0668074	0.184225	0.24944	0.112351	0.0606756	0.343389	0.049919	0.315789	0.268051	0.144629	0.271531	1.425969
3435	1	-4272.064	-4286.865	14.80049	0.145662	0.216146	0.194805	0.170368	0.171917	0.11456	0.108129	0.131921	0.0529177	0.0636545	0.0536091	0.022152	0.040277	0.179125	0.255706	0.137567	0.051935	0.333883	0.0417839	0.278606	0.278431	0.169931	0.273032	1.486118
3436	1	-4272.227	-4287.431	15.20366	0.103897	0.219489	0.184707	0.199875	0.12835	0.11516	0.0930771	0.167823	0.0716743	0.0424206	0.0422808	0.0353696	0.0416784	0.191233	0.253218	0.134052	0.0463881	0.340339	0.0347712	0.265571	0.284507	0.167898	0.282025	1.445801
3437	1	-4270.091	-4285.469	15.37824	0.11084	0.189932	0.182124	0.206776	0.140477	0.11016	0.0930771	0.113788	0.0629941	0.062793	0.0904701	0.0361007	0.0288113	0.211567	0.267928	0.145156	0.0368988	0.313167	0.0252832	0.250149	0.286419	0.175667	0.287765	1.428344
3438	1	-4274.81	-4289.293	14.48309	0.0890985	0.192085	0.233654	0.171155	0.162418	0.114603	0.106019	0.18628	0.0338839	0.088369	0.0765534	0.034929	0.0288113	0.198252	0.240179	0.134089	0.0310001	0.361072	0.0354083	0.274733	0.278444	0.176472	0.270352	1.517858
3439	1	-4270.538	-4286.068	15.52986	0.0872721	0.191771	0.219958	0.20099	0.113478	0.115039	0.0968458	0.132733	0.0482209	0.0765004	0.0620619	0.0268569	0.0414542	0.226299	0.23549	0.147615	0.0342804	0.300482	0.0558345	0.276964	0.252916	0.174313	0.295807	1.413181
3440	1	-4271.789	-4286.657	14.86783	0.122228	0.167098	0.274135	0.181182	0.146666	0.117437	0.106395	0.110226	0.0142126	0.088306	0.0699366	0.0342242	0.0473379	0.21692	0.250227	0.130236	0.0452853	0.317132	0.0401986	0.271367	0.267431	0.166493	0.294708	1.479384
3441	1	-4275.334	-4291.114	15.77954	0.101159	0.163973	0.205058	0.173192	0.126159	0.108738	0.0836294	0.135812	0.0991002	0.0353916	0.0845073	0.0241557	0.0473379	0.205173	0.253511	0.122112	0.0461899	0.348014	0.0249996	0.288992	0.270759	0.172666	0.267583	1.388213
3442	1	-4273.702	-4288.467	14.76488	0.108493	0.172024	0.234671	0.238862	0.167759	0.107119	0.0885585	0.117827	0.0614291	0.0636069	0.0771975	0.0403068	0.0118239	0.184692	0.234708	0.127317	0.0835782	0.324115	0.0455895	0.267801	0.272466	0.169807	0.289926	1.489679
3443	1	-4270.553	-4285.442	14.88901	0.119532	0.178238	0.224789	0.178587	0.15089	0.125682	0.102456	0.15126	0.0555823	0.0712456	0.0441205	0.0430962	0.0317876	0.218256	0.252403	0.136916	0.0682194	0.296095	0.0281113	0.25551	0.263498	0.17562	0.305371	1.477266
3444	1	-4273.864	-4288.871	15.00705	0.102037	0.22094	0.196198	0.203986	0.131309	0.108796	0.104113	0.113614	0.0650174	0.0810542	0.0889461	0.00722864	0.0422209	0.223784	0.243334	0.132656	0.0476811	0.322886	0.0296584	0.26142	0.289426	0.160839	0.288314	1.465462
3445	1	-4273.232	-4287.829	14.59679	0.109379	0.207932	0.210346	0.222349	0.154272	0.109672	0.107318	0.14289	0.0198017	0.0631368	0.0829544	0.0234127	0.0530248	0.212909	0.230449	0.132436	0.0727332	0.30424	0.0472332	0.24711	0.278872	0.172673	0.301345	1.506488
3446	1	-4270.936	-4285.85	14.91388	0.133976	0.173765	0.233949	0.200148	0.170228	0.106328	0.0751553	0.144302	0.0260009	0.0806374	0.0564666	0.0187341	0.0550866	0.192926	0.242126	0.123868	0.0556026	0.352826	0.0326518	0.285577	0.250616	0.182077	0.281731	1.474779
3447	1	-4270.098	-4285.147	15.04899	0.114164	0.196458	0.229145	0.207602	0.138801	0.119677	0.10648	0.128083	0.0695969	0.043622	0.0691044	0.0059001	0.0326348	0.205685	0.23979	0.137867	0.035484	0.349423	0.0317523	0.263891	0.285334	0.175562	0.275213	1.461268
3448	1	-4270.857	-4286.005	15.14777	0.103186	0.174584	0.25754	0.204407	0.108126	0.097792	0.115558	0.119016	0.0492341	0.0749603	0.0778496	0.028075	0.041063	0.234507	0.239359	0.128292	0.0459407	0.325156	0.0267452	0.267286	0.273017	0.185371	0.274325	1.45139
3449	1	-4271.354	-4286.754	15.39939	0.0936207	0.17281	0.298864	0.166391	0.118827	0.108875	0.0999531	0.11137	0.0361919	0.0749603	0.066084	0.0263492	0.0519331	0.20207	0.236506	0.144467	0.0567265	0.322436	0.0377951	0.279274	0.26709	0.182199	0.271438	1.426229
3450	1	-4269.673	-4284.662	14.98931	0.107714	0.199685	0.210482	0.231465	0.130729	0.115874	0.106724	0.107151	0.0377189	0.056463	0.0745147	0.0300677	0.0586479	0.180665	0.259466	0.130337	0.0606654	0.332032	0.0368344	0.278607	0.267462	0.186668	0.267263	1.467236
3451	1	-4275.781	-4290.554	14.77292	0.109152	0.159698	0.269385	0.213315	0.149724	0.124163	0.102985	0.0922931	0.0248732	0.0841434	0.0835341	0.0332365	0.0423736	0.175962	0.252179	0.123006	0.060909	0.353654	0.0342901	0.288188	0.287309	0.148049	0.276454	1.488876
3452	1	-4269.562	-4285.192	15.63078	0.092582	0.199002	0.229086	0.159697	0.12231	0.111396	0.100434	0.151486	0.0381177	0.0604979	0.0692965	0.0390964	0.0300871	0.210506	0.227041	0.128311	0.0396881	0.347493	0.0469613	0.279901	0.269215	0.171141	0.279744	1.403089
3453	1	-4278.291	-4292.469	14.17837	0.08613	0.221431	0.272308	0.193156	0.169024	0.111771	0.10057	0.134804	0.0264491	0.0782853	0.0465145	0.0322595	0.0756284	0.186564	0.247039	0.127328	0.0490652	0.35136	0.0386445	0.256952	0.288648	0.163727	0.290674	1.54833
3454	1	-4270.828	-4286.557	15.7293	0.097332	0.164237	0.206933	0.223301	0.150096	0.11629	0.10057	0.0931097	0.0338651	0.0678429	0.0538216	0.0228809	0.0629586	0.211605	0.277178	0.142862	0.051788	0.286593	0.0299741	0.258484	0.287699	0.172902	0.280915	1.393237
3455	1	-4271.704	-4287.354	15.64961	0.110377	0.162222	0.235631	0.207524	0.121586	0.101754	0.0917434	0.135217	0.0136932	0.0804908	0.0501913	0.0481478	0.0426278	0.201441	0.256285	0.128673	0.0408501	0.352671	0.0200796	0.273267	0.276842	0.175757	0.274133	1.401206
3456	1	-4267.824	-4283.527	15.70301	0.114011	0.157576	0.213908	0.191071	0.140985	0.107829	0.101587	0.121781	0.0281745	0.0513639	0.0758617	0.064322	0.0273976	0.22301	0.264572	0.113483	0.0453313	0.315113	0.0384903	0.268371	0.257625	0.175743	0.298261	1.395867
3457	1	-4271.393	-4285.48	14.08719	0.130752	0.205704	0.295201	0.210581	0.14946	0.100203	0.104619	0.121781	0.0556195	0.0623137	0.0661537	0.0388966	0.0161636	0.194857	0.261594	0.135836	0.0426495	0.323313	0.0417499	0.26479	0.291523	0.15848	0.285207	1.557448
3458	1	-4269.512	-4284.471	14.95961	0.10555	0.191779	0.228484	0.18987	0.157744	0.0832533	0.0931901	0.139281	0.0502191	0.0806762	0.0686473	0.0437527	0.0377601	0.218564	0.26599	0.124144	0.0522221	0.311593	0.0274869	0.267824	0.263485	0.158881	0.30981	1.470206
3459	1	-4267.677	-4282.996	15.31841	0.0902351	0.190735	0.205642	0.21098	0.152369	0.0905383	0.0858151	0.15859	0.0502191	0.0713785	0.0541026	0.0411927	0.0325285	0.199612	0.265262	0.136956	0.04958	0.320064	0.0285261	0.27802	0.269646	0.172633	0.279702	1.434326
3460	1	-4271.597	-4286.155	14.55789	0.125405	0.209863	0.2144	0.207456	0.16376	0.128882	0.0976803	0.145584	0.0342394	0.0771247	0.0521239	0.0321203	0.0217389	0.208862	0.248205	0.138089	0.0478526	0.31785	0.0391414	0.276611	0.287748	0.139352	0.29629	1.510378
3461	1	-4268.138	-4283.1	14.96161	0.102362	0.223793	0.226909	0.183727	0.140316	0.101022	0.11154	0.147149	0.0447159	0.0624197	0.069493	0.0343414	0.0222175	0.182502	0.252751	0.148257	0.0477108	0.323672	0.0451063	0.284652	0.279794	0.152814	0.282739	1.470006
3462	1	-4268.454	-4282.756	14.30256	0.122698	0.177249	0.243024	0.220268	0.147454	0.102402	0.0943195	0.147161	0.0631582	0.0671124	0.0836287	0.0289694	0.0384671	0.191908	0.260413	0.136365	0.0464449	0.329063	0.0358059	0.278624	0.26425	0.163741	0.293385	1.535911
3463	1	-4281.943	-4295.959	14.01619	0.133749	0.196752	0.200835	0.23314	0.140513	0.115243	0.0958181	0.115358	0.0705008	0.147964	0.044988	0.0453784	0.0243087	0.161636	0.264686	0.134837	0.0775274	0.328132	0.0331811	0.28395	0.274537	0.155983	0.28553	1.564548
3464	1	-4270.521	-4286.646	16.12553	0.106528	0.156868	0.214791	0.201926	0.152248	0.109973	0.0868309	0.119716	0.0262337	0.049928	0.0551269	0.0418906	0.0315551	0.207901	0.236542	0.117674	0.0807049	0.335705	0.0214736	0.268513	0.276561	0.162632	0.292294	1.353614
3465	1	-4268.073	-4283.721	15.64769	0.108042	0.159322	0.267233	0.174908	0.149802	0.114602	0.0960273	0.113566	0.028303	0.0575449	0.067946	0.0273366	0.0367649	0.202796	0.276458	0.126989	0.0530749	0.299075	0.0416077	0.270946	0.270403	0.166883	0.291768	1.401398
3466	1	-4272.496	-4288.095	15.59902	0.108545	0.162042	0.231626	0.183771	0.122817	0.0931156	0.119561	0.13689	0.0312808	0.0557343	0.0661866	0.0258368	0.0688597	0.18353	0.239495	0.141505	0.0641357	0.321042	0.0502925	0.288966	0.275636	0.161331	0.274067	1.406265
3467	1	-4271.669	-4287.311	15.64258	0.0899869	0.171891	0.204824	0.221748	0.137862	0.116187	0.0961604	0.137406	0.0238098	0.0619028	0.0661866	0.0137695	0.0601756	0.194389	0.244305	0.151809	0.0831518	0.299948	0.0263975	0.270005	0.271525	0.155334	0.303136	1.401909
3468	1	-4269.626	-4284.838	15.2122	0.132539	0.170054	0.218919	0.207668	0.12166	0.100237	0.0915585	0.13454	0.0242536	0.0818752	0.0502049	0.0539456	0.0574912	0.201163	0.247471	0.150333	0.0646295	0.312162	0.0242415	0.272348	0.257577	0.177151	0.292923	1.444947
3469	1	-4276.374	-4291.738	15.36356	0.117114	0.19506	0.194365	0.205463	0.152011	0.110662	0.0847428	0.132824	0.0244891	0.0690641	0.0506673	0.0278547	0.0654943	0.188831	0.26071	0.136531	0.0326307	0.340201	0.041096	0.285285	0.287539	0.184674	0.242502	1.429811
3470	1	-4275.256	-4289.774	14.51778	0.103766	0.20561	0.226857	0.209496	0.121336	0.123267	0.0977827	0.133084	0.0445245	0.059522	0.0742313	0.053298	0.0616149	0.215843	0.238451	0.143685	0.0266151	0.322831	0.0525749	0.283372	0.295672	0.168959	0.251997	1.514389
3471	1	-4270.594	-4286.324	15.73017	0.0897882	0.200525	0.225666	0.213187	0.148996	0.101899	0.0789861	0.115981	0.0457606	0.0592565	0.0450134	0.0304205	0.037671	0.198575	0.217	0.151377	0.0419439	0.352718	0.0383864	0.287528	0.248521	0.191965	0.271986	1.393151
3472	1	-4278.077	-4293.018	14.94028	0.132673	0.17265	0.248227	0.173542	0.157019	0.106614	0.113141	0.171835	0.0121613	0.0506696	0.0636856	0.0192715	0.0506512	0.197985	0.222506	0.129929	0.0333661	0.351669	0.064545	0.298675	0.271066	0.169522	0.260738	1.472139
3473	1	-4267.628	-4283.364	15.73532	0.10268	0.180181	0.22168	0.171238	0.133694	0.0994343	0.103969	0.130739	0.0420047	0.0490888	0.0841368	0.0231383	0.0506512	0.201868	0.23316	0.130144	0.0630527	0.328796	0.0429783	0.285876	0.263076	0.176039	0.275009	1.392636
3474	1	-4265.373	-4280.593	15.21935	0.114875	0.20304	0.211779	0.193191	0.146217	0.127664	0.102988	0.141837	0.0420453	0.0618284	0.0473008	0.0200733	0.0313925	0.207293	0.230357	0.136005	0.048469	0.343603	0.0342729	0.282477	0.258445	0.172012	0.287066	1.444233
3475	1	-4268.963	-4284.479	15.51583	0.0845259	0.174229	0.247222	0.193191	0.132092	0.117257	0.0811567	0.138402	0.0397452	0.0843991	0.0579207	0.0342	0.0302438	0.184893	0.257807	0.157854	0.0574142	0.311327	0.0307052	0.285351	0.262236	0.172689	0.279725	1.414584
3476	1	-4272.593	-4287.751	15.15766	0.101673	0.182166	0.201251	0.186417	0.189392	0.117257	0.0938779	0.12666	0.0422378	0.0681388	0.0669635	0.0449952	0.0293721	0.186528	0.269647	0.136538	0.0675442	0.298897	0.0408455	0.283992	0.278252	0.157537	0.280218	1.450402
3477	1	-4274.618	-4290.617	15.99897	0.120513	0.186994	0.186096	0.206439	0.151233	0.123146	0.0722589	0.0919481	0.0391245	0.0764674	0.0652018	0.0243108	0.0225365	0.18426	0.266369	0.134878	0.0713635	0.284176	0.0589532	0.281534	0.276764	0.150755	0.290946	1.366271
3478	1	-4271.99	-4287.495	15.50505	0.0958582	0.175118	0.245192	0.192315	0.13814	0.124701	0.0764954	0.112493	0.0453235	0.0911673	0.0560812	0.0323632	0.0304147	0.184732	0.278083	0.145607	0.0717176	0.301257	0.0186037	0.297582	0.263023	0.163207	0.276189	1.415662
3479	1	-4270.208	-4285.925	15.71686	0.0985173	0.179981	0.217527	0.22963	0.128561	0.0968305	0.0787487	0.135555	0.0401714	0.057419	0.0503432	0.046817	0.0343802	0.180509	0.276899	0.134764	0.0543283	0.304396	0.049103	0.283497	0.29169	0.152406	0.272407	1.394481
3480	1	-4273.99	-4288.753	14.76377	0.118952	0.182143	0.265375	0.161963	0.158888	0.0855561	0.100825	0.150497	0.0193138	0.0861774	0.0720805	0.0713145	0.0167058	0.189798	0.274757	0.132893	0.0603461	0.327608	0.0145972	0.278651	0.269117	0.165839	0.286393	1.48979
3481	1	-4276.35	-4292.041	15.69159	0.130406	0.204136	0.201919	0.203312	0.107348	0.115353	0.101619	0.0845828	0.0289711	0.0522168	0.0605257	0.0617527	0.0448658	0.200239	0.250898	0.139912	0.0656281	0.325549	0.0177727	0.278047	0.249118	0.185273	0.287562	1.397009
3482	1	-4272.056	-4287.539	15.48338	0.0819665	0.196375	0.189672	0.195993	0.152788	0.102318	0.0989261	0.126343	0.0399415	0.0683955	0.0684871	0.0590108	0.0376126	0.184085	0.239671	0.132816	0.0460576	0.352702	0.0446685	0.271448	0.282117	0.165421	0.281013	1.41783
3483	1	-4271.092	-4285.494	14.40179	0.117312	0.217178	0.208281	0.206695	0.147641	0.0977705	0.112046	0.158725	0.0457444	0.0893631	0.0587283	0.0411712	0.0253342	0.216578	0.26815	0.122398	0.055777	0.310476	0.0266225	0.263652	0.25901	0.1679	0.309437	1.525988
3484	1	-4273.738	-4289.047	15.30913	0.0938389	0.227665	0.250478	0.179394	0.100474	0.122226	0.112046	0.111596	0.056437	0.0589862	0.0708361	0.0260205	0.0252567	0.203204	0.282309	0.119071	0.0470073	0.32687	0.0215389	0.278423	0.273599	0.170318	0.27766	1.435255
3485	1	-4273.537	-4289.383	15.84584	0.0896255	0.163814	0.216284	0.193643	0.153916	0.0845348	0.103156	0.122042	0.0435235	0.0782472	0.0607085	0.0553245	0.0167631	0.210905	0.266503	0.129472	0.0341774	0.317884	0.0410599	0.283832	0.275062	0.155531	0.285576	1.381583
3486	1	-4269.799	-4285.864	16.06459	0.0849805	0.198065	0.216299	0.209705	0.130885	0.110189	0.0971323	0.125431	0.0397148	0.0567677	0.0406362	0.0256318	0.0242708	0.211062	0.235079	0.151812	0.0433771	0.327884	0.0307854	0.282093	0.262008	0.179494	0.276405	1.359708
3487	1	-4275.711	-4291.927	16.21623	0.0948302	0.172503	0.202108	0.161295	0.111764	0.144758	0.0926446	0.145962	0.0358014	0.0803189	0.0567561	0.0336777	0.0121276	0.205494	0.229536	0.122162	0.0419571	0.353131	0.0477201	0.282289	0.257343	0.194315	0.266053	1.344545
3488	1	-4275.612	-4289.982	14.37021	0.120018	0.211012	0.253012	0.191758	0.168568	0.109621	0.0984255	0.151728	0.0527574	0.0862582	0.044691	0.0185477	0.0227508	0.192925	0.217467	0.120741	0.0655384	0.347186	0.0561417	0.26969	0.284347	0.164748	0.281215	1.529147
3489	1	-4276.715	-4291.903	15.18731	0.129835	0.182769	0.276721	0.159446	0.119368	0.10555	0.101685	0.136552	0.0492653	0.0718119	0.0728916	0.0307762	0.010765	0.207253	0.205338	0.129708	0.0495662	0.372971	0.0351636	0.298664	0.25821	0.161585	0.28154	1.447436
