Iteration	Posterior	Likelihood	Prior	alpha	bls[1]	bls[2]	bls[3]	bls[4]	bls[5]	bls[6]	bls[7]	bls[8]	bls[9]	bls[10]	bls[11]	bls[12]	bls[13]	bls_prop[1]	bls_prop[2]	bls_prop[3]	bls_prop[4]	bls_prop[5]	bls_prop[6]	bls_prop[7]	bls_prop[8]	bls_prop[9]	bls_prop[10]	bls_prop[11]	bls_prop[12]	bls_prop[13]	pi[1]	pi[2]	pi[3]	pi[4]	rho[1]	rho[2]	rho[3]	rho[4]	rho[5]	rho[6]	sr[1]	sr[2]	sr[3]	sr[4]	TL
7950	-4076.434	-4082.724	6.29035	0.1343461	1.0783	8.2258	6.21466	3.26059	1.67381	0.845267	0.672902	3.89531	2.25985	3.80104	1.06204	0.430726	0.118189	0.0321511	0.245265	0.185299	0.0972193	0.0499073	0.0252029	0.0200636	0.116144	0.0673808	0.113334	0.0316664	0.0128427	0.00352399	0.37497	0.304087	0.102589	0.218354	0.00680225	0.307411	0.0167141	0.0167063	0.564074	0.0882923	1.81247e-05	0.0063021	0.194277	3.7994	33.53849
7960	-4072.55	-4077.863	5.312556	0.1443911	1.07086	7.8658	6.88031	2.66247	2.2034	1.01812	0.567885	1.47245	1.18514	2.62383	0.549152	1.80426	0.117374	0.0356704	0.26201	0.229183	0.0886867	0.0733951	0.0339135	0.0189162	0.0490474	0.0394768	0.0873995	0.0182922	0.0600999	0.00390973	0.372002	0.309596	0.101777	0.216626	0.0050491	0.211998	0.0191664	0.015708	0.646833	0.101246	3.70997e-05	0.00900489	0.224849	3.76611	30.02105
7970	-4072.776	-4082.816	10.03983	0.1257932	0.542154	16.7809	11.4429	5.94029	2.51189	1.42344	1.49342	2.63603	1.53652	8.87234	0.405168	0.813834	0.26424	0.0099181	0.306987	0.209335	0.108671	0.0459522	0.0260403	0.0273204	0.0482231	0.0281088	0.16231	0.0074121	0.0148882	0.00483398	0.355531	0.332733	0.105865	0.205871	0.00583262	0.244896	0.0221406	0.0205472	0.646669	0.0599147	8.99796e-06	0.00444489	0.168314	3.82723	54.66311
7980	-4071.154	-4079.925	8.770778	0.1280393	0.212108	12.8313	11.6341	4.37022	1.97785	0.976098	0.87391	3.0256	0.990889	7.65298	0.215099	0.408669	0.43127	0.00465148	0.281388	0.255133	0.0958379	0.0433738	0.0214056	0.0191647	0.0663507	0.02173	0.167828	0.00471708	0.00896203	0.00945765	0.366935	0.310625	0.109261	0.213179	0.00566256	0.253628	0.0214951	0.0292937	0.627814	0.0621063	1.09132e-05	0.00489387	0.175109	3.81999	45.60007
7990	-4075.214	-4081.411	6.196804	0.1574457	0.495114	9.34518	7.23794	3.60174	1.5266	0.927077	0.745478	2.47274	0.720812	4.6749	0.118447	0.357876	0.954432	0.0149228	0.281665	0.218153	0.108557	0.0460119	0.0279423	0.0224688	0.0745287	0.0217254	0.140902	0.00357002	0.0107864	0.0287667	0.379664	0.293635	0.104543	0.222158	0.00566256	0.253628	0.0214951	0.0292937	0.627814	0.0621063	8.20823e-05	0.01337	0.264152	3.7224	33.17832
8000	-4074.306	-4083.535	9.228827	0.1280554	0.672886	15.5793	9.12048	7.15395	1.97337	1.24011	0.713412	4.54178	0.256468	3.41327	0.187188	0.913442	2.78993	0.013858	0.320855	0.187836	0.147335	0.0406414	0.0255401	0.0146927	0.0935377	0.00528195	0.0702961	0.00385514	0.0188123	0.0574584	0.379664	0.293635	0.104543	0.222158	0.0063204	0.25664	0.0239922	0.0326969	0.646013	0.0343376	1.09281e-05	0.00489719	0.175158	3.81993	48.55559
8010	-4076.457	-4083.791	7.333937	0.1353818	0.723896	10.2478	9.10954	4.90487	2.06417	1.45655	1.21435	0.903569	0.0320079	2.02715	0.22835	3.3384	1.70776	0.0190708	0.269975	0.239987	0.129217	0.0543797	0.0383723	0.0319915	0.0238042	0.000843236	0.0534045	0.00601579	0.0879489	0.0449902	0.388508	0.300474	0.102749	0.208269	0.00653655	0.19416	0.0248127	0.0335409	0.705438	0.0355119	1.96104e-05	0.00655446	0.197431	3.79599	37.95846
8020	-4082.532	-4089.263	6.730688	0.1514346	0.789676	6.71211	6.68677	6.96619	2.95286	1.49568	1.47157	1.83901	0.405603	2.20365	0.0482973	2.54055	1.19727	0.0223646	0.190095	0.189377	0.197291	0.0836287	0.0423596	0.0416766	0.0520829	0.0114872	0.06241	0.00136784	0.0719513	0.033908	0.397758	0.286766	0.105195	0.21028	0.00596666	0.115698	0.0163558	0.0306166	0.798947	0.0324158	5.7923e-05	0.011241	0.24615	3.74255	35.30924
8030	-4074.836	-4080.541	5.705425	0.132976	0.701248	8.62401	6.55075	3.41059	1.43453	1.01546	1.0648	1.98827	0.0980754	3.76551	0.0599033	0.870959	1.78703	0.0223533	0.274903	0.208815	0.108717	0.0457276	0.0323691	0.0339421	0.063379	0.00312629	0.120031	0.0019095	0.0277631	0.0569642	0.388581	0.286534	0.114775	0.21011	0.00575105	0.135503	0.03384	0.0235852	0.770077	0.0312444	1.63001e-05	0.00597746	0.190106	3.8039	31.37115
8040	-4081.361	-4085.088	3.726844	0.1584967	0.870325	4.91883	6.65045	3.61661	1.4051	0.99473	0.573186	1.24761	0.0783025	2.75911	0.0642309	1.75997	0.349044	0.0344172	0.194516	0.262994	0.14302	0.0555651	0.0393369	0.0226668	0.049337	0.00309649	0.10911	0.00254003	0.0695983	0.013803	0.344758	0.320591	0.110967	0.223683	0.00736601	0.118427	0.0433427	0.0364882	0.741377	0.0529984	8.70041e-05	0.0137629	0.267279	3.71887	25.28749
8050	-4074.494	-4076.146	1.651368	0.1755759	0.666846	4.94424	4.21115	2.53043	1.57676	1.17744	0.615814	1.09181	0.371367	1.7895	0.161688	0.80619	0.483558	0.0326456	0.242047	0.206158	0.123878	0.0771909	0.0576419	0.0301473	0.0534498	0.0181804	0.0876054	0.00791549	0.0394673	0.0236727	0.344184	0.320057	0.105949	0.229809	0.0064684	0.200769	0.038061	0.0320418	0.651034	0.0716253	0.000203221	0.0209788	0.316997	3.66182	20.4268
8060	-4074.362	-4076.667	2.305017	0.1586555	0.523532	6.11352	5.87227	2.19735	1.11978	1.02242	0.633981	0.749124	0.0971494	2.00486	0.0568949	0.78941	0.642417	0.0239903	0.280145	0.26909	0.100691	0.0513127	0.0468513	0.0290514	0.0343277	0.00445176	0.0918704	0.00260714	0.0361738	0.029438	0.34024	0.327849	0.104735	0.227176	0.00791128	0.262319	0.0465511	0.0314922	0.57118	0.0805465	8.7767e-05	0.0138228	0.267751	3.71834	21.82271
8070	-4077.329	-4077.833	0.5038576	0.1534719	0.616032	4.60144	3.52544	2.9192	0.996926	0.854124	0.620355	0.214657	0.0950614	1.88849	0.17698	0.376547	1.34145	0.0337983	0.252456	0.193422	0.160161	0.0546959	0.0468612	0.0340355	0.0117771	0.0052155	0.103611	0.00970991	0.0206591	0.073598	0.361542	0.319799	0.0970618	0.221597	0.00741715	0.308061	0.0436436	0.0298576	0.535505	0.0755157	6.53874e-05	0.0119399	0.252272	3.73572	18.2267
8080	-4070.95	-4076.19	5.239952	0.1428333	0.615039	7.69487	7.67775	4.37393	1.64335	0.690022	0.434386	0.554363	0.72064	3.26259	0.712451	0.372767	1.02794	0.0206527	0.25839	0.257815	0.146874	0.055183	0.0231706	0.0145865	0.0186152	0.0241987	0.109556	0.0239237	0.0125173	0.0345178	0.360717	0.319068	0.0991232	0.221091	0.00290099	0.179255	0.0282293	0.0257051	0.698896	0.0650131	3.34192e-05	0.00854831	0.220116	3.7713	29.78011
8090	-4074.111	-4080.34	6.229373	0.1513597	0.679641	12.3175	6.97596	2.93294	1.32416	0.60198	0.38957	1.82887	0.436223	2.20152	0.914669	1.0129	1.68714	0.0204077	0.369861	0.209469	0.0880681	0.0397608	0.0180758	0.0116977	0.054916	0.0130986	0.0661057	0.027465	0.0304146	0.0506602	0.354688	0.313736	0.11418	0.217396	0.00344728	0.213011	0.0335452	0.0270281	0.652415	0.0705533	5.76618e-05	0.0112157	0.245924	3.7428	33.30311
8100	-4072.503	-4080.507	8.003579	0.1409597	0.744545	12.0685	9.83348	4.544	2.78099	0.884788	0.815436	3.87866	0.27723	2.04388	0.637148	0.261841	2.48417	0.0180475	0.292536	0.23836	0.110145	0.0674103	0.021447	0.0197659	0.0940176	0.00671998	0.0495431	0.0154443	0.00634694	0.0602155	0.379755	0.303135	0.104623	0.212487	0.00364974	0.188411	0.0138949	0.0286155	0.690732	0.074697	2.93828e-05	0.00801743	0.214418	3.77754	41.25467
8110	-4071.045	-4079.311	8.265771	0.1343834	1.04173	12.3625	10.6419	4.74288	2.38356	0.772645	0.139756	3.19488	0.722913	3.80428	0.901032	0.592165	1.36398	0.0244169	0.289762	0.249433	0.111168	0.055868	0.0181099	0.00327572	0.0748844	0.0169443	0.0891681	0.0211192	0.0138797	0.0319702	0.346754	0.316055	0.103268	0.233923	0.00378603	0.195447	0.0144138	0.0296841	0.716526	0.0401429	1.81767e-05	0.00631109	0.194391	3.79928	42.66417
8120	-4071.351	-4080.86	9.509619	0.1335496	0.873972	18.5827	13.4341	5.26362	1.78999	0.924292	0.0922824	1.65323	0.672871	3.79079	0.930043	0.787747	1.7339	0.0172963	0.367759	0.265866	0.104169	0.0354247	0.0182921	0.00182631	0.0327181	0.0133164	0.0750214	0.0184059	0.0155898	0.0343145	0.349417	0.318482	0.102578	0.229523	0.00472237	0.184795	0.0179785	0.0210485	0.721385	0.0500707	1.70451e-05	0.0061121	0.191852	3.80202	50.52954
8130	-4076.704	-4086.223	9.519515	0.1314852	1.22517	15.3758	10.07	6.97501	2.15169	1.48213	0.0972781	4.3719	0.111469	1.67992	1.34398	0.915846	4.80135	0.0242121	0.303861	0.199006	0.137842	0.0425221	0.0292901	0.00192243	0.0863984	0.00220288	0.033199	0.02656	0.0180991	0.0948853	0.345217	0.314653	0.113366	0.226764	0.00412699	0.141384	0.0283633	0.0306487	0.751719	0.0437581	1.44863e-05	0.00563609	0.185571	3.80878	50.60161
8140	-4071.246	-4080.282	9.036115	0.1274726	0.913316	11.5934	9.29782	7.22921	2.33775	1.57723	0.810344	4.7821	0.118622	5.11453	0.937032	0.581805	1.98155	0.0193193	0.245235	0.196676	0.152919	0.0494503	0.0333631	0.0171412	0.101156	0.00250921	0.108187	0.019821	0.0123069	0.0419156	0.347836	0.309454	0.114226	0.228484	0.00181453	0.192986	0.0325622	0.00109471	0.721306	0.0502361	1.04013e-05	0.00477803	0.173393	3.82182	47.27474
8150	-4078.059	-4086.324	8.265536	0.1274573	0.810035	10.3006	7.60313	4.85316	2.53259	0.7892	1.45209	3.32571	0.700161	4.17416	0.586877	1.98407	3.55103	0.0189869	0.241443	0.178214	0.113756	0.0593629	0.0184985	0.0340363	0.0779533	0.0164115	0.0978406	0.0137561	0.0465058	0.0832347	0.340348	0.338134	0.100199	0.221319	0.00550058	0.141094	0.032042	0.00147967	0.778573	0.0413108	1.03878e-05	0.00477493	0.173347	3.82187	42.66287
8160	-4073.889	-4080.089	6.200224	0.1405461	0.982818	7.42336	9.6547	4.02836	1.75977	1.09449	0.384261	2.3767	0.553908	1.76316	0.383345	0.192603	2.59393	0.0296106	0.223653	0.290879	0.121368	0.0530188	0.0329751	0.0115771	0.071606	0.0166883	0.0531211	0.0115495	0.00580279	0.0781506	0.364967	0.319658	0.0932175	0.222157	0.00518984	0.180608	0.0302319	0.00139608	0.73459	0.0479844	2.85466e-05	0.00790293	0.21316	3.77891	33.1914
8170	-4084.87	-4094.202	9.331319	0.1385654	1.68212	16.6563	8.62976	7.6707	2.64267	1.20315	0.802034	4.59772	0.694826	1.04767	0.264903	0.267789	3.10099	0.0341473	0.338126	0.175186	0.155717	0.0536467	0.0244242	0.0162814	0.0933344	0.0141051	0.0212679	0.00537757	0.00543616	0.0629507	0.349091	0.329582	0.0935299	0.227797	0.00520367	0.181089	0.0303125	0.0013998	0.736548	0.045447	2.48e-05	0.00736795	0.207129	3.78548	49.26066
8180	-4072.876	-4080.648	7.772133	0.1448345	0.745656	9.27499	8.27149	6.10542	2.19276	0.891369	1.48256	4.00736	0.285762	3.68689	0.832345	0.108567	2.18344	0.0186095	0.231478	0.206433	0.152374	0.0547252	0.0222461	0.0370005	0.100012	0.00713183	0.0920144	0.020773	0.00270953	0.0544925	0.341692	0.322597	0.112742	0.222969	0.00572257	0.199147	0.0333352	0.00153939	0.702666	0.0575897	3.82038e-05	0.00913737	0.226195	3.76463	40.06861
8190	-4070.974	-4074.703	3.728611	0.1544238	0.437364	5.46124	5.16042	3.7326	1.26698	0.929823	1.07786	2.04004	0.0379375	2.42968	0.77063	0.354758	1.59287	0.0172924	0.215926	0.204032	0.147579	0.0500938	0.0367632	0.0426162	0.080659	0.00149997	0.0960646	0.0304691	0.0140264	0.0629786	0.362933	0.312024	0.109048	0.215996	0.00573077	0.17798	0.033383	0.00154159	0.703674	0.0776913	6.91216e-05	0.0122744	0.255126	3.73253	25.29221
8200	-4072.345	-4078.119	5.774249	0.134858	0.570891	9.2593	4.82779	2.86397	1.5594	0.867853	1.00602	2.34068	0.0354091	5.73152	0.661273	0.497313	1.39461	0.018057	0.292867	0.152701	0.0905861	0.049323	0.0274498	0.03182	0.0740347	0.00111997	0.181285	0.0209157	0.0157298	0.044111	0.364759	0.308562	0.109596	0.217082	0.00558449	0.181816	0.0325309	0.00150224	0.685711	0.0928552	1.88472e-05	0.00642607	0.195836	3.79772	31.61605
8210	-4071.731	-4081.376	9.645605	0.1207342	0.844617	14.4447	10.2989	7.03426	2.44153	1.44332	0.988508	3.73012	0.246543	6.27388	0.757631	1.39866	1.63314	0.016389	0.280285	0.199839	0.136493	0.0473754	0.0280061	0.019181	0.0723793	0.00478392	0.121738	0.0147011	0.0271396	0.0316894	0.378707	0.300406	0.109543	0.211344	0.00460819	0.15003	0.0258191	0.00481448	0.738106	0.0766219	5.67463e-06	0.00353186	0.153107	3.84336	51.53572
8220	-4074.035	-4082.09	8.054802	0.1291869	0.910955	11.9944	6.15555	4.52147	2.65579	0.49629	1.09548	4.10438	0.0941601	4.54367	1.09476	1.16693	2.69052	0.0219378	0.288852	0.148239	0.108887	0.0639573	0.0119518	0.0263817	0.0988427	0.00226759	0.109422	0.0263644	0.0281023	0.0647938	0.370708	0.292383	0.112846	0.224063	0.00371708	0.121018	0.0208263	0.00388348	0.781478	0.0690769	1.20129e-05	0.00513383	0.17859	3.81626	41.52436
8230	-4069.978	-4080.237	10.25909	0.1296462	0.987722	15.5643	12.9588	7	2.68664	1.22754	1.00547	6.17802	0.101802	3.71937	0.542108	0.276028	4.30853	0.0174644	0.2752	0.229131	0.12377	0.0475038	0.0217047	0.0177782	0.109236	0.00180002	0.0657639	0.00958527	0.00488058	0.0761811	0.374099	0.296126	0.111283	0.218491	0.00372611	0.121312	0.0178842	0.00445746	0.783376	0.0692447	1.24774e-05	0.00523187	0.179983	3.81477	56.55639
8240	-4075.834	-4084.774	8.940171	0.1316693	0.965241	11.686	8.73057	9.37249	2.5844	1.15914	1.9808	0.966699	0.0456821	6.07439	0.477847	0.371557	2.24292	0.0206877	0.250463	0.187119	0.200877	0.0553905	0.0248435	0.0424539	0.0207189	0.000979088	0.13019	0.0102415	0.00796345	0.0480716	0.375086	0.307315	0.107859	0.20974	0.00345781	0.16159	0.0165964	0.0078311	0.726969	0.0835559	1.47009e-05	0.00567756	0.186131	3.80818	46.65777
8250	-4072.898	-4079.495	6.596966	0.1368684	0.777306	11.2313	6.88575	4.40201	1.62055	1.06225	1.15974	1.14149	0.0488881	2.50578	0.845227	0.311043	2.76651	0.0223634	0.323131	0.198106	0.126648	0.046624	0.0305614	0.0333662	0.0328411	0.00140653	0.0720925	0.0243175	0.00894885	0.0795938	0.388625	0.298129	0.106381	0.206866	0.00334534	0.179625	0.0160566	0.0168122	0.703323	0.0808381	2.19125e-05	0.00692723	0.20196	3.79109	34.75789
8260	-4075.932	-4083.048	7.115476	0.1350094	0.696385	9.13391	8.97497	4.31775	3.3128	1.42861	0.921722	1.47302	0.065749	3.79296	0.27921	2.12359	0.446301	0.018838	0.247083	0.242783	0.1168	0.089615	0.0386455	0.0249337	0.039847	0.00177859	0.102604	0.00755295	0.0574457	0.012073	0.345133	0.319638	0.113438	0.22179	0.00320357	0.201131	0.0277636	0.0167796	0.673516	0.0776058	1.90654e-05	0.00646303	0.196297	3.79722	36.96697
8270	-4069.058	-4076.151	7.093278	0.1466881	0.842625	9.93089	7.75878	4.82409	1.84805	1.42198	0.922752	2.63129	0.235598	3.87327	0.928679	1.32033	0.330012	0.022855	0.269361	0.210446	0.130846	0.0501256	0.038569	0.0250283	0.07137	0.00639026	0.105057	0.0251891	0.0358119	0.00895108	0.35926	0.318047	0.107636	0.215057	0.00381961	0.175807	0.0331025	0.0200063	0.733679	0.0335857	4.31035e-05	0.00970323	0.231814	3.75844	36.86833
8280	-4070.223	-4078.472	8.249287	0.135589	1.41798	12.1926	10.2687	4.11206	1.98701	1.06235	0.793931	3.47098	0.528662	4.18396	1.76614	0.309243	0.47972	0.0333067	0.286391	0.2412	0.0965877	0.0466726	0.0249534	0.0186485	0.0815294	0.0124177	0.0982765	0.0414847	0.00726376	0.0112681	0.357625	0.3166	0.0989033	0.226872	0.00130017	0.169163	0.0331457	0.0192502	0.705953	0.0711881	1.9919e-05	0.00660567	0.198062	3.79531	42.57338
8290	-4074.151	-4079.667	5.516219	0.1295046	0.531741	7.25379	6.70696	4.53582	2.56587	1.30473	0.251487	0.985653	0.417069	3.35077	1.21121	1.02338	0.572503	0.0173144	0.236195	0.21839	0.147694	0.0835489	0.0424843	0.00818884	0.0320945	0.0135805	0.109107	0.0394388	0.0333229	0.0186416	0.377079	0.293468	0.119156	0.210296	0.0014397	0.177991	0.0367027	0.021316	0.722097	0.0404537	1.23327e-05	0.00520153	0.179554	3.81523	30.71098
8300	-4066.659	-4074.798	8.139639	0.1253761	0.724743	11.0749	10.3156	4.63358	2.10328	1.21575	0.331071	2.64928	0.529148	5.36577	2.10327	0.204993	0.725593	0.0172652	0.263833	0.245744	0.110384	0.0501055	0.0289624	0.00788696	0.0631128	0.0126057	0.127826	0.0501053	0.00488345	0.0172855	0.377079	0.293468	0.119156	0.210296	0.00154371	0.129947	0.0393544	0.011092	0.774267	0.0437959	8.67466e-06	0.00436451	0.167055	3.82857	41.97701
8310	-4069.65	-4078.185	8.53523	0.1265222	0.789066	10.7853	9.72504	6.19768	1.74081	1.19223	0.67534	3.20921	0.732638	5.95895	1.13274	1.23451	0.818634	0.0178553	0.244055	0.220062	0.140244	0.0393919	0.0269782	0.0152819	0.0726193	0.0165785	0.134842	0.0256321	0.027935	0.0185244	0.367599	0.311232	0.11616	0.205009	0.00146023	0.10822	0.0370122	0.00771851	0.804162	0.0414273	9.58674e-06	0.00458763	0.170517	3.82489	44.19217
8320	-4071.477	-4081.755	10.27899	0.1243962	0.902816	16.0034	10.7971	6.78355	3.57482	1.33758	0.227931	5.90837	0.745114	4.47732	3.92692	1.13659	0.912706	0.0159131	0.282077	0.19031	0.119567	0.06301	0.0235763	0.00401752	0.104141	0.0131334	0.0789174	0.069216	0.0200337	0.0160874	0.355392	0.314048	0.119557	0.211003	0.00966623	0.115104	0.0391491	0.00816412	0.805427	0.0224891	7.95223e-06	0.00417929	0.164099	3.83171	56.73425
8330	-4077.8	-4085.008	7.207141	0.1476251	0.603431	7.39026	6.47749	5.63484	3.88535	1.55115	1.12526	2.47239	0.240422	3.49048	1.89395	2.08951	0.523812	0.0161439	0.197715	0.173295	0.150751	0.103947	0.0414987	0.0301045	0.0661449	0.00643211	0.0933825	0.0506697	0.0559016	0.0140138	0.354567	0.315641	0.119279	0.210513	0.00998335	0.0896557	0.0404334	0.00819741	0.831851	0.0198793	4.57617e-05	0.00999669	0.234651	3.75531	37.37836
8340	-4079.546	-4085.384	5.837643	0.144622	0.362266	8.72152	7.99015	2.14851	1.48468	0.909034	0.952644	1.27538	0.650025	3.71007	1.60342	1.47512	0.561116	0.0113763	0.273883	0.250916	0.0674699	0.0466238	0.0285465	0.029916	0.0400509	0.0204128	0.116508	0.0503524	0.0463235	0.0176208	0.363738	0.301258	0.121164	0.21384	0.00859588	0.0872274	0.0393383	0.018157	0.80932	0.0373612	3.76716e-05	0.00907375	0.22555	3.76534	31.84393
8350	-4080.555	-4086.89	6.335064	0.1453301	0.587707	8.12791	6.30698	5.36164	1.79682	0.786921	0.649823	3.28767	0.0770612	4.13302	1.52121	0.742161	0.333626	0.0174329	0.241095	0.187081	0.15904	0.0532984	0.0233421	0.0192754	0.0975207	0.00228583	0.122596	0.045123	0.0220144	0.00989619	0.350705	0.290464	0.134657	0.224175	0.0134104	0.0861688	0.0388609	0.0179366	0.799498	0.0441248	3.94685e-05	0.00928677	0.227698	3.76298	33.71256
8360	-4073.37	-4078.223	4.85311	0.1562882	0.601151	6.38145	7.0725	3.8023	1.79691	0.800153	0.750326	1.7427	0.199311	2.60436	1.41933	0.640945	0.727178	0.0210645	0.223607	0.247822	0.133234	0.062964	0.0280376	0.0262916	0.0610647	0.0069839	0.0912574	0.0497338	0.0224589	0.0254805	0.369255	0.291382	0.11448	0.224883	0.00241303	0.110687	0.0384247	0.0478329	0.790524	0.0101183	7.69135e-05	0.0129444	0.260701	3.72628	28.53861
8370	-4070.674	-4077.443	6.768879	0.1394312	0.798658	10.2324	7.52711	3.69069	2.66501	1.18243	0.749732	2.19387	0.375812	3.94275	0.713752	1.24923	0.147488	0.0225171	0.28849	0.212217	0.104054	0.0751364	0.033337	0.0211377	0.0618532	0.0105955	0.111161	0.0201233	0.0352203	0.00415822	0.360232	0.309319	0.112069	0.21838	0.00222222	0.180012	0.0363845	0.0440505	0.728013	0.00931823	2.63861e-05	0.00759907	0.209765	3.78261	35.46898
8380	-4072.487	-4077.48	4.992438	0.1456602	0.706867	9.04374	6.06503	3.37491	1.83403	0.914304	1.03904	1.41017	0.13243	2.34144	0.505883	1.18989	0.420006	0.0243934	0.312092	0.2093	0.116466	0.0632909	0.0315519	0.0358565	0.0486637	0.00457008	0.0808015	0.0174576	0.0410624	0.0144941	0.368297	0.301306	0.100883	0.229514	0.00229905	0.258454	0.0304956	0.0455735	0.653899	0.00927885	4.03291e-05	0.00938705	0.228699	3.76187	28.97775
8390	-4073.758	-4077.452	3.694948	0.1493554	0.421273	7.31191	5.62022	2.55436	1.28647	0.871734	1.07569	1.4129	0.153307	3.81432	0.220055	0.341847	0.118418	0.0167155	0.290126	0.223002	0.101353	0.0510454	0.0345892	0.0426819	0.056062	0.006083	0.151347	0.00873149	0.013564	0.00469866	0.373992	0.29654	0.1095	0.219968	0.00241928	0.220352	0.0314122	0.0479568	0.688095	0.0097641	5.10079e-05	0.0105517	0.239881	3.74952	25.20251
8400	-4074.542	-4083.413	8.871491	0.1243944	0.56856	14.4731	8.47855	6.8201	1.82016	1.40144	0.854942	0.50847	1.94912	7.38836	0.318618	0.981622	0.661121	0.0123001	0.313107	0.183423	0.147544	0.0393768	0.0303183	0.0184956	0.0110001	0.0421666	0.159838	0.0068929	0.0212361	0.0143025	0.35812	0.305776	0.111706	0.224398	0.0024845	0.226292	0.0322589	0.0222925	0.706644	0.0100273	7.951e-06	0.00417897	0.164094	3.83172	46.22416
8410	-4073.792	-4083.542	9.750191	0.1296501	0.237979	16.9213	11.6409	7.86058	2.42622	1.58441	1.65485	1.89755	2.56545	4.13058	0.42655	0.60941	0.377871	0.00454734	0.323335	0.222437	0.150201	0.0463607	0.0302751	0.0316211	0.0362587	0.049021	0.0789277	0.00815058	0.0116447	0.00722041	0.363884	0.320354	0.101906	0.213856	0.00460855	0.226171	0.0322417	0.0222806	0.706266	0.00843233	1.24815e-05	0.00523273	0.179995	3.81476	52.33369
8420	-4075.199	-4084.387	9.188864	0.1329392	0.259851	13.5475	10.2226	6.20701	4.42941	1.42887	1.90696	3.09764	2.22243	2.55345	0.303786	1.13377	0.971991	0.00538158	0.280572	0.211713	0.128549	0.0917342	0.0295924	0.0394937	0.064153	0.0460271	0.0528826	0.00629149	0.0234807	0.0201302	0.352433	0.310273	0.105815	0.231479	0.00518959	0.129808	0.0188156	0.0263876	0.795311	0.0244874	1.62531e-05	0.00596887	0.189994	3.80402	48.28525
8430	-4073.597	-4083.288	9.691158	0.1277294	1.26501	17.6913	8.41081	4.92221	2.31577	1.80792	0.869262	3.12169	2.79838	5.41808	0.19436	2.62259	0.443261	0.0243832	0.341	0.162119	0.0948756	0.0446365	0.0348476	0.016755	0.0601707	0.0539388	0.104434	0.0037463	0.0505505	0.00854386	0.360794	0.303631	0.100403	0.235172	0.00696641	0.174253	0.0252577	0.00985526	0.735742	0.0479258	1.06308e-05	0.00483032	0.174171	3.82099	51.88063
8440	-4077.849	-4086.603	8.754199	0.1175538	0.788078	13.6082	9.68055	6.28907	2.62598	1.33875	0.0746859	3.47614	2.18679	2.77731	0.951576	0.929413	0.772087	0.0173209	0.29909	0.212766	0.138226	0.0577157	0.0294239	0.0016415	0.076401	0.0480627	0.0610416	0.0209144	0.0204273	0.0169695	0.338432	0.316754	0.0994774	0.245337	0.00311595	0.199805	0.0589702	0.0113004	0.671855	0.0549535	4.1614e-06	0.00302555	0.143644	3.85333	45.49863
8450	-4074.366	-4081.172	6.805542	0.1445548	0.532042	9.41294	7.72819	5.5048	2.03965	1.09309	0.0540845	1.16673	0.864879	4.29765	1.11495	1.45884	0.355455	0.0149352	0.264235	0.216942	0.154528	0.0572561	0.0306846	0.00151823	0.0327519	0.0242785	0.120641	0.0312984	0.0409518	0.00997815	0.336314	0.319262	0.100622	0.243801	0.00326178	0.209155	0.0483937	0.0118293	0.703297	0.0240626	3.75044e-05	0.00905368	0.225346	3.76556	35.62329
8460	-4072.412	-4076.855	4.443415	0.1375911	0.661275	6.3347	5.97355	3.06429	1.90543	0.735624	0.0334192	1.11123	2.013	2.9839	0.8005	1.08721	0.592627	0.0242254	0.232068	0.218837	0.112258	0.0698043	0.0269491	0.00122429	0.0407093	0.0737451	0.109313	0.0293258	0.0398293	0.0217105	0.348119	0.330468	0.104154	0.217259	0.00593631	0.200238	0.0419542	0.0229918	0.705843	0.0230367	2.31072e-05	0.00711292	0.204161	3.7887	27.29676
