Iteration	Posterior	Likelihood	Prior	alpha	bls[1]	bls[2]	bls[3]	bls[4]	bls[5]	bls[6]	bls[7]	bls[8]	bls[9]	bls[10]	bls[11]	bls[12]	bls[13]	bls_prop[1]	bls_prop[2]	bls_prop[3]	bls_prop[4]	bls_prop[5]	bls_prop[6]	bls_prop[7]	bls_prop[8]	bls_prop[9]	bls_prop[10]	bls_prop[11]	bls_prop[12]	bls_prop[13]	pi[1]	pi[2]	pi[3]	pi[4]	rho[1]	rho[2]	rho[3]	rho[4]	rho[5]	rho[6]	sr[1]	sr[2]	sr[3]	sr[4]	TL
7400	-4076.919	-4085.734	8.81454	0.1267035	1.05005	12.9896	11.5096	6.03565	2.40935	1.29314	0.501746	2.44063	0.707908	5.60332	0.173015	0.890146	0.265469	0.0228921	0.283185	0.25092	0.131583	0.0525262	0.0281917	0.0109385	0.0532081	0.0154331	0.122158	0.0037719	0.019406	0.00578747	0.365106	0.318261	0.108412	0.208221	0.0034603	0.128704	0.033273	0.0139621	0.787183	0.0334173	9.73803e-06	0.00462359	0.171065	3.8243	45.86956
7410	-4070.969	-4081.557	10.58752	0.1185458	1.06704	19.2812	13.7919	5.42743	3.20492	1.1676	0.247918	2.17987	0.597398	10.8051	1.09185	0.168138	0.606997	0.0178921	0.323308	0.231263	0.0910072	0.0537402	0.0195784	0.00415709	0.0365521	0.0100172	0.181179	0.0183082	0.00281935	0.0101781	0.3836	0.290822	0.106809	0.218768	0.00354168	0.131732	0.0209254	0.0142905	0.805698	0.0238129	4.59229e-06	0.003178	0.146586	3.85023	59.63732
7420	-4075.819	-4081.259	5.440389	0.1545389	0.706064	6.93772	7.80254	3.10766	1.60851	0.794426	0.207451	2.59545	0.119834	4.3284	0.625648	0.472914	1.14501	0.0231864	0.227828	0.256227	0.102052	0.0528217	0.0260881	0.00681246	0.085232	0.00393523	0.14214	0.0205456	0.01553	0.037601	0.350269	0.330162	0.104838	0.214731	0.00493514	0.226111	0.0442792	0.00869094	0.682802	0.0331819	6.95844e-05	0.0123153	0.255471	3.73214	30.45164
7430	-4071.812	-4077.253	5.440389	0.1419172	0.739352	7.56768	7.25096	4.44382	1.67859	0.538043	0.84572	1.94257	0.736435	4.22605	0.337013	0.0600739	0.0853195	0.0242795	0.248515	0.238114	0.14593	0.0551232	0.0176688	0.0277726	0.063792	0.0241838	0.138779	0.0110672	0.00197277	0.0028018	0.353075	0.309963	0.120512	0.21645	0.00487082	0.22456	0.0437022	0.00857768	0.652258	0.0660315	3.13942e-05	0.00828627	0.217331	3.77435	30.45164
7440	-4078.375	-4082.754	4.378645	0.1536414	0.572175	7.57501	5.10743	3.85494	1.8385	0.495114	1.21438	2.09326	0.519141	3.31356	0.188577	0.0618863	0.272923	0.0211081	0.279449	0.188418	0.142212	0.0678242	0.0182652	0.0447998	0.0772223	0.0191516	0.122241	0.00695678	0.00228305	0.0100684	0.396184	0.289069	0.101087	0.213661	0.00458401	0.144997	0.0281704	0.00807259	0.752032	0.0621433	6.60408e-05	0.0119991	0.252781	3.73515	27.1069
7450	-4076.275	-4084.84	8.565625	0.1415192	0.447193	12.0951	11.099	4.85781	2.9615	0.672556	1.49378	1.04389	0.22321	7.22952	0.986301	0.729407	0.530671	0.0100787	0.272597	0.250146	0.109484	0.0667458	0.0151579	0.0336665	0.0235269	0.00503066	0.162937	0.0222291	0.0164392	0.0119602	0.363382	0.307866	0.112438	0.216314	0.00454839	0.158363	0.0262997	0.00800986	0.741119	0.0616604	3.05453e-05	0.00817389	0.21612	3.77568	44.36992
7460	-4073.442	-4082.337	8.894423	0.1432973	1.10374	14.7817	10.8776	5.94398	2.1203	1.02191	0.892022	2.43243	0.0979255	5.65963	0.299704	0.79048	0.346801	0.0238039	0.318789	0.234592	0.128191	0.0457273	0.022039	0.0192378	0.052459	0.00211191	0.122058	0.00646356	0.0170479	0.00747928	0.36845	0.312159	0.10006	0.219331	0.00452726	0.157627	0.0261775	0.00797265	0.737676	0.06602	3.44838e-05	0.00868287	0.221526	3.76976	46.36821
7470	-4072.246	-4079.407	7.160409	0.1437562	0.831517	10.6415	8.42507	5.2503	1.08503	1.26387	0.849135	3.20691	0.32823	4.05011	0.251604	0.365557	0.618988	0.022372	0.286309	0.226677	0.141259	0.0291927	0.0340045	0.022846	0.0862819	0.00883103	0.108968	0.00676941	0.00983532	0.0166539	0.369119	0.310911	0.100241	0.219729	0.00674381	0.158035	0.0359272	0.00922106	0.732468	0.0576052	3.55629e-05	0.00881715	0.222921	3.76823	37.1678
7480	-4074.643	-4080.113	5.470301	0.1409237	0.830032	8.58478	7.34747	2.77594	1.62745	1.11874	0.316026	1.23734	0.317671	3.99872	0.691167	1.42256	0.285694	0.0271664	0.280974	0.240478	0.0908547	0.0532655	0.0366157	0.0103433	0.0404974	0.0103972	0.130876	0.0226215	0.0465595	0.00935058	0.37458	0.305952	0.0986426	0.220825	0.0144817	0.164	0.0372832	0.00956911	0.716209	0.058457	2.93094e-05	0.00800744	0.214309	3.77765	30.55359
7490	-4073.682	-4081.567	7.885402	0.1282657	1.10076	10.0152	8.17829	4.64847	2.59185	1.13402	0.774297	4.90088	0.505919	5.13254	0.152804	1.25656	0.250895	0.027084	0.246423	0.201225	0.114374	0.0637719	0.0279022	0.0190514	0.120585	0.012448	0.126285	0.0037597	0.0309173	0.00617321	0.37458	0.305952	0.0986426	0.220825	0.00273658	0.160058	0.0329497	0.00517336	0.742031	0.0570518	1.11234e-05	0.00494064	0.175796	3.81925	40.64253
7500	-4074.838	-4081.638	6.799676	0.1418092	0.388259	10.6048	7.78995	3.68515	1.53265	0.920744	1.15838	1.59374	0.503943	6.69836	0.137597	0.34502	0.239914	0.0109066	0.297901	0.218828	0.10352	0.0430538	0.0258647	0.0325402	0.0447697	0.0141563	0.188164	0.00386523	0.00969198	0.00673943	0.367691	0.309322	0.0997292	0.223257	0.00347452	0.203219	0.0418348	0.0065684	0.649228	0.0956751	3.11618e-05	0.00825566	0.217002	3.77471	35.59854
7510	-4081.027	-4085.359	4.33267	0.1548502	0.367601	7.18439	4.9593	2.27399	0.70919	1.50829	0.698091	0.894466	1.49316	3.59592	1.95048	0.772765	0.565532	0.0136284	0.266353	0.183861	0.0843056	0.0262924	0.0559181	0.0258809	0.0331613	0.0553571	0.133315	0.0723118	0.0286494	0.0209665	0.360251	0.303064	0.117945	0.21874	0.00386554	0.206206	0.0465428	0.0318038	0.653546	0.0580364	7.0847e-05	0.0124259	0.256402	3.7311	26.97317
7520	-4082.973	-4089.261	6.287907	0.1398875	1.46852	8.06009	8.52877	4.70641	1.79104	0.309533	0.850322	1.92907	1.29367	1.79267	1.23806	0.572713	0.988143	0.0437985	0.240392	0.25437	0.140368	0.0534175	0.0092318	0.0253608	0.0575342	0.0385836	0.0534664	0.0369249	0.0170811	0.0294713	0.370925	0.304935	0.104049	0.220091	0.00422523	0.150709	0.0508736	0.0233941	0.714359	0.0564391	2.72539e-05	0.00772257	0.211155	3.7811	33.52901
7530	-4069.955	-4072.032	2.076082	0.1553567	0.535619	5.46953	4.2138	4.00602	1.18891	0.81796	0.531661	0.816738	0.344901	1.9035	0.967734	0.219984	0.304635	0.0251217	0.256533	0.197636	0.187891	0.0557625	0.0383641	0.024936	0.0383067	0.0161766	0.0892781	0.0453888	0.0103177	0.014288	0.372363	0.306017	0.104452	0.217167	0.0107329	0.258036	0.0387175	0.0178042	0.631756	0.0429531	7.29399e-05	0.0126072	0.257918	3.7294	21.32099
7540	-4077.24	-4082.522	5.282301	0.1417053	0.679192	10.1618	4.68073	3.86499	1.6889	0.660561	0.698748	2.07519	0.953996	1.45945	2.1244	0.610364	0.262039	0.0227	0.339628	0.15644	0.129176	0.0564464	0.0220773	0.0233536	0.069357	0.0318845	0.0487778	0.071002	0.0203996	0.00875788	0.37382	0.307215	0.100948	0.218017	0.0200082	0.256497	0.0384866	0.017698	0.627989	0.0393209	3.09399e-05	0.00822632	0.216687	3.77506	29.92033
7550	-4072.403	-4077.976	5.573622	0.1352836	0.87763	8.30129	6.54056	3.86168	2.36258	0.43123	0.576721	2.00348	0.708295	2.11206	0.732878	1.93804	0.462834	0.0283938	0.26857	0.211605	0.124936	0.076436	0.0139515	0.0186585	0.064818	0.0229153	0.068331	0.0237106	0.0627009	0.0149739	0.37382	0.307215	0.100948	0.218017	0.0145514	0.196958	0.0279903	0.0128713	0.719032	0.028597	1.94654e-05	0.00653027	0.197132	3.79632	30.90927
7560	-4073.715	-4077.847	4.13277	0.145442	0.630947	5.54442	6.14082	3.88968	2.24836	0.323333	0.176114	0.62453	0.89893	2.86784	1.63027	0.678998	0.747231	0.0238982	0.210004	0.232594	0.147328	0.0851603	0.0122468	0.0066706	0.0236551	0.0340485	0.108624	0.0617493	0.0257182	0.0283026	0.374384	0.291775	0.115495	0.218346	0.0155087	0.1657	0.0298317	0.0147346	0.729245	0.0449798	3.97585e-05	0.00932068	0.228038	3.7626	26.40149
7570	-4069.779	-4074.206	4.427179	0.1506953	0.664148	8.12847	5.81486	3.4194	1.56383	0.803684	0.126734	1.66825	0.160541	3.72471	0.634161	0.126826	0.413384	0.0243733	0.298303	0.213397	0.125487	0.0573905	0.0294941	0.00465095	0.0612225	0.00589162	0.136692	0.0232728	0.00465432	0.0151706	0.374495	0.291564	0.11553	0.218411	0.0155087	0.1657	0.0298317	0.0147346	0.729245	0.0449798	5.5385e-05	0.0109931	0.243923	3.74503	27.24901
7580	-4071.844	-4077.081	5.237009	0.1541714	0.466521	9.13785	6.27437	2.94306	1.86138	0.487327	0.743822	1.60688	0.776207	3.9338	0.600887	0.507442	0.430841	0.0156706	0.306944	0.210759	0.0988588	0.0625244	0.0163695	0.0249853	0.0539758	0.0260731	0.132138	0.020184	0.0170452	0.0144721	0.374495	0.291564	0.11553	0.218411	0.014521	0.220297	0.0243857	0.0158814	0.6828	0.0421151	6.81159e-05	0.0121853	0.25437	3.73338	29.7704
7590	-4079.161	-4082.726	3.564847	0.1509158	0.313661	4.25877	7.69219	1.75904	1.70097	0.455505	0.695251	1.60158	0.482954	2.21012	1.90344	1.55337	0.232764	0.0126173	0.171313	0.309425	0.0707591	0.068423	0.0183231	0.0279671	0.0644251	0.0194273	0.0889039	0.0765675	0.0624856	0.00936315	0.359898	0.303824	0.114456	0.221822	0.0164603	0.249717	0.0276424	0.0473198	0.61112	0.0477396	5.61328e-05	0.0110667	0.244587	3.74429	24.85961
7600	-4072.985	-4078.575	5.589922	0.1510048	0.556643	8.90292	7.43773	2.70914	2.2315	1.02374	0.940137	1.42465	0.809492	3.95408	0.417595	0.4133	0.144983	0.017976	0.287507	0.240191	0.0874879	0.0720631	0.0330601	0.0303604	0.0460069	0.0261414	0.127691	0.0134856	0.013347	0.00468203	0.371247	0.300784	0.108366	0.219602	0.00821353	0.289257	0.0234463	0.0506748	0.587915	0.0404927	5.64368e-05	0.0110965	0.244855	3.74399	30.96589
7610	-4075.425	-4079.664	4.238821	0.1456446	0.447238	8.07057	7.31736	3.11736	1.67357	0.467975	0.669003	1.00266	0.127567	2.372	0.510037	0.272258	0.655208	0.0167487	0.302237	0.27403	0.116743	0.0626741	0.0175253	0.0250537	0.037549	0.0047773	0.0888296	0.0191005	0.0101959	0.024537	0.36214	0.308978	0.100531	0.22835	0.00876281	0.228653	0.0288479	0.0633038	0.627232	0.0432007	4.02881e-05	0.0093823	0.228652	3.76193	26.70281
7620	-4078.511	-4086.967	8.455977	0.1478072	0.625411	13.0545	10.0088	4.92863	1.7372	1.17642	1.27161	3.60619	1.03571	3.29966	1.92262	0.883077	0.184156	0.0143004	0.298497	0.228856	0.112696	0.0397221	0.0268995	0.0290761	0.0824575	0.0236821	0.0754484	0.0439618	0.020192	0.00421083	0.36214	0.308978	0.100531	0.22835	0.00987134	0.234372	0.0295694	0.0643554	0.642919	0.0189129	4.62931e-05	0.0100543	0.235202	3.7547	43.73395
7630	-4074.376	-4080.44	6.063653	0.1371738	0.571179	8.59999	5.41788	5.00763	2.19575	1.13908	0.936786	2.2119	0.0188322	2.83205	2.50034	0.805036	0.438362	0.0174807	0.263199	0.165812	0.153256	0.0672	0.0348611	0.02867	0.0676944	0.000576353	0.0866739	0.076522	0.0246378	0.0134159	0.344082	0.325003	0.105745	0.22517	0.00488285	0.287311	0.0269404	0.0586337	0.6011	0.0211319	2.24111e-05	0.00700533	0.20289	3.79008	32.67483
7640	-4075.524	-4085.666	10.14279	0.1283613	0.790892	15.9614	14.6698	6.9419	2.44699	1.7244	1.05756	3.68074	0.0285092	4.80761	0.729014	2.63305	0.0652635	0.0142408	0.287401	0.264144	0.124996	0.0440605	0.0310494	0.0190425	0.0662753	0.000513335	0.0865656	0.0131266	0.0474105	0.00117513	0.347867	0.328578	0.0959092	0.227647	0.00287238	0.288642	0.0149489	0.0479544	0.603885	0.0416966	1.12132e-05	0.00496049	0.176086	3.81894	55.53716
7650	-4076.797	-4086.713	9.915265	0.1295491	0.644827	14.5337	10.3842	6.27835	2.54115	0.621261	1.0391	6.45048	0.73126	6.8725	3.03234	0.351956	0.157743	0.0120217	0.270954	0.193594	0.117049	0.0473752	0.0115823	0.0193721	0.120258	0.013633	0.128126	0.0565325	0.00656159	0.00294084	0.354853	0.321349	0.0959808	0.227816	0.00250097	0.340311	0.0149104	0.0382357	0.583966	0.0200755	1.2378e-05	0.00521105	0.179689	3.81509	53.63878
7660	-4081.813	-4089.02	7.20658	0.1373515	0.793386	8.11035	8.68769	3.95732	2.64467	1.15157	0.545923	2.15195	0.347218	7.82313	0.784621	0.111319	0.26667	0.0212273	0.216995	0.232441	0.105879	0.0707588	0.0308107	0.0146063	0.0575759	0.00928992	0.20931	0.0209927	0.00297838	0.00713484	0.35723	0.32265	0.0964467	0.223673	0.00406245	0.196228	0.0156206	0.0311015	0.685237	0.0677502	2.27055e-05	0.00705104	0.203431	3.7895	37.37582
7670	-4083.084	-4088.054	4.970063	0.1572417	0.650568	6.6994	8.74729	2.37721	1.67406	1.30221	0.482632	2.33374	0.237052	3.33244	0.235557	0.0106322	0.823843	0.0225059	0.23176	0.302605	0.0822374	0.0579125	0.0450488	0.0166962	0.0807337	0.0082006	0.115283	0.00814888	0.000367812	0.0285002	0.367524	0.30141	0.0992259	0.231839	0.00580885	0.280584	0.0223357	0.0545123	0.539884	0.0968751	8.11526e-05	0.0132944	0.263545	3.72308	28.90663
7680	-4072.085	-4076.824	4.739558	0.1580489	0.481718	7.58478	6.65716	3.35095	1.44134	0.86651	0.645102	1.7777	0.188869	4.63634	0.267265	0.0120634	0.277363	0.01709	0.269086	0.236177	0.118882	0.0511347	0.0307413	0.0228864	0.0630677	0.00670053	0.164484	0.00948181	0.000427976	0.00984003	0.359778	0.305102	0.100441	0.234679	0.00625263	0.28993	0.0256045	0.0563281	0.557867	0.0640172	8.488e-05	0.0135947	0.265948	3.72037	28.18716
7690	-4073.169	-4077.542	4.37345	0.1456886	0.209265	6.98814	6.32728	3.94861	1.81127	0.769355	0.630437	0.946748	0.169435	4.41867	0.523231	0.0197592	0.329543	0.0077243	0.257944	0.23355	0.145749	0.066857	0.0283981	0.0232705	0.034946	0.00625412	0.1631	0.0193133	0.000729344	0.012164	0.357649	0.303297	0.110677	0.228377	0.0153466	0.307126	0.0205073	0.0451145	0.560633	0.051273	4.04036e-05	0.00939568	0.228785	3.76178	27.09175
7700	-4080.607	-4084.612	4.004961	0.165238	0.250505	5.0297	6.7945	3.60631	1.73329	0.509877	1.08109	2.74748	0.194968	2.48979	0.377067	0.0142395	1.21529	0.00961849	0.193122	0.260885	0.138469	0.0665521	0.0195775	0.0415099	0.105493	0.00748606	0.0955991	0.014478	0.000546745	0.0466628	0.335612	0.318684	0.109955	0.235749	0.0182624	0.213397	0.0169091	0.0237787	0.699733	0.0279195	0.000124189	0.0164264	0.287164	3.69629	26.0441
7710	-4079.082	-4086.343	7.260362	0.1401997	0.386803	11.8861	9.80906	3.95677	2.44781	0.507326	1.08085	2.78228	0.946998	1.47309	0.201151	1.40606	0.735922	0.0102818	0.315951	0.260739	0.105177	0.0650662	0.0134855	0.0287305	0.073957	0.0251725	0.0391568	0.00534688	0.037375	0.0195618	0.388586	0.285056	0.101586	0.224773	0.0186862	0.165766	0.0190092	0.0377054	0.715969	0.0428645	2.78607e-05	0.00780777	0.212105	3.78006	37.62026
7720	-4080.218	-4085.317	5.098938	0.1494611	0.979698	7.67151	4.74726	4.49911	2.17813	0.303958	1.1859	1.95269	2.4034	2.37973	0.0559701	0.0940455	0.868033	0.0334146	0.261653	0.161915	0.153451	0.0742896	0.0103671	0.0404476	0.0666005	0.081973	0.0811656	0.00190898	0.00320762	0.0296061	0.388586	0.285056	0.101586	0.224773	0.0207734	0.184281	0.0211325	0.0577345	0.683034	0.0330444	5.13432e-05	0.0105861	0.2402	3.74916	29.31943
7730	-4075.979	-4080.45	4.470497	0.1545361	0.613784	6.62395	5.36231	3.69785	1.47664	0.753057	1.0478	0.924285	1.4896	2.6665	0.312316	2.00144	0.407122	0.02242	0.241956	0.195872	0.135073	0.0539378	0.0275073	0.0382734	0.0337618	0.0544112	0.0974006	0.0114081	0.0731075	0.0148712	0.388586	0.285056	0.101586	0.224773	0.0187451	0.271701	0.0190691	0.0520974	0.608569	0.029818	6.95732e-05	0.0123143	0.255462	3.73215	27.37666
7740	-4076.049	-4078.388	2.339456	0.1704312	0.412882	5.12562	4.86813	2.67589	1.1841	1.09017	0.690514	1.54582	1.44772	2.1873	0.541293	0.0205583	0.109415	0.0188536	0.234053	0.222295	0.12219	0.0540701	0.0497807	0.0315312	0.0705873	0.0661079	0.0998793	0.0247172	0.000938762	0.00499623	0.388586	0.285056	0.101586	0.224773	0.0213251	0.171462	0.0216937	0.0592678	0.692329	0.033922	0.000160242	0.0186441	0.302258	3.67894	21.89942
7750	-4077.618	-4079.289	1.671081	0.150779	0.999952	5.55809	3.95962	1.87326	1.51094	0.529922	0.619365	1.50103	0.866117	2.63315	0.0859441	0.0305613	0.299341	0.0488561	0.27156	0.193461	0.0915246	0.0738223	0.0258912	0.0302612	0.0733379	0.0423171	0.128652	0.0041991	0.00149318	0.0146253	0.385793	0.283346	0.108677	0.222184	0.0196893	0.15831	0.0200296	0.0201166	0.750535	0.0313199	5.56682e-05	0.011021	0.244175	3.74475	20.46729
7760	-4076.513	-4083.861	7.347277	0.1468794	1.04855	7.79565	9.60401	4.53154	2.76257	1.39597	0.806751	2.52604	0.7035	3.98319	0.820799	0.181729	1.85995	0.0275787	0.205039	0.252603	0.119187	0.0726604	0.0367164	0.021219	0.0664394	0.0185033	0.104765	0.0215885	0.0047798	0.04892	0.377015	0.28964	0.106225	0.227119	0.0197355	0.158681	0.012294	0.0201639	0.752297	0.0368282	4.36362e-05	0.00976276	0.232394	3.7578	38.02025
7770	-4073.432	-4077.08	3.647663	0.1504866	0.580703	5.73087	5.79258	2.68967	2.21312	0.808354	0.227019	2.08199	1.19679	2.3219	0.728242	0.101931	0.604028	0.0231566	0.228529	0.23099	0.107256	0.0882523	0.0322346	0.00905279	0.0830233	0.0477241	0.0925903	0.02904	0.0040647	0.0240867	0.370576	0.307535	0.0981885	0.223701	0.0221241	0.165044	0.0113998	0.0226043	0.736604	0.0422237	5.46849e-05	0.0109237	0.243294	3.74573	25.0772
7780	-4078.128	-4085.554	7.42626	0.1375023	0.697329	10.5795	7.10182	4.60624	1.60787	1.20407	0.33133	2.63667	1.91492	5.64376	0.395419	0.419814	1.25041	0.0181647	0.275586	0.184996	0.119988	0.0418835	0.0313647	0.00863082	0.0686826	0.0498818	0.147014	0.0103003	0.0109357	0.0325719	0.387476	0.296248	0.0883889	0.227887	0.0222093	0.16568	0.0114437	0.0188388	0.739442	0.0423864	2.29577e-05	0.00708995	0.20389	3.789	38.38916
7790	-4079.234	-4083.663	4.429628	0.1251345	0.579798	9.14119	4.4029	2.72458	1.05579	0.849859	0.257206	1.69151	1.48399	3.41392	0.78021	0.0736494	0.801587	0.0212721	0.33538	0.161538	0.0999618	0.0387358	0.0311804	0.00943662	0.0620598	0.054446	0.125253	0.0286251	0.00270211	0.0294093	0.373017	0.285193	0.108081	0.233709	0.0200806	0.205343	0.0328383	0.0300721	0.671889	0.0397767	8.49174e-06	0.00431837	0.166325	3.82935	27.2562
7800	-4074.171	-4077.795	3.624698	0.1627149	0.788711	7.65676	6.19645	2.2564	1.79314	0.339752	0.583842	1.13881	0.678527	2.29751	1.02132	0.160386	0.105015	0.0315275	0.306067	0.247693	0.0901962	0.0716777	0.013581	0.0233382	0.0455223	0.0271231	0.0918392	0.0408258	0.00641117	0.0041978	0.347418	0.320195	0.098388	0.233999	0.0159787	0.221492	0.0320076	0.0293114	0.66244	0.0387706	0.00010908	0.0154007	0.279758	3.70473	25.01662
7810	-4077.83	-4081.089	3.25879	0.1526667	0.294573	6.30874	5.119	1.63626	1.75351	1.11321	0.113886	1.00686	1.67813	2.92302	1.18609	0.310543	0.631985	0.0122352	0.262037	0.21262	0.0679628	0.072833	0.0462378	0.00473029	0.0418203	0.069702	0.121409	0.0492648	0.0128986	0.0262498	0.362103	0.312989	0.096174	0.228734	0.0148398	0.24635	0.0303419	0.0437501	0.627965	0.0367529	6.23529e-05	0.0116609	0.249855	3.73842	24.07582
7820	-4072.074	-4072.003	-0.07022889	0.1591423	0.400464	5.04188	3.48168	1.87531	1.17557	0.479275	0.450325	0.65888	1.20209	1.37936	0.451163	0.114844	0.520964	0.0232399	0.292591	0.20205	0.108829	0.0682211	0.0278134	0.0261334	0.0382363	0.0697599	0.0800471	0.026182	0.00666468	0.0302327	0.365845	0.317688	0.0971679	0.219299	0.0116153	0.28673	0.0353153	0.0509212	0.563632	0.051786	9.01378e-05	0.0140072	0.269196	3.71671	17.2318
7830	-4077.573	-4076.568	-1.004755	0.1813541	0.252102	3.86201	4.18411	1.97073	1.32877	0.423965	0.52811	0.665878	0.42537	0.848395	0.413279	0.322538	0.519122	0.0160122	0.245295	0.265752	0.125171	0.0843966	0.026928	0.0335428	0.042293	0.0270172	0.0538855	0.0262493	0.0204859	0.0329718	0.380643	0.292724	0.0984633	0.228169	0.0152631	0.289686	0.0324252	0.0408614	0.569444	0.05232	0.000261137	0.0237584	0.333276	3.6427	15.74439
7840	-4072.848	-4075.621	2.772727	0.1630813	0.572222	6.45499	4.65001	2.78947	1.90602	0.50028	0.788575	1.05512	0.0114733	2.57291	0.562588	0.167209	0.862559	0.024995	0.281958	0.203115	0.121846	0.0832563	0.0218526	0.0344455	0.0460883	0.000501163	0.112386	0.0245742	0.00730382	0.0376772	0.344685	0.315614	0.0936891	0.246012	0.00984635	0.295984	0.0331301	0.0377566	0.569826	0.0534573	0.000111182	0.0155475	0.280836	3.7035	22.89342
7850	-4072.806	-4075.051	2.245346	0.1757198	0.513098	5.74844	3.67034	2.98629	1.75848	0.870162	0.863646	1.68109	0.0673174	2.09308	0.726657	0.324164	0.387809	0.0236553	0.26502	0.169214	0.137677	0.0810713	0.0401171	0.0398167	0.0775031	0.00310354	0.0964972	0.0335011	0.0149449	0.0178792	0.340245	0.329898	0.0979293	0.231927	0.0105169	0.268975	0.0353863	0.0350193	0.608631	0.0414714	0.000204535	0.021046	0.317406	3.66134	21.69056
7860	-4073.453	-4076.257	2.803203	0.1563152	0.40028	7.09682	3.22681	3.15729	1.07683	0.688016	0.752671	2.18113	0.0683905	2.50154	1.13965	0.175422	0.500556	0.0174297	0.309022	0.140507	0.13748	0.046889	0.0299588	0.0327741	0.0949747	0.00297798	0.108926	0.0496248	0.00763852	0.0217961	0.344149	0.319512	0.111715	0.224625	0.0118008	0.309501	0.0397061	0.0392944	0.558597	0.0411009	7.70313e-05	0.0129542	0.260781	3.72619	22.96541
7870	-4072.938	-4073.83	0.892236	0.151052	0.505219	4.35373	4.99447	2.76687	0.959473	0.726818	0.666092	0.970593	0.0653848	1.77918	0.743905	0.100375	0.306103	0.0266772	0.229891	0.263725	0.1461	0.0506633	0.0383784	0.0351719	0.0512505	0.00345253	0.0939465	0.0392806	0.00530015	0.0161632	0.353955	0.314107	0.114898	0.21704	0.0134114	0.299365	0.0384058	0.0380075	0.540303	0.0705076	5.65985e-05	0.0111123	0.244997	3.74383	18.93822
7880	-4075.293	-4073.828	-1.46519	0.1576862	0.484123	3.14653	3.29562	2.22638	1.26167	0.732046	0.365021	0.754466	0.110061	1.43588	0.717377	0.242515	0.294667	0.0321327	0.208845	0.21874	0.147771	0.0837412	0.0485881	0.0242276	0.0500762	0.00730508	0.0953036	0.0476145	0.0160965	0.0195579	0.379085	0.301889	0.110429	0.208598	0.00783585	0.27977	0.0345898	0.0445687	0.574151	0.0590842	8.3189e-05	0.0134593	0.264868	3.72159	15.06636
7890	-4080.649	-4081.977	1.327644	0.1681309	0.811808	4.0524	4.97547	2.8911	1.35191	0.516854	0.0870195	0.628831	0.377621	2.18912	0.842713	0.742907	0.307741	0.0410512	0.20492	0.251598	0.146196	0.0683631	0.0261361	0.00440037	0.0317985	0.0190954	0.110699	0.042614	0.0375671	0.0155618	0.351799	0.315678	0.114397	0.218126	0.00735903	0.262746	0.032485	0.0418566	0.539214	0.11634	0.000143414	0.0176443	0.295598	3.68661	19.77549
7900	-4075.289	-4075.19	-0.09855486	0.1575322	0.357408	3.49927	3.04217	2.51914	1.14752	0.655508	0.360612	1.20136	0.48745	1.88804	0.945867	0.662808	0.417235	0.0207984	0.203631	0.177031	0.146595	0.066777	0.0381456	0.0209849	0.0699098	0.0283659	0.109869	0.0550423	0.0385704	0.0242799	0.359703	0.313093	0.113937	0.213266	0.00654133	0.233551	0.0288755	0.0264295	0.60119	0.103413	8.24793e-05	0.0134021	0.26441	3.72211	17.18438
7910	-4078.481	-4082.865	4.384031	0.1581175	0.799663	6.18299	3.73821	5.34112	1.60325	0.963833	0.258712	1.01602	0.696403	2.71717	2.39667	1.05876	0.349832	0.0294833	0.227964	0.137826	0.196925	0.0591111	0.0355361	0.00953862	0.0374601	0.0256761	0.100181	0.0883641	0.039036	0.0128982	0.370093	0.314083	0.101884	0.21394	0.00654133	0.233551	0.0288755	0.0264295	0.60119	0.103413	8.52027e-05	0.0136204	0.266152	3.72014	27.12262
7920	-4073.854	-4076.014	2.160619	0.1573451	0.543332	5.53971	4.02295	2.25307	1.26941	0.714273	0.329216	1.42712	0.431222	1.48657	2.65261	0.199848	0.635265	0.0252658	0.257606	0.187074	0.104772	0.0590296	0.0332149	0.0153091	0.0663636	0.0200525	0.0691279	0.123351	0.00929329	0.0295409	0.383207	0.302811	0.0969811	0.217001	0.00661416	0.235761	0.0291969	0.0159807	0.607883	0.104564	8.16228e-05	0.0133327	0.263852	3.72273	21.5046
7930	-4079.458	-4085.557	6.098984	0.1469989	0.694517	9.03362	8.0877	3.53479	1.53439	1.43869	0.722389	1.51339	0.106283	5.53405	0.316613	0.223803	0.0671688	0.0211695	0.275353	0.246521	0.107744	0.0467697	0.0438525	0.0220191	0.0461295	0.00323961	0.168683	0.00965067	0.00682173	0.00204737	0.370385	0.310105	0.0972814	0.222228	0.00556173	0.357143	0.0245512	0.0136596	0.511158	0.0879261	4.39716e-05	0.00980005	0.232756	3.7574	32.8074
7940	-4074.398	-4079.343	4.944872	0.1520356	0.502039	8.74867	6.15651	3.45408	1.27314	1.10119	1.0066	2.07739	0.8368	2.90891	0.350216	0.357499	0.0537934	0.0174157	0.30349	0.213569	0.119822	0.0441653	0.0382003	0.0349188	0.0720644	0.0290285	0.10091	0.012149	0.0124016	0.00186609	0.351542	0.315485	0.106434	0.226539	0.00556173	0.357143	0.0245512	0.0136596	0.511158	0.0879261	6.00518e-05	0.0114447	0.247958	3.74054	28.82683
