Iteration	Replicate_ID	Posterior	Likelihood	Prior	alpha	bls[1]	bls[2]	bls[3]	bls[4]	bls[5]	bls[6]	bls[7]	bls[8]	bls[9]	bls[10]	bls[11]	bls[12]	bls[13]	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	p_inv	pi[1]	pi[2]	pi[3]	pi[4]	sr[1]	sr[2]	sr[3]	sr[4]	TL
1125	1	-4084.684	-4079.693	-4.99085	1.01846	0.172559	0.460129	0.639424	0.406614	0.377445	0.213349	0.13278	0.239098	0.0382247	0.173162	0.000940344	0.235871	0.145396	0.0913419	0.222973	0.0846944	0.0307342	0.53153	0.038727	0.3187799	0.304292	0.325219	0.135521	0.234968	0.140622	0.482231	1.00299	2.37415	3.234994
1126	1	-4080.787	-4079.659	-1.127804	0.8729075	0.144319	0.440458	0.590236	0.421987	0.222485	0.177986	0.130881	0.300792	0.0244792	0.0495762	0.0246411	0.0767447	0.244105	0.118014	0.229526	0.0794825	0.0133235	0.498821	0.0608323	0.2951139	0.318965	0.30062	0.13209	0.248324	0.110952	0.434911	0.975276	2.47886	2.848689
1127	1	-4085.478	-4082.835	-2.643793	0.8273014	0.136093	0.550143	0.590582	0.380431	0.383316	0.147607	0.133531	0.227181	0.00787425	0.0654724	0.0269247	0.105057	0.246077	0.089461	0.274833	0.0787779	0.0678457	0.450466	0.0386165	0.3641844	0.354964	0.281573	0.121708	0.241755	0.101354	0.417898	0.964242	2.51651	3.000288
1128	1	-4079.39	-4076.459	-2.931588	0.8453783	0.13786	0.56069	0.499545	0.387635	0.300005	0.187532	0.0878589	0.243415	0.134704	0.0386692	0.0915092	0.149158	0.210486	0.0839449	0.209215	0.068701	0.0807499	0.525624	0.031765	0.3066216	0.3203	0.300779	0.133837	0.245084	0.105172	0.424782	0.968777	2.50127	3.029068
1129	1	-4079.193	-4077.466	-1.727325	0.9460254	0.194235	0.51819	0.454248	0.359018	0.248074	0.188532	0.17174	0.233232	0.134704	0.0235997	0.0902992	0.138933	0.153837	0.0862571	0.250313	0.0941164	0.0659915	0.447873	0.0554492	0.2907309	0.345023	0.296819	0.136654	0.221504	0.126063	0.459905	0.990447	2.42359	2.908641
1130	1	-4083.6	-4083.838	0.2372069	1.027381	0.150631	0.476279	0.463055	0.412002	0.233383	0.188806	0.123181	0.0758779	0.0406067	0.0290324	0.104653	0.191947	0.222736	0.118859	0.271032	0.0928693	0.0193138	0.422613	0.0753138	0.3586307	0.30858	0.327182	0.120377	0.243861	0.142385	0.48483	1.00439	2.36839	2.712188
1131	1	-4079.321	-4079.702	0.380345	1.088876	0.13201	0.49168	0.468959	0.325099	0.262545	0.175517	0.112665	0.210623	0.0406067	0.00071515	0.0981241	0.123075	0.256256	0.106327	0.221344	0.0872457	0.0153493	0.509611	0.0601236	0.3632356	0.356998	0.272433	0.136503	0.234066	0.154338	0.501927	1.0133	2.33044	2.697874
1132	1	-4080.077	-4082.017	1.940307	1.093467	0.141607	0.371285	0.462597	0.337795	0.256073	0.168628	0.097499	0.178703	0.0292545	0.000817891	0.174114	0.160369	0.163136	0.10446	0.221668	0.0833728	0.061422	0.500664	0.0284125	0.3083903	0.343362	0.293662	0.140124	0.222852	0.155217	0.503149	1.01391	2.32772	2.541878
1133	1	-4081.894	-4080.865	-1.028649	1.245551	0.187487	0.543288	0.511935	0.377245	0.254174	0.220489	0.106914	0.23286	0.0483926	0.00273008	0.085608	0.0832325	0.184418	0.104206	0.22858	0.0838991	0.077053	0.489474	0.0167872	0.3635445	0.3439	0.289607	0.134942	0.231551	0.183211	0.539886	1.03119	2.24572	2.838774
1134	1	-4086.539	-4089.666	3.127195	2.027527	0.130367	0.36434	0.548655	0.337536	0.165555	0.230606	0.0889575	0.180922	0.0964989	0.00210967	0.0767195	0.0165065	0.184418	0.114214	0.189099	0.11274	0.0412625	0.495448	0.0472364	0.4046007	0.31893	0.306394	0.159235	0.21544	0.296539	0.657909	1.07066	1.97489	2.423189
1135	1	-4086.523	-4085.871	-0.6521792	2.343774	0.148104	0.51328	0.541605	0.490008	0.158277	0.191138	0.103511	0.162209	0.0923716	0.0447521	0.0325977	0.0551862	0.268086	0.104041	0.198533	0.0957977	0.0417631	0.52687	0.0329945	0.3757311	0.298097	0.30141	0.161396	0.239097	0.331126	0.687211	1.07662	1.90505	2.801127
1136	1	-4083.825	-4083.581	-0.2437827	1.251122	0.186685	0.539965	0.516963	0.368051	0.198986	0.178912	0.0614809	0.19137	0.0620381	0.0608718	0.146843	0.0505853	0.197536	0.0835302	0.203924	0.113109	0.0299223	0.499094	0.0704197	0.316899	0.329439	0.31057	0.130488	0.229503	0.184195	0.541107	1.03172	2.24298	2.760287
1137	1	-4083.937	-4081.997	-1.940649	0.917328	0.173087	0.492821	0.562532	0.419814	0.197712	0.252551	0.0908671	0.20619	0.0932525	0.0287769	0.146843	0.0534418	0.212086	0.10471	0.228115	0.102512	0.0114061	0.489457	0.0637991	0.3525417	0.315186	0.312734	0.143324	0.228756	0.120178	0.45041	0.984827	2.44459	2.929974
1138	1	-4083.393	-4086.994	3.601291	1.003789	0.133145	0.315548	0.515338	0.390537	0.154221	0.195739	0.085075	0.118516	0.0655731	0.0110508	0.0644037	0.148194	0.178439	0.109389	0.2534	0.0824629	0.01801	0.463121	0.0736172	0.3525417	0.331245	0.298178	0.14918	0.221397	0.137709	0.477888	1.00062	2.38378	2.37578
1139	1	-4082.788	-4082.423	-0.3653366	0.6469666	0.151436	0.383174	0.605875	0.38856	0.249155	0.197653	0.0926696	0.161898	0.0418053	0.122329	0.0724907	0.0837862	0.22161	0.114575	0.264992	0.069947	0.0467663	0.439081	0.0646383	0.2625904	0.333895	0.288659	0.131352	0.246094	0.0629173	0.337395	0.903511	2.69618	2.772442
1140	1	-4081.166	-4082.873	1.707362	0.906922	0.184093	0.465567	0.374968	0.357869	0.18545	0.169305	0.173459	0.182965	0.0971674	0.095306	0.0433187	0.0679627	0.167742	0.128396	0.228731	0.0718924	0.0257795	0.486449	0.0587523	0.2984457	0.311361	0.301985	0.145904	0.240751	0.118029	0.446869	0.982686	2.45242	2.565173
1141	1	-4083.6	-4090.696	7.095391	1.511711	0.109834	0.259733	0.320114	0.297191	0.182789	0.143285	0.117495	0.205154	0.121713	0.0317357	0.015491	0.129645	0.092189	0.106216	0.256631	0.095366	0.012184	0.402418	0.127185	0.3796503	0.347464	0.298161	0.130132	0.224243	0.227126	0.590494	1.0511	2.13128	2.02637
1142	1	-4078.544	-4080.108	1.563773	1.062941	0.128123	0.348686	0.492727	0.390008	0.203636	0.190197	0.16351	0.228643	0.121713	0.0760436	0.00964587	0.0953599	0.131239	0.12192	0.284107	0.100051	0.0171864	0.413568	0.0631676	0.3317604	0.304932	0.303055	0.138782	0.253231	0.149339	0.494886	1.00969	2.34608	2.579531
1143	1	-4079.362	-4082.996	3.633179	1.397136	0.126199	0.390529	0.382621	0.309557	0.197359	0.179893	0.137317	0.179237	0.0549183	0.110407	0.050349	0.0688849	0.185319	0.131999	0.329567	0.084611	0.0209323	0.372354	0.0605372	0.3541655	0.305734	0.313951	0.131395	0.248921	0.208986	0.570488	1.04376	2.17676	2.372591
1144	1	-4085.865	-4085.091	-0.7743057	0.6381465	0.124714	0.39692	0.564974	0.375678	0.219092	0.158441	0.195468	0.283985	0.040342	0.157144	0.0526109	0.141296	0.102674	0.134625	0.31407	0.0610955	0.0745538	0.379762	0.0358936	0.2223093	0.312272	0.290987	0.126345	0.270396	0.0610591	0.332824	0.899599	2.70652	2.813339
1145	1	-4086.565	-4088.49	1.925169	0.9450713	0.1068	0.427546	0.304178	0.356404	0.20897	0.242474	0.143733	0.201376	0.0614456	0.113955	0.0440912	0.121539	0.210881	0.0632694	0.353601	0.112688	0.0276204	0.368567	0.0742541	0.2739757	0.316767	0.316472	0.12292	0.243841	0.125868	0.459595	0.990267	2.42427	2.543392
1146	1	-4078.597	-4077.488	-1.109504	0.6614995	0.118589	0.501422	0.453413	0.444198	0.230549	0.193328	0.161991	0.22995	0.0582018	0.152501	0.0762306	0.072593	0.153893	0.0925433	0.260772	0.0929988	0.0179312	0.441949	0.093806	0.2785435	0.345481	0.291372	0.119181	0.243965	0.0659913	0.344784	0.909721	2.6795	2.846859
1147	1	-4085.187	-4082.075	-3.11184	0.7682517	0.21917	0.461824	0.567346	0.431998	0.24686	0.188085	0.207055	0.244927	0.115763	0.0752163	0.0252222	0.165235	0.0983921	0.0844503	0.237967	0.0716749	0.0222967	0.518487	0.0651242	0.302825	0.364464	0.281313	0.141094	0.213129	0.0887874	0.394031	0.947754	2.56943	3.047093
1148	1	-4081.288	-4076.418	-4.869224	0.7306997	0.148134	0.500834	0.567501	0.371414	0.349303	0.145048	0.162565	0.300682	0.168988	0.129193	0.0927995	0.0602295	0.22614	0.0856078	0.209861	0.0570534	0.061094	0.535314	0.05107	0.2985474	0.350962	0.294812	0.125034	0.229192	0.0807541	0.377662	0.935734	2.60585	3.222831
1149	1	-4085.862	-4079.224	-6.63779	0.4227422	0.145193	0.547979	0.569681	0.669779	0.206498	0.156212	0.209867	0.234337	0.183064	0.110072	0.0149389	0.124166	0.227901	0.0664297	0.200501	0.0889644	0.0329448	0.555665	0.0554947	0.1290177	0.356136	0.293556	0.131358	0.21895	0.0201274	0.198531	0.754762	3.02658	3.399688
1150	1	-4080.431	-4074.752	-5.679699	0.4345712	0.223691	0.57902	0.452595	0.456451	0.314046	0.206329	0.131984	0.238415	0.183064	0.0891836	0.0715182	0.0816594	0.275923	0.0740257	0.208488	0.109455	0.0469268	0.527112	0.0339932	0.1320783	0.353586	0.284603	0.126598	0.235213	0.0220013	0.207077	0.766136	3.00479	3.303879
1151	1	-4082.737	-4076.525	-6.211994	0.5162076	0.135935	0.642326	0.585744	0.402908	0.235432	0.313181	0.171645	0.221508	0.146675	0.0645893	0.0905659	0.143496	0.203103	0.0661108	0.206519	0.111173	0.0700471	0.522134	0.0240165	0.2129119	0.336411	0.307858	0.129996	0.225735	0.0364297	0.262365	0.831712	2.86949	3.357108
1152	1	-4082.436	-4082.434	-0.002158856	0.8877253	0.138099	0.562066	0.414661	0.354936	0.218057	0.182378	0.0988936	0.295832	0.108467	0.0495265	0.0860283	0.0791119	0.148068	0.0561242	0.16269	0.121317	0.0727973	0.55047	0.0366014	0.3027661	0.343926	0.300494	0.145005	0.210575	0.114044	0.440194	0.978584	2.46718	2.736125
1153	1	-4081.543	-4082.714	1.171124	0.718093	0.151504	0.387831	0.5512	0.439277	0.190631	0.152039	0.162542	0.138489	0.149015	0.0626847	0.029808	0.102059	0.101717	0.0662421	0.158362	0.147136	0.0223226	0.543805	0.0621322	0.2460043	0.325819	0.301063	0.153674	0.219444	0.0780564	0.371943	0.931393	2.61861	2.618796
1154	1	-4079.585	-4079.466	-0.1190855	0.6679982	0.170059	0.504191	0.454816	0.439277	0.262288	0.213745	0.11716	0.158848	0.0452169	0.0674003	0.0374828	0.128096	0.149238	0.107718	0.203319	0.14422	0.0231648	0.479327	0.0422511	0.2358542	0.313357	0.285679	0.164362	0.236603	0.0673702	0.348031	0.912407	2.67219	2.747817
1155	1	-4082.766	-4079.984	-2.782708	0.6683883	0.132398	0.610201	0.676316	0.353985	0.175525	0.212604	0.131585	0.244942	0.026624	0.0976307	0.0189186	0.0386047	0.294846	0.0875694	0.231708	0.116884	0.029223	0.472966	0.0616494	0.2699192	0.30459	0.333708	0.12324	0.238463	0.067453	0.348225	0.912566	2.67176	3.01418
1156	1	-4077.44	-4075.187	-2.252402	0.6275066	0.156108	0.645568	0.425003	0.404787	0.271396	0.249151	0.118014	0.237049	0.0665235	0.138561	0.0441054	0.101165	0.103718	0.0888312	0.247393	0.117637	0.0431872	0.451801	0.0511501	0.2399298	0.329633	0.309559	0.133784	0.227023	0.0588263	0.327221	0.894728	2.71922	2.961149
1157	1	-4082.32	-4078.501	-3.819776	0.6388926	0.184058	0.516919	0.54616	0.359578	0.271396	0.273377	0.101418	0.326342	0.0245339	0.188721	0.025429	0.115512	0.184443	0.0821179	0.271565	0.11723	0.0635388	0.440154	0.0253936	0.2388797	0.33302	0.300487	0.119086	0.247407	0.061216	0.333213	0.899934	2.70564	3.117886
1158	1	-4079.765	-4075.945	-3.820747	1.0843	0.171329	0.522407	0.470953	0.421943	0.305462	0.209374	0.100756	0.293822	0.0794815	0.109667	0.0748649	0.132624	0.2253	0.0693564	0.249639	0.120568	0.045164	0.469944	0.0453291	0.3347994	0.33057	0.298276	0.11821	0.252944	0.153461	0.500702	1.01268	2.33316	3.117983
1159	1	-4077.738	-4081.45	3.712032	0.886856	0.150609	0.365675	0.384028	0.284475	0.212526	0.173093	0.124153	0.212434	0.0517395	0.0876869	0.0240446	0.136439	0.157802	0.0726686	0.321659	0.0847604	0.047078	0.390969	0.0828649	0.3102233	0.342765	0.306257	0.114312	0.236666	0.113863	0.439887	0.978394	2.46786	2.364706
1160	1	-4083.387	-4084.636	1.24923	1.261994	0.142187	0.464037	0.420167	0.330429	0.229966	0.172941	0.145934	0.168321	0.0700069	0.0711797	0.0597876	0.113593	0.222436	0.0865043	0.334092	0.0812145	0.0520846	0.347062	0.0990429	0.3452528	0.321763	0.334274	0.0988014	0.245161	0.186108	0.543467	1.03274	2.23768	2.610986
1161	1	-4089.49	-4086.421	-3.069489	1.037346	0.156236	0.610384	0.475298	0.397386	0.323913	0.196679	0.0850386	0.319514	0.0656014	0.180223	0.0844892	0.00593912	0.142156	0.0871925	0.326703	0.0795182	0.0156086	0.395824	0.0951544	0.3632582	0.326203	0.293231	0.109755	0.270812	0.144345	0.487696	1.00592	2.36204	3.042858
1162	1	-4083.588	-4080.829	-2.758592	0.7171181	0.0919569	0.499995	0.513246	0.427313	0.286237	0.146022	0.163953	0.190732	0.062582	0.24333	0.0865093	0.114863	0.185029	0.0629748	0.296313	0.102291	0.0515588	0.443707	0.0431552	0.3653008	0.319356	0.329777	0.11533	0.235536	0.0778478	0.371496	0.93105	2.61961	3.011768
1163	1	-4084.01	-4084.516	0.5063046	1.78989	0.163816	0.583221	0.419493	0.305692	0.194164	0.244504	0.113965	0.177517	0.0257073	0.0906141	0.141069	0.018975	0.206541	0.099831	0.230284	0.108919	0.0439972	0.446066	0.0709017	0.3811116	0.343177	0.284633	0.128154	0.244036	0.266835	0.630634	1.06372	2.03881	2.685278
1164	1	-4081.05	-4082.22	1.170298	0.7077662	0.103369	0.411606	0.44826	0.382495	0.247228	0.202222	0.140175	0.159056	0.0227932	0.143623	0.0614228	0.120324	0.176304	0.0654959	0.226855	0.114231	0.04397	0.531895	0.0175535	0.3312155	0.35235	0.302696	0.132419	0.212536	0.0758479	0.367172	0.927713	2.62927	2.618879
1165	1	-4089.331	-4083.006	-6.325777	1.026485	0.155182	0.589896	0.746218	0.528917	0.367735	0.211769	0.117246	0.181952	0.0501568	0.020118	0.0159812	0.0838992	0.299415	0.0644845	0.196736	0.0826539	0.048273	0.566757	0.041095	0.4271851	0.337567	0.303015	0.123868	0.23555	0.142208	0.48457	1.00425	2.36897	3.368486
1166	1	-4080.5	-4084.339	3.839461	1.321271	0.114299	0.331819	0.461024	0.336639	0.231051	0.106949	0.0906238	0.229212	0.0935647	0.0509598	0.078993	0.0755008	0.151327	0.0996864	0.169204	0.125173	0.019624	0.505824	0.0804893	0.3587077	0.342207	0.280916	0.146904	0.229973	0.196346	0.555825	1.03794	2.20989	2.351963
1167	1	-4080.896	-4077.77	-3.126758	1.103166	0.218944	0.585005	0.550136	0.452003	0.269032	0.212066	0.129937	0.217716	0.0634746	0.0733882	0.0484151	0.110223	0.118243	0.0872297	0.223305	0.0750611	0.0342038	0.532967	0.0472333	0.3140119	0.33049	0.314849	0.135208	0.219454	0.157067	0.505707	1.01519	2.32203	3.048585
1168	1	-4082.198	-4082.028	-0.1696647	0.8606209	0.127588	0.477545	0.44309	0.36532	0.227412	0.212066	0.0862343	0.206681	0.073701	0.109366	0.128782	0.159748	0.135342	0.080396	0.283295	0.0798467	0.0473646	0.45906	0.0500383	0.3148229	0.369899	0.293878	0.109047	0.227176	0.108378	0.430442	0.972434	2.48875	2.752875
1169	1	-4079.937	-4079.173	-0.7645986	0.8257378	0.127092	0.415754	0.462178	0.348983	0.305552	0.142836	0.165692	0.230777	0.125207	0.153575	0.0454853	0.159748	0.129489	0.067901	0.224601	0.0940207	0.0539643	0.467121	0.0923921	0.2921453	0.352361	0.297752	0.114583	0.235304	0.101023	0.417293	0.963839	2.51785	2.812369
1170	1	-4077.515	-4078.867	1.35168	0.8174641	0.12453	0.38376	0.480801	0.369417	0.26163	0.185889	0.0981977	0.134676	0.0660949	0.135525	0.0660879	0.127795	0.166338	0.0716748	0.280123	0.101706	0.0224247	0.45268	0.0713919	0.3131898	0.34283	0.319258	0.116831	0.22108	0.0992692	0.414071	0.961679	2.52498	2.600741
1171	1	-4074.71	-4077.502	2.791618	1.111134	0.133114	0.440313	0.395264	0.374376	0.215558	0.183055	0.131069	0.139157	0.0483682	0.0654346	0.041332	0.116227	0.17348	0.0878892	0.229981	0.0847827	0.0548706	0.484078	0.0583988	0.340484	0.338745	0.281156	0.129655	0.250444	0.15858	0.507784	1.01622	2.31741	2.456747
1172	1	-4087.344	-4087.508	0.1637614	1.220617	0.124646	0.544365	0.341472	0.343549	0.18262	0.208403	0.127417	0.296208	0.0212537	0.109672	0.0967731	0.115927	0.207226	0.101285	0.229499	0.0693229	0.0336739	0.49301	0.0732092	0.3916913	0.361361	0.27426	0.12191	0.242469	0.178769	0.534321	1.02872	2.25819	2.719533
1173	1	-4080.755	-4085.288	4.533043	1.46824	0.141584	0.466519	0.384835	0.24812	0.22655	0.140977	0.14228	0.24772	0.0219602	0.0531066	0.0800697	0.0332552	0.0956265	0.111394	0.248783	0.0945379	0.0122855	0.469081	0.0639183	0.3814373	0.316906	0.303362	0.141229	0.238504	0.220374	0.583183	1.0485	2.14794	2.282604
1174	1	-4077.714	-4080.507	2.793748	1.297971	0.110109	0.450722	0.431139	0.355477	0.128427	0.149416	0.15694	0.207412	0.030112	0.13696	0.108398	0.0765486	0.114874	0.108418	0.207751	0.108707	0.0476421	0.476402	0.0510799	0.369191	0.335826	0.288498	0.150026	0.22565	0.19236	0.551067	1.03597	2.2206	2.456534
1175	1	-4076.421	-4076.584	0.1628794	1.022238	0.121052	0.50176	0.454708	0.331078	0.237033	0.201813	0.123173	0.224249	0.0526726	0.0825119	0.0410898	0.198328	0.150153	0.0873185	0.229329	0.106197	0.0261981	0.474438	0.0765189	0.2938091	0.334074	0.292226	0.140541	0.233159	0.14137	0.483335	1.00359	2.37171	2.719621
1176	1	-4079.165	-4082.174	3.009594	1.044733	0.121892	0.474048	0.404862	0.32974	0.111788	0.19209	0.131898	0.20485	0.0211812	0.0570257	0.101181	0.132992	0.151401	0.122215	0.198942	0.11531	0.0196202	0.479511	0.064402	0.3362793	0.306945	0.306371	0.151438	0.235246	0.145792	0.489796	1.00703	2.35738	2.434949
1177	1	-4078.507	-4082.926	4.419237	1.115068	0.155853	0.326166	0.468138	0.297352	0.25333	0.15061	0.130639	0.170206	0.00870536	0.0140382	0.117493	0.0621913	0.139263	0.124147	0.226078	0.0873201	0.0302942	0.453894	0.0782669	0.3196981	0.343434	0.277789	0.13438	0.244396	0.159324	0.508802	1.01673	2.31515	2.293985
1178	1	-4075.089	-4077.606	2.517697	1.088063	0.121194	0.457695	0.33148	0.349849	0.219267	0.203171	0.168522	0.215221	0.0137564	0.0502538	0.0873956	0.1186	0.147734	0.0870763	0.220712	0.115592	0.0352233	0.460705	0.080691	0.3171708	0.328743	0.301796	0.13552	0.233941	0.154182	0.50171	1.01319	2.33092	2.484139
1179	1	-4086.116	-4082.227	-3.889338	0.7545805	0.138968	0.651755	0.398767	0.458029	0.193011	0.360966	0.117918	0.174595	0.120994	0.0559014	0.0889508	0.0433302	0.321657	0.0597193	0.17996	0.108143	0.0502988	0.540464	0.0614147	0.3207193	0.341894	0.300502	0.13388	0.223724	0.0858645	0.388184	0.943529	2.58242	3.124843
1180	1	-4079.884	-4080.411	0.5270601	0.7631498	0.164341	0.428275	0.475652	0.330862	0.208533	0.218752	0.174633	0.196029	0.0310873	0.0505217	0.0969507	0.144294	0.163272	0.0821688	0.230244	0.109207	0.0401826	0.500681	0.0375164	0.3267843	0.36257	0.29581	0.13873	0.202891	0.087697	0.391864	0.946197	2.57424	2.683203
1181	1	-4079.321	-4082.953	3.631285	1.505371	0.162194	0.375485	0.452248	0.427584	0.149638	0.162743	0.0974921	0.198855	0.0214973	0.0570718	0.0348511	0.0734198	0.159699	0.0963537	0.222778	0.109008	0.053659	0.462931	0.0552706	0.3824457	0.340798	0.281904	0.146042	0.231256	0.226151	0.589448	1.05074	2.13367	2.37278
1182	1	-4079.767	-4078.252	-1.5154	1.279605	0.15808	0.444421	0.466947	0.513565	0.314868	0.111935	0.0688519	0.259152	0.0641719	0.171151	0.0969333	0.0576738	0.159699	0.101062	0.204484	0.0969387	0.0542822	0.512097	0.0311351	0.3742853	0.33153	0.296541	0.132807	0.239123	0.189183	0.547227	1.03435	2.22924	2.887449
1183	1	-4077.411	-4079.111	1.699891	0.658789	0.149406	0.471393	0.452738	0.285807	0.230113	0.128276	0.147077	0.227079	0.0253626	0.0860632	0.0643042	0.111022	0.187277	0.103788	0.240894	0.103378	0.0169164	0.461932	0.0730917	0.1851887	0.338262	0.294786	0.132041	0.234912	0.0654169	0.343419	0.908584	2.68258	2.56592
1184	1	-4084.746	-4074.655	-10.09137	0.7386737	0.18565	0.669789	0.674749	0.43081	0.331308	0.226026	0.202875	0.297699	0.072998	0.142589	0.0831343	0.176354	0.251064	0.0814345	0.265421	0.0810076	0.0533005	0.502474	0.016363	0.2910627	0.318048	0.299137	0.12115	0.261664	0.0824607	0.38122	0.938398	2.59792	3.745046
1185	1	-4085.268	-4076.877	-8.39051	0.5509604	0.190452	0.531963	0.801001	0.499471	0.262076	0.31266	0.163072	0.158636	0.0388248	0.0653878	0.0921617	0.176354	0.282901	0.0744317	0.330552	0.0934114	0.0614056	0.419739	0.0204597	0.222433	0.322107	0.313963	0.115841	0.24809	0.0431786	0.283888	0.854078	2.81885	3.57496
1186	1	-4089.671	-4078.854	-10.81716	0.544097	0.128537	0.728239	0.760041	0.601508	0.265	0.177579	0.16232	0.205498	0.0709587	0.102561	0.0675439	0.124687	0.423152	0.0461625	0.237912	0.104586	0.0773339	0.51588	0.0181262	0.2868118	0.33822	0.322738	0.125757	0.213285	0.0418239	0.279732	0.84988	2.82856	3.817624
1187	1	-4088.743	-4082.73	-6.012979	0.6335307	0.194107	0.697377	0.633638	0.494136	0.17247	0.188078	0.190845	0.13433	0.075724	0.132131	0.0215302	0.0850678	0.317773	0.0770894	0.198104	0.101034	0.0655402	0.51708	0.0411524	0.2868118	0.342916	0.295387	0.143418	0.218278	0.0600892	0.330405	0.897506	2.712	3.337207
1188	1	-4084.938	-4078.676	-6.261785	1.032029	0.187092	0.529987	0.574524	0.59779	0.146247	0.233171	0.17826	0.247141	0.0433884	0.136831	0.13165	0.115723	0.240284	0.0839315	0.225848	0.0920488	0.034383	0.536008	0.0277808	0.3561213	0.369204	0.27643	0.126999	0.227367	0.1433	0.486172	1.00511	2.36542	3.362087
1189	1	-4084.206	-4077.822	-6.384009	1.18034	0.179152	0.686816	0.594872	0.361146	0.344082	0.244707	0.183569	0.253482	0.0220621	0.128223	0.0717253	0.0568703	0.247603	0.0890165	0.21534	0.0914081	0.0468542	0.53228	0.0251015	0.3505227	0.330331	0.281156	0.133687	0.254826	0.171472	0.524973	1.02446	2.27909	3.37431
1190	1	-4097.859	-4094.403	-3.455717	1.101668	0.168259	0.847303	0.389838	0.307551	0.190442	0.132618	0.108212	0.368315	0.0570067	0.184555	0.10076	0.0500118	0.176607	0.0752052	0.286874	0.0917811	0.0573835	0.430694	0.0580624	0.3716877	0.31373	0.291194	0.142891	0.252185	0.156781	0.505314	1.015	2.32291	3.08148
1191	1	-4080.305	-4079.255	-1.049669	0.7020189	0.162915	0.500408	0.578387	0.432155	0.209153	0.210874	0.136142	0.208163	0.117173	0.0566336	0.0202933	0.0981342	0.110445	0.105908	0.287768	0.0771913	0.0159882	0.423548	0.0895963	0.3280558	0.336812	0.293551	0.125384	0.244253	0.0746196	0.364481	0.925614	2.63528	2.840876
1192	1	-4083.336	-4082.031	-1.305052	0.7871988	0.165726	0.404628	0.451773	0.310021	0.206277	0.234831	0.178896	0.330673	0.0384476	0.248657	0.093898	0.155291	0.0472956	0.0751022	0.245487	0.0836968	0.017814	0.506622	0.0712787	0.3090803	0.330449	0.309779	0.12043	0.239341	0.092832	0.401929	0.953344	2.5519	2.866414
1193	1	-4084.172	-4080.368	-3.804397	0.9496195	0.182422	0.626816	0.607093	0.327672	0.212269	0.169432	0.152334	0.249137	0.0399143	0.226836	0.035989	0.11627	0.170162	0.0947678	0.263889	0.0847594	0.019524	0.460438	0.0766218	0.3758052	0.334171	0.288762	0.144875	0.232191	0.126795	0.461067	0.991123	2.42101	3.116348
1194	1	-4081.85	-4082.781	0.9308983	1.119011	0.131634	0.558888	0.451048	0.420534	0.165899	0.178481	0.0818478	0.148634	0.0732461	0.092378	0.0671374	0.114621	0.158471	0.0873658	0.252782	0.120245	0.0477989	0.454022	0.0377861	0.3472788	0.336096	0.2956	0.137128	0.231177	0.16007	0.509817	1.01723	2.31289	2.642819
1195	1	-4079.785	-4081.911	2.125328	1.18966	0.111721	0.468231	0.345429	0.388419	0.273649	0.179089	0.101978	0.177013	0.0692341	0.1235	0.0793834	0.156325	0.0494041	0.0912709	0.270313	0.086198	0.0556805	0.443705	0.0528335	0.3281806	0.329759	0.307047	0.120095	0.243099	0.173174	0.527177	1.02548	2.27417	2.523376
1196	1	-4088.437	-4087.891	-0.5463376	0.9374722	0.131332	0.389062	0.403109	0.425899	0.295122	0.247118	0.155148	0.307007	0.0609532	0.118394	0.0239615	0.0753161	0.15812	0.092842	0.259069	0.089452	0.0865149	0.456005	0.0161164	0.3725718	0.32293	0.276816	0.128279	0.271974	0.124315	0.457116	0.988814	2.42976	2.790542
1197	1	-4080.051	-4079.094	-0.9570657	0.6344769	0.124076	0.55247	0.580783	0.39316	0.266128	0.12379	0.146081	0.189796	0.0508154	0.224596	0.0828531	0.0838387	0.0132278	0.0954377	0.293934	0.106249	0.0334484	0.457728	0.0132036	0.2875559	0.313703	0.308466	0.133864	0.243967	0.0602879	0.330902	0.897938	2.71087	2.831615
1198	1	-4077.689	-4075.433	-2.256085	0.9105607	0.180921	0.457048	0.591687	0.364649	0.322486	0.209597	0.133365	0.202839	0.0177643	0.194441	0.153803	0.124603	0.00831295	0.0872693	0.230818	0.0991219	0.0574213	0.513543	0.011826	0.3139608	0.336401	0.301417	0.129737	0.232446	0.118781	0.448113	0.983441	2.44966	2.961517
1199	1	-4086.908	-4078.214	-8.694682	0.8474989	0.160583	0.511147	0.723181	0.463885	0.38502	0.299448	0.148925	0.428722	0.0527206	0.194441	0.0796566	0.124603	0.0330449	0.100276	0.206112	0.0669315	0.0446175	0.53227	0.0497926	0.3599915	0.335679	0.30077	0.131605	0.231947	0.105618	0.425577	0.969295	2.49951	3.605377
1200	1	-4079.594	-4080.646	1.051375	0.8534585	0.138018	0.454513	0.463383	0.372641	0.203612	0.174145	0.147706	0.233178	0.0286261	0.0825368	0.0806398	0.204657	0.0471153	0.10254	0.190525	0.0718502	0.0186037	0.544285	0.072196	0.3288326	0.32935	0.303394	0.132484	0.234773	0.106873	0.427798	0.970734	2.4946	2.630771
