Iteration	Replicate_ID	Posterior	Likelihood	Prior	alpha	bls[1]	bls[2]	bls[3]	bls[4]	bls[5]	bls[6]	bls[7]	bls[8]	bls[9]	bls[10]	bls[11]	bls[12]	bls[13]	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	p_inv	pi[1]	pi[2]	pi[3]	pi[4]	sr[1]	sr[2]	sr[3]	sr[4]	TL
383	0	-4082.008	-4078.964	-3.043347	0.6822498	0.214512	0.474842	0.575945	0.345723	0.31493	0.210996	0.114818	0.236324	0.168939	0.0543675	0.125954	0.111601	0.0912921	0.0786589	0.226792	0.10205	0.0293571	0.473347	0.0897949	0.2086156	0.340817	0.305878	0.119184	0.234121	0.0704015	0.355033	0.918109	2.65646	3.040243
384	0	-4079.663	-4079.459	-0.2041159	0.5093885	0.160897	0.444667	0.475591	0.346034	0.304471	0.141232	0.160461	0.183173	0.168939	0.0811332	0.0929368	0.177702	0.0190826	0.0899579	0.267647	0.0698563	0.0717967	0.472715	0.0280276	0.246592	0.361815	0.287072	0.120104	0.231009	0.0351408	0.258001	0.826981	2.87988	2.75632
385	0	-4077.405	-4075.768	-1.637418	1.105031	0.186326	0.465332	0.551441	0.426563	0.238328	0.183771	0.108314	0.216123	0.0418866	0.0804606	0.0882834	0.251085	0.0617374	0.10501	0.193633	0.0754682	0.0657128	0.526513	0.0336628	0.3423102	0.353223	0.294014	0.133818	0.218945	0.157421	0.506195	1.01544	2.32095	2.899651
386	0	-4078.299	-4076.156	-2.143787	0.7229637	0.19106	0.539532	0.478265	0.409518	0.260698	0.192907	0.142804	0.194159	0.0118607	0.0601837	0.0321918	0.295108	0.142	0.115687	0.245095	0.0823021	0.0118248	0.495171	0.0499192	0.2701977	0.323526	0.292659	0.146506	0.237309	0.0790985	0.374166	0.93309	2.61365	2.950287
387	0	-4081.925	-4079.468	-2.456976	0.7666089	0.196058	0.538654	0.611846	0.475946	0.226489	0.182706	0.159022	0.191064	0.00117431	0.121404	0.0963936	0.148764	0.0320842	0.0924137	0.262973	0.0765963	0.0265742	0.48286	0.0585833	0.2468486	0.327767	0.298569	0.125473	0.248192	0.0884364	0.393335	0.947255	2.57097	2.981606
388	0	-4083.32	-4082.509	-0.8108059	0.7409728	0.17014	0.598914	0.494066	0.32109	0.234368	0.155871	0.165962	0.2859	0.00131032	0.0657577	0.0311241	0.276189	0.0162964	0.102336	0.252244	0.0806767	0.0428059	0.453404	0.0685336	0.3118766	0.321225	0.293327	0.134145	0.251303	0.0829528	0.382238	0.939154	2.59566	2.816989
389	0	-4084.337	-4080.711	-3.626641	0.5046584	0.204118	0.598914	0.502995	0.458256	0.274289	0.201978	0.125411	0.276711	0.00346762	0.132412	0.0555008	0.241885	0.0226367	0.0760209	0.187669	0.0994855	0.041802	0.513204	0.0818185	0.2399128	0.313796	0.323368	0.129665	0.233171	0.0342544	0.254946	0.823629	2.88717	3.098573
390	0	-4087.309	-4088.353	1.04378	0.7029203	0.104232	0.466075	0.401208	0.246577	0.275183	0.148426	0.153669	0.251999	0.00177288	0.1151	0.177553	0.222466	0.0672703	0.0727684	0.181557	0.121698	0.0333266	0.524615	0.0660358	0.2282584	0.367755	0.297001	0.135501	0.199743	0.0748122	0.364905	0.925946	2.63434	2.631531
391	0	-4082.087	-4082.894	0.8070697	0.8210057	0.120077	0.424504	0.516611	0.243307	0.278181	0.135754	0.168003	0.275488	0.032748	0.138309	0.134064	0.126064	0.062091	0.126506	0.206768	0.0722428	0.0730926	0.476012	0.045379	0.3067769	0.338352	0.289729	0.125853	0.246066	0.10002	0.415456	0.96261	2.52191	2.655202
392	0	-4081.791	-4082.934	1.1433	1.351717	0.118944	0.388401	0.464689	0.250709	0.218048	0.171948	0.115649	0.344249	0.071613	0.142754	0.134064	0.137521	0.0629902	0.102176	0.222051	0.0966908	0.0202033	0.464141	0.0947374	0.3413352	0.33426	0.304259	0.140629	0.220852	0.201481	0.561858	1.04038	2.19628	2.621579
393	0	-4075.201	-4076.978	1.776809	0.9084036	0.147772	0.470772	0.427477	0.347561	0.247505	0.146958	0.122434	0.19224	0.00666323	0.0617919	0.172508	0.103666	0.110879	0.0857236	0.247094	0.101707	0.0371406	0.482961	0.0453737	0.2950532	0.336503	0.282777	0.139714	0.241006	0.118335	0.447377	0.982994	2.45129	2.558228
394	0	-4080.064	-4082.323	2.258617	0.72544	0.149092	0.419162	0.460023	0.380221	0.21824	0.194789	0.153625	0.15317	0.0125599	0.0313238	0.0969134	0.103706	0.137222	0.0706632	0.317465	0.110419	0.0833402	0.371088	0.0470249	0.2602668	0.327575	0.299518	0.110637	0.26227	0.0796284	0.37529	0.933943	2.61114	2.510047
395	0	-4092.534	-4092.02	-0.5139147	1.087957	0.142174	0.438501	0.59701	0.557728	0.21824	0.173272	0.105781	0.105425	0.00745997	0.00956416	0.218936	0.147473	0.0657354	0.101563	0.193083	0.0641102	0.0323574	0.577638	0.0312479	0.3550081	0.317618	0.297735	0.145216	0.239431	0.154162	0.501682	1.01317	2.33098	2.7873
396	0	-4079.549	-4078.375	-1.173897	1.315693	0.139929	0.535634	0.496435	0.388229	0.229675	0.179718	0.168343	0.13686	0.111825	0.0177559	0.0983352	0.281956	0.0686028	0.0883836	0.248753	0.11173	0.0551249	0.473475	0.0225331	0.362945	0.31446	0.309084	0.128824	0.247632	0.195396	0.554698	1.03748	2.21243	2.853298
397	0	-4081.593	-4082.367	0.7742526	1.233497	0.119311	0.40392	0.458321	0.344778	0.224221	0.239115	0.0900153	0.179708	0.165973	0.0639738	0.0772056	0.192137	0.0998039	0.0932469	0.22761	0.101491	0.0527229	0.515231	0.00969864	0.3153524	0.349892	0.287036	0.131697	0.231375	0.181071	0.537216	1.03001	2.2517	2.658483
398	0	-4078.191	-4074.898	-3.29304	0.7946586	0.167116	0.457965	0.527666	0.471647	0.291746	0.190356	0.109832	0.269278	0.132456	0.101274	0.130773	0.200079	0.0150257	0.10614	0.229349	0.0949644	0.0364824	0.486552	0.0465126	0.3006721	0.334553	0.290594	0.136285	0.238568	0.0944216	0.404975	0.955464	2.54514	3.065213
399	0	-4077.493	-4077.328	-0.1651599	1.014549	0.175164	0.502393	0.446922	0.309271	0.250875	0.232577	0.0899976	0.241923	0.0523167	0.0947792	0.114845	0.203592	0.0377693	0.0884047	0.2369	0.0951377	0.0534325	0.493185	0.0329405	0.3337958	0.338783	0.281392	0.137329	0.242496	0.139848	0.481082	1.00237	2.3767	2.752425
400	0	-4079.947	-4080.619	0.6713863	0.6698131	0.130666	0.578202	0.446922	0.372772	0.228515	0.184725	0.142038	0.190834	0.000820877	0.121163	0.064287	0.115373	0.0924517	0.110483	0.212552	0.0924967	0.0153955	0.508393	0.0606801	0.2868436	0.340518	0.272794	0.139446	0.247242	0.0677556	0.348932	0.913147	2.67017	2.66877
401	0	-4076.09	-4082.665	6.575623	0.9627551	0.131006	0.353137	0.341583	0.242395	0.197336	0.18129	0.127523	0.151251	0.0361493	0.040751	0.100385	0.0830873	0.0924517	0.116599	0.28029	0.0927756	0.0503883	0.410442	0.0495044	0.318063	0.308488	0.302174	0.140449	0.24889	0.129464	0.465263	0.993544	2.41173	2.078346
402	0	-4082.46	-4086.086	3.62595	1.079272	0.172721	0.422958	0.358399	0.431988	0.236852	0.137894	0.119031	0.0980885	0.00260077	0.0733458	0.0960506	0.164092	0.0592911	0.136641	0.242345	0.105085	0.0218382	0.418677	0.0754137	0.3238165	0.326056	0.289713	0.135872	0.248359	0.152494	0.499348	1.01199	2.33617	2.373314
403	0	-4077.995	-4079.998	2.002607	1.146257	0.12891	0.482959	0.424684	0.397972	0.252912	0.109577	0.107208	0.232375	0.0261844	0.0853091	0.0853824	0.11395	0.0882253	0.123057	0.24986	0.0946387	0.0136411	0.453893	0.0649097	0.3208852	0.331542	0.290238	0.128376	0.249844	0.165179	0.516694	1.02056	2.29757	2.535648
404	0	-4078.555	-4079.472	0.9170673	0.8870292	0.123214	0.367318	0.509936	0.341813	0.252912	0.156259	0.206189	0.221974	0.0246239	0.0744025	0.12949	0.0804078	0.155665	0.101082	0.252946	0.0720262	0.0363131	0.484775	0.0528584	0.3167471	0.333944	0.292879	0.128517	0.244661	0.113899	0.439949	0.978432	2.46772	2.644202
405	0	-4079.391	-4076.539	-2.852041	0.642516	0.125613	0.510374	0.510155	0.373583	0.355691	0.189563	0.103477	0.26086	0.0692126	0.0524999	0.0275869	0.240706	0.201791	0.0907686	0.264665	0.0696032	0.0508808	0.494129	0.0299537	0.2962877	0.336039	0.313828	0.120516	0.229617	0.0619789	0.335097	0.901551	2.70137	3.021113
406	0	-4079.423	-4081.026	1.603098	0.7628757	0.160877	0.31954	0.364455	0.373583	0.359024	0.184904	0.101774	0.230292	0.0185441	0.0444369	0.119479	0.116007	0.182682	0.084819	0.240503	0.100226	0.0575403	0.461362	0.0555494	0.2718547	0.343746	0.293575	0.126079	0.2366	0.0876384	0.391747	0.946112	2.5745	2.575599
407	0	-4081.154	-4082.8	1.64596	0.8285505	0.167911	0.45124	0.431164	0.416642	0.232211	0.174076	0.151201	0.186101	0.043151	0.00983567	0.0936685	0.173192	0.0409199	0.115662	0.246177	0.0742925	0.0643584	0.447323	0.0521871	0.3324101	0.319392	0.284016	0.139443	0.257149	0.101618	0.41838	0.964562	2.51544	2.571313
408	0	-4085.371	-4086.801	1.43055	1.149206	0.222343	0.481131	0.509774	0.321761	0.161586	0.121823	0.114449	0.183514	0.100896	0.0114628	0.151734	0.141934	0.0704462	0.0884988	0.215124	0.150741	0.0268505	0.450649	0.0681373	0.3691425	0.32867	0.31219	0.138709	0.22043	0.165727	0.517424	1.02091	2.29594	2.592854
409	0	-4082.156	-4078.076	-4.079736	0.7224323	0.177975	0.588159	0.448644	0.446739	0.273727	0.193299	0.113325	0.317884	0.0880511	0.00807376	0.163867	0.148733	0.175405	0.0710594	0.250386	0.0907062	0.0265468	0.499446	0.0618559	0.2867168	0.328859	0.315191	0.121252	0.234698	0.0789848	0.373925	0.932906	2.61418	3.143882
410	0	-4087.029	-4084.892	-2.136182	0.6382827	0.114103	0.44848	0.497119	0.442817	0.371626	0.247089	0.138866	0.238492	0.0420887	0.00772314	0.0710729	0.145463	0.184587	0.0844674	0.23812	0.0948769	0.0168954	0.488183	0.0774574	0.3141697	0.329034	0.314067	0.142266	0.214633	0.0610877	0.332895	0.89966	2.70636	2.949527
411	0	-4081.767	-4083.18	1.413593	1.114577	0.188086	0.492249	0.497119	0.355676	0.275104	0.155596	0.103086	0.12547	0.0542608	0.0208736	0.0376254	0.145463	0.143939	0.0784889	0.222628	0.108714	0.0221252	0.495626	0.0724179	0.2954653	0.336281	0.3099	0.135884	0.217935	0.159231	0.508675	1.01666	2.31543	2.594549
412	0	-4080.891	-4083.179	2.287974	1.088522	0.15886	0.502074	0.46487	0.363711	0.201255	0.187283	0.0829125	0.164592	0.0594007	0.0100423	0.0366731	0.215324	0.0601142	0.0968598	0.212922	0.104167	0.0219279	0.490673	0.0734514	0.3887875	0.334127	0.30667	0.14341	0.215793	0.15427	0.501833	1.01325	2.33065	2.507111
413	0	-4082.751	-4076.219	-6.531408	0.8066922	0.13378	0.527394	0.645669	0.5577	0.266744	0.188843	0.0796491	0.212732	0.186366	0.0959503	0.121004	0.216009	0.157209	0.062967	0.180251	0.106642	0.0398192	0.586958	0.0233632	0.363097	0.346588	0.300765	0.142362	0.210285	0.096982	0.409814	0.958792	2.53441	3.38905
414	0	-4086.623	-4076.116	-10.50743	0.6878918	0.222675	0.500678	0.641873	0.738441	0.324666	0.261672	0.135973	0.283242	0.200985	0.0352731	0.0858887	0.283561	0.071725	0.0594923	0.196242	0.100757	0.0654445	0.5656	0.0124646	0.3263418	0.338768	0.295512	0.130942	0.234778	0.071604	0.357761	0.920298	2.65034	3.786652
415	0	-4075.955	-4076.099	0.1443656	0.92283	0.134115	0.435154	0.443626	0.351893	0.221782	0.193919	0.146601	0.224857	0.134131	0.0464928	0.152331	0.143565	0.0930069	0.0582617	0.234058	0.121456	0.0516753	0.508808	0.0257404	0.3006276	0.333159	0.314647	0.126546	0.225648	0.121311	0.452261	0.985936	2.44049	2.721472
416	0	-4081.295	-4081.665	0.3694234	1.407515	0.148894	0.570435	0.408289	0.378848	0.267148	0.139294	0.128703	0.156406	0.117536	0.0715115	0.0978199	0.138497	0.0755847	0.0645074	0.213843	0.106038	0.0928798	0.493006	0.0297251	0.3656817	0.344378	0.295492	0.118842	0.241287	0.210676	0.572402	1.04449	2.17243	2.698966
417	0	-4079.076	-4078.262	-0.8132774	0.821209	0.148351	0.458796	0.391191	0.442949	0.295202	0.178097	0.12715	0.240342	0.117536	0.0992839	0.0254681	0.247165	0.0457058	0.0841533	0.252191	0.0973427	0.0718621	0.45655	0.0379005	0.3266042	0.334755	0.31252	0.12604	0.226684	0.100063	0.415535	0.962663	2.52174	2.817236
418	0	-4082.518	-4080.575	-1.942409	0.7271551	0.147332	0.489128	0.543536	0.403153	0.215024	0.141611	0.128995	0.240342	0.0452925	0.0505763	0.14152	0.310967	0.0726747	0.0740566	0.305798	0.0904222	0.0730599	0.409888	0.0467746	0.3107619	0.361715	0.2915	0.114251	0.232534	0.0799954	0.376066	0.93453	2.60941	2.93015
419	0	-4089.952	-4085.099	-4.852805	0.5902853	0.184778	0.754631	0.571472	0.370954	0.24244	0.164271	0.114118	0.28206	0.11854	0.0444935	0.0131615	0.310967	0.0493046	0.12082	0.308747	0.0613495	0.0466468	0.401668	0.0607678	0.2101304	0.31473	0.308698	0.106124	0.270449	0.0511108	0.306829	0.876281	2.76578	3.221189
420	0	-4085.645	-4080.195	-5.450015	0.8147696	0.190026	0.625659	0.655521	0.351445	0.256179	0.226851	0.0874267	0.351545	0.0458901	0.0900451	0.0137057	0.353327	0.0332897	0.0785505	0.291129	0.0617795	0.0785972	0.44185	0.0480941	0.3317492	0.327822	0.299882	0.117014	0.255282	0.0986975	0.413013	0.960965	2.52732	3.28091
421	0	-4090.933	-4087.166	-3.767388	0.5955783	0.147345	0.438489	0.499801	0.45474	0.397355	0.198019	0.165385	0.222139	0.280859	0.0409485	0.0806461	0.136868	0.0500511	0.0663791	0.204415	0.0820917	0.0505024	0.51339	0.0832211	0.3218344	0.342123	0.294781	0.131237	0.231859	0.0521974	0.309805	0.879046	2.75895	3.112648
422	0	-4087.366	-4084.903	-2.463004	0.5985785	0.177763	0.434022	0.369088	0.557243	0.260825	0.189443	0.0726264	0.224029	0.079773	0.0290094	0.176031	0.184299	0.228057	0.0436737	0.226329	0.104598	0.057605	0.472654	0.0951396	0.2531434	0.351519	0.30555	0.122811	0.22012	0.052815	0.311481	0.880592	2.75511	2.982209
423	0	-4079.252	-4078.906	-0.346023	1.061764	0.155507	0.456818	0.4889	0.428895	0.228518	0.164699	0.128629	0.275123	0.0489516	0.0140438	0.0718551	0.162471	0.146102	0.0834518	0.251099	0.0773376	0.00966469	0.464977	0.11347	0.369991	0.347162	0.290257	0.117187	0.245394	0.14911	0.494561	1.00952	2.3468	2.770511
424	0	-4083.688	-4083.814	0.1252828	1.463264	0.133545	0.449253	0.503091	0.29608	0.272289	0.158681	0.162389	0.240624	0.0255987	0.0200206	0.0493558	0.198116	0.214338	0.0851908	0.269555	0.102689	0.0360313	0.424528	0.0820053	0.394835	0.347825	0.287275	0.113556	0.251344	0.219591	0.582325	1.04819	2.14989	2.72338
425	0	-4079.985	-4078.064	-1.921218	0.9353562	0.219084	0.463617	0.431875	0.398796	0.279206	0.185341	0.154116	0.252592	0.0719969	0.00827257	0.110398	0.243293	0.109442	0.100681	0.275329	0.0756678	0.0109984	0.470064	0.0672606	0.3241798	0.345503	0.282137	0.131991	0.240368	0.123882	0.45642	0.988405	2.43129	2.92803
426	0	-4081.353	-4079.606	-1.747024	1.398932	0.18905	0.514642	0.461874	0.435533	0.297062	0.181871	0.116082	0.227924	0.0253143	0.0413724	0.055564	0.271068	0.0932537	0.098655	0.230583	0.11181	0.0183049	0.454392	0.0862553	0.3576387	0.295802	0.321956	0.134418	0.247824	0.209279	0.570821	1.04389	2.17601	2.910611
427	0	-4074.773	-4076.289	1.515943	0.8468484	0.153387	0.50124	0.418335	0.362004	0.182404	0.185725	0.16564	0.171888	0.0344448	0.0744988	0.0332009	0.139238	0.162309	0.0834037	0.213011	0.12353	0.0245758	0.50259	0.0528893	0.2818471	0.326732	0.306712	0.137449	0.229107	0.105481	0.425333	0.969136	2.50005	2.584314
428	0	-4076.395	-4077.722	1.326813	0.7457545	0.150418	0.410694	0.481013	0.374085	0.187583	0.158027	0.122523	0.148135	0.0478542	0.0641444	0.150378	0.209495	0.0988778	0.107455	0.215339	0.109667	0.0499936	0.452023	0.0655225	0.2687165	0.33594	0.30355	0.130493	0.230017	0.0839761	0.384342	0.940711	2.59097	2.603227
429	0	-4079.713	-4081.769	2.055948	0.6264083	0.150418	0.520124	0.310219	0.328381	0.233069	0.225043	0.138465	0.152044	0.039592	0.0439435	0.131426	0.175027	0.0825616	0.0877431	0.195686	0.0797006	0.0559493	0.516542	0.0643794	0.2325057	0.337569	0.285283	0.137074	0.240074	0.0585964	0.326637	0.894216	2.72055	2.530314
430	0	-4079.251	-4077.054	-2.197069	0.8203738	0.128103	0.441606	0.565971	0.437433	0.227629	0.188935	0.141293	0.285709	0.0330919	0.0698166	0.115283	0.175892	0.144852	0.0611491	0.228922	0.0989996	0.0407019	0.532469	0.0377579	0.2995044	0.358312	0.280499	0.126514	0.234675	0.0998861	0.415209	0.962444	2.52246	2.955616
431	0	-4077.925	-4075.951	-1.974174	0.5245928	0.141745	0.517822	0.479559	0.514933	0.186601	0.22305	0.157352	0.214432	0.0280162	0.0957964	0.0453304	0.130858	0.197831	0.0917709	0.207455	0.0806793	0.0522993	0.53309	0.0347056	0.1632994	0.345605	0.288085	0.13462	0.23169	0.0380315	0.267668	0.83737	2.85693	2.933326
432	0	-4079.693	-4079.177	-0.5165064	0.5022375	0.144366	0.485872	0.503462	0.441833	0.264858	0.144087	0.135378	0.244674	0.0720318	0.0303857	0.101047	0.124061	0.0955038	0.0677379	0.20079	0.112768	0.0341279	0.51426	0.0703165	0.1779721	0.349769	0.291556	0.137759	0.220916	0.0338032	0.253374	0.82189	2.89093	2.787559
433	0	-4085.818	-4083.329	-2.488392	0.3806389	0.181647	0.564079	0.420946	0.513505	0.229238	0.159386	0.118736	0.182302	0.0987106	0.114991	0.122854	0.12525	0.153101	0.0625908	0.204439	0.102821	0.0764957	0.494293	0.0593611	0.07224916	0.363027	0.293541	0.126166	0.217265	0.0140232	0.167152	0.70945	3.10938	2.984748
434	0	-4080.352	-4080.548	0.1961564	0.3783945	0.122931	0.428101	0.52668	0.360245	0.183092	0.226279	0.138255	0.234824	0.0433635	0.116046	0.0849168	0.159611	0.0919485	0.0805775	0.244663	0.112994	0.0450211	0.457276	0.0594683	0.05296073	0.368115	0.276696	0.136033	0.219156	0.0137249	0.165441	0.706801	3.11403	2.716293
435	0	-4082.043	-4082.495	0.4516002	0.5627571	0.222411	0.563351	0.449019	0.352696	0.20502	0.185684	0.099592	0.219745	0.0114216	0.0576843	0.0615251	0.160521	0.102079	0.123297	0.205144	0.0973689	0.0227594	0.516181	0.0352495	0.1352305	0.348983	0.279384	0.133038	0.238594	0.0455293	0.290925	0.86106	2.80248	2.690749
436	0	-4078.537	-4078.957	0.4196463	0.502057	0.156345	0.500298	0.441821	0.41277	0.267041	0.229257	0.113743	0.181109	0.040845	0.0424049	0.0802161	0.143416	0.0846766	0.101389	0.222921	0.146212	0.0545324	0.444648	0.0302974	0.1405273	0.312601	0.295004	0.149138	0.243256	0.0337696	0.253257	0.821759	2.89121	2.693944
437	0	-4085.515	-4085.909	0.3943753	0.4841867	0.130634	0.550069	0.465701	0.272557	0.248026	0.260742	0.107928	0.206137	0.107169	0.0533819	0.0578208	0.210785	0.0255193	0.0772151	0.235136	0.0894882	0.0554984	0.514359	0.0283035	0.1643389	0.32851	0.307848	0.133887	0.229755	0.0304956	0.241467	0.808412	2.91963	2.696471
438	0	-4085.029	-4081.614	-3.415243	0.3752097	0.160796	0.584989	0.684359	0.464613	0.172915	0.165045	0.161431	0.268192	0.0817966	0.0643713	0.0215098	0.197869	0.0495469	0.0776805	0.289406	0.102239	0.0767776	0.43164	0.0222571	0.05376448	0.317728	0.302654	0.129964	0.249654	0.0133065	0.163009	0.702998	3.12069	3.077433
439	0	-4084.128	-4085.76	1.632008	0.3484561	0.165482	0.408075	0.516046	0.355876	0.167458	0.158271	0.177492	0.254912	0.108707	0.0951365	0.0202378	0.112895	0.0321215	0.100063	0.214718	0.0870547	0.0311033	0.543033	0.0240276	0.02184421	0.330328	0.296262	0.151233	0.222177	0.0100338	0.142354	0.668891	3.17872	2.572708
440	0	-4081.959	-4081.854	-0.1050472	0.428691	0.17152	0.387947	0.459633	0.473853	0.208743	0.176268	0.130945	0.180269	0.108707	0.0837519	0.0829276	0.207728	0.0741211	0.0652169	0.182148	0.0988566	0.0262729	0.589496	0.0380095	0.1498083	0.353561	0.275118	0.139531	0.23179	0.0210618	0.202844	0.76055	3.01554	2.746413
441	0	-4083.783	-4076.262	-7.521039	0.6650965	0.166926	0.68803	0.451894	0.500473	0.290135	0.256618	0.187361	0.269407	0.153014	0.0530597	0.0925676	0.325567	0.0529607	0.0948634	0.222098	0.0745211	0.0354025	0.551895	0.0212202	0.2519286	0.355645	0.279718	0.139397	0.22524	0.0667542	0.346585	0.911214	2.67545	3.488013
442	0	-4076.122	-4075.758	-0.3639876	0.6942849	0.106552	0.4992	0.462101	0.462181	0.183746	0.166737	0.162789	0.210771	0.118342	0.0878951	0.0266914	0.232902	0.0523985	0.0840215	0.226537	0.103829	0.0404376	0.506986	0.0381887	0.2646386	0.33454	0.291463	0.139416	0.234582	0.072968	0.360821	0.922732	2.64348	2.772308
443	0	-4089.131	-4077.915	-11.21652	0.6289629	0.192226	0.719655	0.588992	0.441469	0.410034	0.201796	0.178778	0.534205	0.0520112	0.167116	0.132224	0.212079	0.0269767	0.0595576	0.198077	0.0786782	0.066971	0.573559	0.0231565	0.3161673	0.359749	0.29877	0.118148	0.223333	0.0591313	0.327993	0.895405	2.71747	3.857561
444	0	-4080.111	-4076.318	-3.79345	0.6485759	0.138762	0.591914	0.702699	0.341465	0.207973	0.24059	0.143848	0.231574	0.0531087	0.122965	0.0690723	0.144088	0.127194	0.0928608	0.254598	0.07213	0.0566443	0.50866	0.0151061	0.2807173	0.348266	0.286604	0.121914	0.243217	0.0632569	0.338222	0.904213	2.69431	3.115254
445	0	-4090.737	-4087.415	-3.322683	0.8576575	0.158859	0.620051	0.432555	0.389151	0.133796	0.213785	0.213019	0.12713	0.026425	0.186198	0.126322	0.244581	0.196305	0.0959161	0.249671	0.108387	0.0616826	0.457835	0.0265083	0.2408915	0.339753	0.302164	0.120812	0.237271	0.107755	0.429352	0.971734	2.49116	3.068177
446	0	-4084.346	-4080.831	-3.515211	0.5035	0.161526	0.666053	0.612666	0.440231	0.119044	0.199074	0.105559	0.179122	0.0510994	0.113253	0.060846	0.244581	0.134377	0.0812536	0.220361	0.106822	0.0500396	0.513734	0.0277895	0.2420215	0.32987	0.307184	0.146136	0.21681	0.0340383	0.254195	0.822799	2.88897	3.08743
447	0	-4077.216	-4076.841	-0.3745954	0.6164919	0.1345	0.483944	0.514564	0.466631	0.220707	0.185879	0.151479	0.154838	0.0378997	0.0943398	0.0713864	0.178145	0.0790552	0.0947937	0.190606	0.103306	0.0246049	0.525331	0.0613582	0.1722064	0.317638	0.307118	0.134955	0.240289	0.0565263	0.321316	0.889505	2.73265	2.773368
448	0	-4082.767	-4076.519	-6.247574	0.8076202	0.164993	0.579204	0.487623	0.533793	0.30406	0.249413	0.209936	0.23832	0.009715	0.0768834	0.166945	0.178145	0.161637	0.0831796	0.178679	0.1262	0.027234	0.542218	0.0424892	0.2517427	0.317342	0.301628	0.145035	0.235994	0.0971792	0.410184	0.959044	2.53359	3.360666
449	0	-4083.024	-4076.213	-6.811471	0.5897257	0.165339	0.573531	0.620337	0.599482	0.330785	0.168729	0.15725	0.182301	0.0759242	0.0710272	0.111143	0.323613	0.0375942	0.0662157	0.263623	0.0821712	0.0344776	0.490064	0.0634486	0.2465793	0.322991	0.31853	0.127913	0.230566	0.0509961	0.306513	0.875985	2.76651	3.417056
450	0	-4080.554	-4074.697	-5.85716	0.8291018	0.150648	0.536928	0.643534	0.361309	0.325274	0.27987	0.21745	0.275798	0.0217765	0.0831674	0.106312	0.218263	0.101295	0.0829087	0.249852	0.0955262	0.0602045	0.458289	0.0532194	0.2862103	0.326258	0.30985	0.123653	0.240238	0.101735	0.418592	0.964703	2.51497	3.321625
451	0	-4082.761	-4079.166	-3.595574	0.6843751	0.127651	0.541901	0.580318	0.542597	0.293273	0.189164	0.158779	0.145323	0.0141803	0.0397919	0.174889	0.202774	0.0848241	0.0780344	0.294103	0.0814403	0.0281505	0.472473	0.045799	0.3301657	0.340322	0.31658	0.110699	0.2324	0.0708544	0.356064	0.918938	2.65414	3.095466
