Iteration	Posterior	Likelihood	Prior	bl[1]	bl[2]	bl[3]	bl[4]	bl[5]	bl[6]	bl[7]	bl[8]	bl[9]	bl[10]	bl[11]	bl[12]	bl[13]	bl[14]	bl[15]	bl[16]	bl[17]	bl[18]	bl[19]	bl[20]	bl[21]	bl[22]	bl[23]	bl[24]	bl[25]	bl[26]	bl[27]	bl[28]	bl[29]	bl[30]	bl[31]	bl[32]	bl[33]	bl[34]	bl[35]	bl[36]	bl[37]	kappa	omega	pi[1]	pi[2]	pi[3]	pi[4]	TL
400	-4661.653	-4684.384	22.73137	0.135321	0.0503855	0.0252634	0.0211772	0.0702924	0.193474	0.0674227	0.0669571	0.0401656	0.00190398	0.0979471	0.0570725	0.0997796	0.0817696	0.0561811	0.0324127	0.0506757	0.0340665	0.0658029	0.057443	0.0235722	0.0158761	0.00139029	0.0125952	0.00656029	0.0265047	0.00308725	0.0146618	0.00898807	0.0173475	0.00916596	0.00846433	0.00669807	0.00159201	0.12294	0.0161888	0.00630538	3.946473	0.9427916	0.263247	0.236859	0.230704	0.269191	1.607452
410	-4653.997	-4677.558	23.56086	0.138909	0.0569835	0.0218946	0.0258137	0.0682788	0.151522	0.068972	0.0473579	0.0265914	0.00299589	0.0670541	0.0350105	0.0748506	0.0624601	0.0418743	0.0399149	0.0753825	0.0353454	0.0513333	0.0573793	0.0326455	0.0180434	0.00957583	0.0084458	0.00566056	0.0286277	0.00483249	0.0425408	0.0102388	0.0165426	0.0117728	0.0132678	0.00413982	0.00205806	0.152203	0.00973768	0.00789365	3.846472	1.006323	0.267433	0.224724	0.234372	0.273471	1.52815
420	-4662.861	-4684.58	21.71924	0.146244	0.0492359	0.036505	0.0276887	0.0811223	0.171822	0.0489846	0.0642259	0.0485963	0.00737407	0.0794039	0.0355078	0.120248	0.0621685	0.0444453	0.0372341	0.0645618	0.0332792	0.0449288	0.115544	0.0223221	0.0398393	0.0155639	0.00723119	0.00782442	0.0171063	0.00531877	0.0200844	0.00458029	0.00745351	0.0181067	0.0119779	0.00286283	0.00409165	0.173134	0.0107831	0.00772466	4.000697	1.02397	0.258539	0.227452	0.237218	0.276791	1.695125
430	-4654.42	-4678.115	23.69483	0.184631	0.0650077	0.0259613	0.0346192	0.0639133	0.153371	0.0437718	0.0486179	0.034414	0.0165124	0.0723517	0.0293781	0.100518	0.062412	0.0366073	0.0448846	0.0516228	0.044402	0.0624489	0.0717584	0.0231944	0.0158453	0.0127332	0.00511608	0.0113402	0.0238836	0.00429373	0.0198457	0.0061243	0.0074219	0.0132443	0.013534	0.0053087	0.00237074	0.128399	0.00646121	0.0119748	3.488907	0.9284727	0.258539	0.227452	0.237218	0.276791	1.558295
440	-4657.745	-4680.923	23.17839	0.148939	0.0661547	0.0272563	0.0196107	0.0658802	0.194187	0.0472337	0.0510079	0.0319883	0.0124061	0.0804252	0.0325914	0.0908993	0.0919106	0.0509356	0.0329117	0.0665685	0.0304976	0.0607994	0.0553816	0.0136581	0.0222374	0.0197296	0.00520466	0.00606714	0.0320366	0.00111354	0.0156597	0.0113801	0.00407624	0.0104411	0.0179533	0.00251569	0.00392652	0.12688	0.00738031	0.012153	3.763777	1.05301	0.258539	0.227452	0.237218	0.276791	1.569998
450	-4655.744	-4679.568	23.82403	0.126778	0.0592911	0.0239932	0.017044	0.0506323	0.155859	0.0730577	0.0484229	0.0393589	0.0125676	0.0855721	0.0389822	0.0781421	0.0962762	0.0459692	0.0364913	0.0537436	0.0338461	0.0652867	0.0405096	0.0189443	0.0176269	0.0232616	0.00863054	0.00603682	0.0216949	0.00152043	0.0354109	0.00591149	0.00470327	0.0161099	0.0133964	0.0052049	0.00186264	0.14044	0.00795008	0.00781499	3.634676	1.05301	0.268556	0.236264	0.246408	0.248771	1.518344
460	-4667.495	-4689.371	21.8759	0.143761	0.0613905	0.0370409	0.0295412	0.0737026	0.178043	0.0681361	0.0523796	0.0368765	0.00290954	0.0490598	0.048954	0.11398	0.0638442	0.0418938	0.0399207	0.0689718	0.0694861	0.0681076	0.0784875	0.0258386	0.0228729	0.0127203	0.00349869	0.00447592	0.0284514	0.0124489	0.0369704	0.0101935	0.0149383	0.00667141	0.0205559	0.000859749	0.00219043	0.121836	0.00406393	0.008546	4.007672	1.175404	0.282173	0.248244	0.223069	0.246515	1.663618
470	-4666.276	-4688.522	22.24655	0.147339	0.0686688	0.0248037	0.0168449	0.0834566	0.184836	0.0664768	0.0401944	0.0358954	0.00732399	0.11049	0.0577892	0.133179	0.0611188	0.0269338	0.029391	0.0566484	0.0425655	0.0698153	0.0739659	0.0129345	0.026296	0.0148091	0.0031593	0.0121971	0.0255404	0.00979886	0.0229709	0.00672164	0.00954322	0.0188251	0.00771345	0.000782955	0.00514689	0.109612	0.00430093	0.00839705	3.999219	1.084537	0.285993	0.238066	0.226089	0.249852	1.636485
480	-4656.447	-4679.842	23.39545	0.1088	0.0682627	0.0284946	0.0254541	0.0839068	0.184802	0.0611348	0.052554	0.0449915	0.0113468	0.0651958	0.0546585	0.0842596	0.083507	0.0474008	0.0260213	0.0651062	0.0286229	0.0807686	0.0581713	0.015622	0.026141	0.0160694	0.00843969	0.00828552	0.00865834	0.00348716	0.0264928	0.00676677	0.0082358	0.0139032	0.00928138	0.000535179	0.00249923	0.15364	0.00620901	0.00436488	3.606104	0.8726935	0.285993	0.238066	0.226089	0.249852	1.58209
490	-4658.813	-4682.63	23.81742	0.11302	0.0570289	0.0262425	0.0241434	0.054216	0.189472	0.0668829	0.0396602	0.0307078	0.0170761	0.062307	0.0501915	0.093554	0.0658481	0.0391862	0.0368227	0.0602088	0.0243619	0.0619654	0.0694607	0.0178952	0.0292511	0.00720982	0.00641336	0.0153255	0.0233881	0.00549277	0.0262904	0.00317303	0.0154528	0.00695094	0.0245726	0.000453894	0.00718171	0.137925	0.00331825	0.00496288	3.739134	0.9624684	0.285993	0.238066	0.226089	0.249852	1.517614
500	-4652.569	-4677.38	24.81104	0.122357	0.0571974	0.0207808	0.0197438	0.0714643	0.154252	0.0495431	0.0379044	0.0293675	0.0082206	0.0777151	0.0350091	0.0727216	0.0628227	0.0451637	0.0393497	0.05732	0.0434109	0.0580719	0.0637475	0.0153943	0.00813149	0.00840275	0.0147203	0.00626049	0.0122437	0.00719022	0.0283606	0.000700001	0.0100036	0.0143557	0.0131646	0.000341491	0.00433121	0.136734	0.00630166	0.0031568	3.739134	0.9854199	0.285993	0.238066	0.226089	0.249852	1.415957
510	-4657.765	-4681.33	23.56473	0.167351	0.0499459	0.0184819	0.0240326	0.0632706	0.167163	0.0555999	0.0404015	0.0458543	0.00900471	0.0549798	0.0399527	0.0773765	0.0678292	0.054602	0.031894	0.0446622	0.0480382	0.0532115	0.0591168	0.0266502	0.0146916	0.0117556	0.0116509	0.0131788	0.0246568	0.00550053	0.0298692	0.00051474	0.0137872	0.0239244	0.0151005	0.00113924	0.00363961	0.141815	0.00530873	0.00155611	3.969939	0.9854199	0.284399	0.242001	0.22514	0.24846	1.517507
520	-4661.075	-4685.141	24.06652	0.175841	0.0571455	0.030882	0.0180274	0.0702451	0.154771	0.085407	0.0446822	0.0334196	0.00924705	0.0705667	0.0290582	0.0971266	0.0608886	0.0355697	0.0290451	0.0512007	0.0354969	0.0767036	0.0489812	0.0144139	0.0167179	0.00986365	0.00878174	0.00842814	0.0197929	0.00459683	0.0342444	0.000554079	0.0217259	0.0101953	0.0131731	0.00135555	0.00529265	0.121434	0.00567727	0.000967498	3.436032	1.0774	0.284399	0.242001	0.22514	0.24846	1.511521
530	-4663.339	-4685.931	22.59214	0.144736	0.0590111	0.0180536	0.0268947	0.0705874	0.152828	0.0807572	0.0454281	0.0271372	0.00888731	0.0704661	0.0460361	0.1124	0.0770407	0.0343766	0.0353751	0.0759423	0.0433065	0.0628028	0.0576645	0.0341615	0.0427939	0.0180848	0.00650974	0.00602539	0.0229252	0.00806956	0.0348931	0.000704946	0.0133037	0.0148927	0.00583292	0.0025946	0.00591886	0.151808	0.00409515	0.000750884	3.861768	1.010276	0.284399	0.242001	0.22514	0.24846	1.623097
540	-4656.371	-4678.976	22.60436	0.149353	0.0438026	0.042931	0.0222033	0.0631311	0.190661	0.0682444	0.0457095	0.0324671	0.00853866	0.0610536	0.047698	0.0943686	0.0699047	0.0616926	0.0425732	0.0611261	0.0288718	0.0626925	0.0810616	0.0195663	0.039237	0.0117424	0.00524083	0.00679967	0.0143138	0.00502703	0.024935	0.000556363	0.0171321	0.0129816	0.00931992	0.00216714	0.00392471	0.11878	0.00396957	0.00188459	4.304987	1.029189	0.272273	0.231683	0.21554	0.280504	1.575662
550	-4656.666	-4678.653	21.98708	0.179618	0.0574432	0.0238811	0.0156169	0.0844232	0.181483	0.0636408	0.0559709	0.0329608	0.00843457	0.069904	0.031346	0.115368	0.0719294	0.0524712	0.0308711	0.0524702	0.0235372	0.0708173	0.0721934	0.0173189	0.023422	0.0145553	0.0134785	0.00298425	0.0118959	0.00578751	0.0363857	0.00140195	0.0201076	0.0181029	0.0131162	0.00461324	0.00176203	0.155688	0.00301321	0.00184519	4.280289	1.029189	0.267402	0.233234	0.216983	0.282381	1.639859
560	-4659.443	-4682.014	22.57074	0.161405	0.0512038	0.0168694	0.0199979	0.062258	0.187557	0.0764742	0.0564119	0.024282	0.010499	0.11334	0.0422581	0.0834086	0.0505156	0.0556948	0.0294251	0.0635434	0.0368378	0.0724223	0.0543175	0.0114476	0.0266393	0.0106024	0.012683	0.00474077	0.0156941	0.00310439	0.0331945	0.00199773	0.0105454	0.0108165	0.0131478	0.00189912	0.00193265	0.129741	0.0052599	0.00314775	4.321506	1.149755	0.267402	0.233234	0.216983	0.282381	1.565316
570	-4656.714	-4679.23	22.51553	0.140727	0.0586356	0.0333245	0.0343589	0.0707057	0.193411	0.0723028	0.0604004	0.0484883	0.0108186	0.0825936	0.0364207	0.095612	0.0827542	0.0450032	0.0382762	0.0680114	0.033449	0.0829665	0.0526518	0.0185561	0.0210166	0.00794179	0.0126866	0.0117512	0.0113914	0.0077389	0.0172274	0.00143243	0.00555051	0.0147612	0.0108663	0.00240124	0.0028663	0.123198	0.00239032	0.000492645	3.992292	1.055528	0.267402	0.233234	0.216983	0.282381	1.61318
580	-4656.464	-4678.083	21.61927	0.172043	0.0575707	0.0261608	0.0203175	0.0679768	0.194343	0.0659113	0.0366416	0.0386003	0.0181107	0.0901604	0.0540299	0.0803341	0.0731625	0.0366704	0.0235414	0.0617209	0.0463485	0.0852535	0.0808153	0.0193034	0.024663	0.018563	0.0048819	0.00530494	0.021073	0.00307266	0.0216192	0.000943707	0.00601057	0.0198574	0.0145118	0.00163122	0.00597649	0.159632	0.00551139	0.000565764	4.506469	0.9410717	0.267402	0.233234	0.216983	0.282381	1.662835
590	-4656.598	-4678.241	21.64272	0.168205	0.0561487	0.0267253	0.0241285	0.0507614	0.1815	0.0766746	0.048728	0.0310495	0.0106631	0.0888419	0.0417695	0.0937794	0.0720918	0.0436949	0.0311462	0.0622511	0.0406883	0.0794981	0.0758196	0.0233365	0.0194171	0.0219623	0.0170396	0.00645618	0.0161131	0.0036651	0.019837	0.00183181	0.00654371	0.015922	0.00919034	0.00580912	0.00872286	0.179627	0.0040405	0.000369185	4.489373	0.9225825	0.272598	0.237766	0.2212	0.268436	1.664048
600	-4656.83	-4680.266	23.43595	0.127828	0.042382	0.0193744	0.022883	0.0625083	0.156321	0.0921177	0.0490386	0.0370879	0.0108172	0.0629488	0.0396552	0.0736709	0.0612321	0.0477447	0.048495	0.0431388	0.0383575	0.082298	0.0671953	0.0219773	0.0142612	0.0251927	0.0158649	0.00643993	0.0168568	0.00131409	0.0187178	0.00423719	0.00998235	0.0116905	0.0160374	0.00828187	0.0049152	0.12935	0.00261106	0.000329949	4.337596	0.9900497	0.272598	0.237766	0.2212	0.268436	1.493156
610	-4660.946	-4684.287	23.34082	0.140571	0.0708732	0.0343878	0.035309	0.073479	0.155597	0.0637	0.0437283	0.0394278	0.0110761	0.0594831	0.0399648	0.0511318	0.0581219	0.0529636	0.0344993	0.0786436	0.0475568	0.0849649	0.0586177	0.0167124	0.0249346	0.00882694	0.00858802	0.0114123	0.0179183	0.00245586	0.0213386	0.00297407	0.012314	0.0106214	0.0135875	0.0185678	0.00361464	0.13008	0.00483411	0.000494601	3.824184	1.096434	0.272598	0.237766	0.2212	0.268436	1.543372
620	-4653.966	-4677.974	24.00816	0.148251	0.0493301	0.0181545	0.0116766	0.0710417	0.198303	0.0717287	0.0562971	0.0317745	0.0125374	0.0723525	0.0291497	0.082015	0.0710782	0.0424021	0.027107	0.0518281	0.0345513	0.0582343	0.0658094	0.0172163	0.02369	0.0176716	0.0147008	0.0111112	0.0343423	0.00312327	0.0261687	0.00573713	0.0116845	0.0152026	0.0151785	0.00828861	0.00310879	0.105377	0.00170936	0.00038418	3.57417	0.9296449	0.274803	0.235568	0.230827	0.258803	1.518318
630	-4658.414	-4682.51	24.09609	0.131928	0.0435376	0.0218077	0.013802	0.0559846	0.163117	0.0578176	0.0689689	0.030672	0.0097951	0.0715376	0.038094	0.101255	0.0618358	0.0307647	0.0267955	0.0720537	0.0345296	0.0657225	0.0812842	0.0207806	0.030124	0.0206435	0.0166442	0.00950178	0.0117756	0.00354886	0.0383325	0.00620814	0.010715	0.030841	0.00807843	0.00114331	0.00134586	0.113996	0.00143207	0.00108942	3.594381	0.9296449	0.278426	0.225489	0.23387	0.262215	1.507504
640	-4651.595	-4675.894	24.29924	0.126504	0.0574214	0.0219123	0.0248563	0.059318	0.174142	0.0574273	0.037837	0.034304	0.010035	0.0583566	0.0406211	0.0864733	0.0622098	0.051736	0.0280535	0.0553167	0.0447155	0.0476335	0.067761	0.0338547	0.0194563	0.00957896	0.0104368	0.00693808	0.0264617	0.0034468	0.0402467	0.00237616	0.0086199	0.0211751	0.010715	0.00127838	0.00643981	0.142062	0.00200458	0.00088902	3.446529	1.023237	0.270499	0.227966	0.236439	0.265096	1.492615
650	-4651.713	-4676.309	24.59586	0.11432	0.0385924	0.0298718	0.0190341	0.0489597	0.164242	0.0544573	0.039934	0.0324338	0.00623149	0.0668249	0.0412702	0.0750542	0.0764541	0.048947	0.0263246	0.0454009	0.0523128	0.0548596	0.059589	0.0240184	0.0210107	0.0150209	0.0147867	0.00688013	0.0187526	0.00165826	0.021774	0.00920664	0.0195587	0.0127608	0.0133286	0.00198929	0.00350035	0.145193	0.00248868	0.00102476	3.891878	0.9267533	0.270499	0.227966	0.236439	0.265096	1.428066
660	-4658.998	-4681.799	22.80105	0.141241	0.0561603	0.0405201	0.0277631	0.0734403	0.228952	0.0559324	0.0692244	0.0312945	0.00803144	0.0753409	0.031094	0.0848805	0.0619899	0.0540547	0.0210594	0.0734936	0.0313613	0.0546251	0.0860945	0.0266319	0.0294418	0.0106212	0.00539471	0.00470652	0.00767153	0.0056225	0.0264194	0.0115784	0.0123397	0.00830564	0.00834461	0.00558707	0.00396625	0.131005	0.00148185	0.00066484	3.839737	0.9910049	0.270499	0.227966	0.236439	0.265096	1.606336
670	-4667.896	-4690.913	23.01694	0.10705	0.0538733	0.0369308	0.0172202	0.0715723	0.213093	0.0719819	0.0520208	0.036318	0.00933552	0.0673691	0.0569027	0.105778	0.08437	0.0343389	0.0349286	0.0523093	0.0514493	0.049526	0.089805	0.0219561	0.0377182	0.0108609	0.0135809	0.00290408	0.0124836	0.0164186	0.0240335	0.0097564	0.0177	0.0102745	0.0125576	0.00369339	0.00267658	0.114273	0.00088135	0.000340664	3.554333	1.04107	0.257804	0.231933	0.240554	0.269709	1.608281
680	-4657.723	-4680.18	22.45645	0.173481	0.0471545	0.0270218	0.0245791	0.0722547	0.157276	0.0613466	0.0646775	0.0411252	0.00992186	0.0786819	0.0317964	0.0923748	0.0621652	0.0502696	0.0380009	0.0520894	0.0359262	0.0669687	0.0860325	0.0229262	0.0495422	0.0323362	0.00377355	0.00667588	0.0200375	0.00547657	0.0183068	0.00608456	0.00797657	0.00764709	0.0238892	0.00646776	0.00159552	0.148259	0.000420878	0.000895988	3.900151	0.983998	0.272232	0.235363	0.207601	0.284803	1.635455
690	-4654.17	-4678.843	24.67222	0.117241	0.0562359	0.0204286	0.0306044	0.0888102	0.158199	0.0476904	0.0365869	0.0379552	0.00837225	0.0734775	0.0237535	0.0871776	0.0636938	0.0526216	0.0296995	0.0429109	0.0357141	0.0529163	0.0766679	0.0181247	0.0222274	0.0183287	0.00393219	0.00399976	0.021747	0.00376405	0.0265715	0.0109146	0.00755405	0.0196194	0.0183121	0.00238629	0.000214811	0.123015	0.00246358	0.00208321	3.655131	0.9076634	0.273867	0.234835	0.207135	0.284163	1.446014
700	-4649.804	-4672.995	23.19185	0.178564	0.050649	0.0238358	0.0223589	0.079052	0.15555	0.0608987	0.0555355	0.0440917	0.00476824	0.0812217	0.0537976	0.0792948	0.0503192	0.0572916	0.0328294	0.0590029	0.0333587	0.0766463	0.0765908	0.0267769	0.0281541	0.0101114	0.00338358	0.00880333	0.00941803	0.00438446	0.0160338	0.00448751	0.00721144	0.0133904	0.0223972	0.00234492	0.00103124	0.131478	0.00315633	0.00167519	3.81576	0.9886023	0.273867	0.234835	0.207135	0.284163	1.569895
710	-4655.908	-4678.569	22.66063	0.14849	0.0792037	0.0313784	0.0218384	0.0780391	0.18001	0.0576238	0.0539621	0.0377457	0.0193207	0.109318	0.0465743	0.0884329	0.0788205	0.0470458	0.0211346	0.05098	0.0330109	0.0777134	0.0742378	0.026474	0.0198669	0.00580945	0.00753807	0.00207981	0.00577347	0.00428463	0.0171923	0.00303596	0.00936424	0.00900189	0.018641	0.00507284	0.00139975	0.123252	0.001942	0.00121918	4.123359	0.9428933	0.273867	0.234835	0.207135	0.284163	1.596828
720	-4654.12	-4677.146	23.02617	0.149239	0.0580394	0.0264966	0.0204264	0.0851844	0.157085	0.0459115	0.0578121	0.0241331	0.0103947	0.0803836	0.0358982	0.0735116	0.0694849	0.0505095	0.0424132	0.0453466	0.0446988	0.0593381	0.0632115	0.0176251	0.0265365	0.0170039	0.00387158	0.00475434	0.00313787	0.00410257	0.0265888	0.00296274	0.0108572	0.0140177	0.0205281	0.00643044	0.00132264	0.135319	0.00343341	0.00129317	4.512222	1.163729	0.273867	0.234835	0.207135	0.284163	1.499304
730	-4663.15	-4685.758	22.60825	0.149239	0.0709541	0.0341967	0.0179218	0.0537868	0.132347	0.0526761	0.0627393	0.0407506	0.0115661	0.0892635	0.0253453	0.0837979	0.098319	0.0394137	0.0294061	0.0580899	0.0221785	0.0643213	0.0648346	0.0216263	0.0281737	0.0172919	0.0080846	0.0110675	0.0190127	0.00686934	0.0143735	0.00306742	0.0211273	0.0163542	0.0195003	0.0071765	0.00130229	0.146497	0.00420923	0.000636377	4.471817	1.139915	0.273867	0.234835	0.207135	0.284163	1.547518
740	-4659.418	-4682.05	22.63232	0.139647	0.0628144	0.0170071	0.0208774	0.0767623	0.194644	0.0560775	0.0426199	0.0470219	0.0112444	0.0798277	0.0401134	0.0885007	0.0637533	0.0416127	0.0339425	0.0695209	0.0217259	0.0561701	0.0476665	0.0152469	0.0303873	0.0141137	0.00526631	0.0124194	0.0195216	0.0088942	0.016726	0.0021468	0.00693857	0.0128418	0.0100608	0.0127468	0.002257	0.170382	0.0104865	0.000449242	4.442993	0.9954858	0.273867	0.234835	0.207135	0.284163	1.562436
750	-4650.813	-4674.036	23.22304	0.158524	0.0598386	0.0269229	0.0215943	0.0702557	0.187524	0.0550751	0.0553334	0.0264886	0.0027921	0.0616076	0.0449931	0.0973256	0.0733831	0.0523801	0.0317733	0.0613492	0.0302893	0.0643255	0.0457496	0.0171981	0.0305556	0.0131692	0.00508914	0.0106273	0.011295	0.00876935	0.0218537	0.00104598	0.0108992	0.0127646	0.0135449	0.0112316	0.00678354	0.155803	0.00787324	0.000927173	3.777866	1.024694	0.273867	0.234835	0.207135	0.284163	1.566956
760	-4653.334	-4676.626	23.29211	0.124309	0.0467662	0.0202774	0.0157786	0.056608	0.16098	0.0548486	0.0544071	0.033525	0.0103103	0.0723796	0.0307003	0.0825735	0.0811935	0.0424725	0.0524907	0.0720025	0.0267738	0.064883	0.0737774	0.0176781	0.017567	0.00764581	0.00967395	0.00671556	0.0157765	0.0083941	0.0407162	0.00096257	0.0123096	0.0183339	0.0195732	0.00470833	0.00554119	0.155803	0.00773762	0.00160293	4.033011	1.09207	0.273867	0.234835	0.207135	0.284163	1.527796
770	-4654.215	-4675.978	21.76262	0.156266	0.0651228	0.021235	0.0251797	0.0899162	0.184521	0.0545207	0.0662425	0.0408016	0.0127762	0.0739919	0.0309007	0.117854	0.0986601	0.0560371	0.0509238	0.0562082	0.0349079	0.0758748	0.0563866	0.0206612	0.0220595	0.018161	0.00599773	0.00916996	0.0195537	0.00866243	0.0219428	0.00142964	0.00897803	0.0173307	0.0120317	0.00230875	0.00367013	0.115784	0.00476991	0.00247037	4.239951	1.059505	0.273867	0.234835	0.207135	0.284163	1.663308
780	-4651.882	-4675.57	23.68784	0.131607	0.0602243	0.0319283	0.0279801	0.0770927	0.144884	0.0599315	0.0561035	0.0307593	0.0122442	0.0530279	0.0302116	0.0825169	0.0476034	0.0535696	0.0302464	0.0640409	0.0415418	0.0628864	0.0754852	0.0272121	0.0396575	0.0130035	0.00459235	0.00851362	0.0229277	0.0162256	0.0242445	0.00239104	0.00561797	0.0112202	0.0101149	0.00485142	0.00542792	0.133149	0.00569423	0.00126729	3.963795	0.9435567	0.273867	0.234835	0.207135	0.284163	1.509997
790	-4655.068	-4677.401	22.33354	0.155868	0.0696053	0.0346676	0.0198133	0.0814046	0.215223	0.0682322	0.0519904	0.0348193	0.00962765	0.0678675	0.0270597	0.0839123	0.0595406	0.0415701	0.0243657	0.073144	0.0245504	0.0960655	0.0806783	0.0295434	0.0156509	0.0126311	0.00279709	0.0106731	0.0091773	0.00856488	0.0215023	0.00166707	0.0137954	0.013611	0.0113412	0.00981726	0.00150866	0.158114	0.00610264	0.00148223	3.896016	0.9857426	0.273867	0.234835	0.207135	0.284163	1.647985
800	-4659.123	-4681.573	22.44986	0.194987	0.0742562	0.0289626	0.0195402	0.0651694	0.199094	0.0682037	0.0473174	0.0292058	0.00630728	0.0737616	0.0381952	0.0808818	0.0554706	0.0436267	0.0361462	0.0860203	0.0320159	0.0561994	0.0751547	0.0258815	0.0160217	0.00942282	0.00361556	0.0127694	0.0110987	0.0120339	0.0242094	0.0016149	0.013072	0.0154473	0.00827099	0.00718004	0.0043335	0.139925	0.0099595	0.0023326	3.840986	1.127267	0.273213	0.234274	0.207579	0.284933	1.627704
810	-4661.495	-4684.531	23.03593	0.124455	0.0503748	0.0395069	0.0300001	0.0763887	0.173703	0.0563336	0.0477369	0.0429546	0.00609232	0.0815735	0.0290135	0.0858779	0.0642059	0.0472973	0.0316813	0.053949	0.0382692	0.0496754	0.0778424	0.0274175	0.0354279	0.0102334	0.00327381	0.0190926	0.0148206	0.0166974	0.0298113	0.00434608	0.00932975	0.00783024	0.00516455	0.00270352	0.00152354	0.128606	0.0118089	0.00823054	4.184858	1.041878	0.27635	0.236964	0.198482	0.288204	1.543249
820	-4666.867	-4689.357	22.48951	0.124237	0.0531661	0.0429829	0.021339	0.0711893	0.135057	0.0584932	0.0425498	0.0443901	0.00784303	0.077536	0.0294834	0.11486	0.0713301	0.0337714	0.0414536	0.085129	0.0345862	0.0666868	0.0820421	0.022484	0.0213913	0.0199527	0.00822167	0.0107115	0.0266739	0.0137145	0.0207434	0.00675253	0.0212068	0.00746843	0.0365433	0.00550336	0.0017832	0.148105	0.00286475	0.00889099	3.997471	0.9967949	0.264053	0.235615	0.204047	0.296285	1.621138
830	-4663.543	-4685.611	22.06769	0.185163	0.0454572	0.0451965	0.019406	0.0651729	0.172191	0.0501871	0.0542866	0.0357248	0.0243142	0.0815079	0.0469547	0.0974336	0.0739792	0.0386097	0.0354175	0.0497083	0.0446232	0.0589581	0.0893934	0.0300959	0.0185932	0.0140175	0.00516544	0.0123236	0.036702	0.00725723	0.0202513	0.00651712	0.0176598	0.0113021	0.0123139	0.0039078	0.00190912	0.141885	0.00573827	0.00399556	3.997471	0.9967949	0.257127	0.218892	0.248725	0.275256	1.66332
840	-4657.37	-4680.707	23.33718	0.151016	0.0677654	0.0298489	0.0257722	0.0834519	0.152191	0.0627241	0.0490948	0.0366736	0.00894745	0.0713003	0.0331872	0.0868684	0.0674985	0.0597697	0.0225432	0.0741981	0.0317354	0.0649774	0.0697131	0.0240464	0.0122173	0.01177	0.00561249	0.00769512	0.0197543	0.00932187	0.0285323	0.0052736	0.0153731	0.0210126	0.00750014	0.00794482	0.0113845	0.126423	0.00605575	0.00102862	3.702372	0.9533848	0.257127	0.218892	0.248725	0.275256	1.570222
850	-4655.678	-4679.142	23.46369	0.149099	0.0466044	0.0265353	0.0193977	0.0656219	0.200914	0.0519639	0.0442774	0.0291802	0.0128166	0.0665638	0.0237937	0.0898314	0.0635755	0.0339387	0.0419224	0.0652975	0.0423341	0.0861371	0.0712013	0.0173349	0.022744	0.0138968	0.00212191	0.00800434	0.0196714	0.00374319	0.0230214	0.00928876	0.0173533	0.0170565	0.0207495	0.00214089	0.00529871	0.132881	0.00562839	0.0011306	3.702372	0.9983852	0.25798	0.219617	0.246235	0.276168	1.553071
860	-4668.353	-4691.86	23.50664	0.128325	0.0578787	0.0295056	0.0117566	0.0628965	0.14383	0.0544487	0.0623407	0.0369003	0.00470219	0.0725745	0.0206396	0.10581	0.0449043	0.054877	0.0362806	0.0629569	0.0439242	0.097544	0.0796259	0.0162719	0.0296705	0.0138992	0.00829853	0.00531461	0.0306553	0.00366659	0.0149381	0.0108251	0.0106016	0.0305539	0.0210098	0.00131357	0.0056908	0.10139	0.00511696	0.00162112	4.004972	0.9579446	0.25798	0.219617	0.246235	0.276168	1.52256
870	-4653.01	-4676.807	23.79664	0.14184	0.0533848	0.0181244	0.0160281	0.0683761	0.158154	0.0608031	0.0442654	0.0381374	0.00810232	0.0769365	0.0262068	0.0912992	0.0647869	0.0387042	0.0298961	0.0661231	0.0473159	0.0550972	0.0684245	0.0280782	0.03038	0.00768731	0.0101896	0.00393491	0.0378711	0.0018891	0.0307787	0.00910649	0.0182329	0.0160501	0.0206978	0.00235559	0.0143731	0.120494	0.00695806	0.00372632	3.632387	0.918032	0.264976	0.230454	0.233736	0.270835	1.53481
880	-4663.741	-4686.8	23.05948	0.14184	0.0771417	0.0306771	0.0109012	0.0486504	0.182564	0.0686315	0.0518374	0.0298494	0.00952657	0.0599236	0.0465474	0.110123	0.052243	0.0387042	0.035857	0.0830491	0.0260966	0.045629	0.0634996	0.024123	0.0356541	0.00532668	0.0162031	0.0023824	0.0234156	0.00273961	0.0188413	0.00614348	0.00759175	0.015461	0.0181277	0.00112316	0.00870461	0.134225	0.00747798	0.00313427	4.129467	1.066537	0.261761	0.231461	0.234758	0.272019	1.543967
890	-4659.951	-4683.45	23.49931	0.117796	0.0469775	0.0272725	0.016274	0.0673117	0.148239	0.0544699	0.0360754	0.0427301	0.0144586	0.0725141	0.0462828	0.0899477	0.0763741	0.0423449	0.0407168	0.0660965	0.0316709	0.0614014	0.0610536	0.0290575	0.0233638	0.00701517	0.00851894	0.00696621	0.017054	0.003242	0.0277259	0.00697513	0.0216062	0.00863682	0.0116172	0.000976436	0.00685775	0.146584	0.00683182	0.00784449	4.104331	1.082709	0.253686	0.224321	0.258364	0.263628	1.500881
