Iteration	Posterior	Likelihood	Prior	branchG[1]	branchG[2]	branchG[3]	branchG[4]	branchG[5]	branchG[6]	branchG[7]	branchG[8]	branchG[9]	branchG[10]	branchG[11]	branchG[12]	branchG[13]	branchG[14]	branchG[15]	branchG[16]	branchG[17]	branchG[18]	branchG[19]	branchG[20]	branchG[21]	branchG[22]	branchG[23]	branchG[24]	branchG[25]	branchG[26]	branchG[27]	branchG[28]	branchG[29]	branchG[30]	branchG[31]	branchG[32]	branchG[33]	branchG[34]	branchG[35]	branchG[36]	branchG[37]	branchG[38]	branchG[39]	branchG[40]	branchG[41]	branchG[42]	branchG[43]	branchG[44]	branchG[45]	branchG[46]	branchG[47]	branchG[48]	branchG[49]	branchG[50]	branchG[51]	branchG[52]	branchG[53]	branchG[54]	branchG[55]	branchG[56]	branchG[57]	branchG[58]	branchG[59]	branchG[60]	branchG[61]	branchG[62]	branchG[63]	branchG[64]	branchG[65]	branchG[66]	branchG[67]	branchG[68]	branchG[69]	branchG[70]	branchG[71]	branchG[72]	branchG[73]	branchG[74]	branchG[75]	branchG[76]	branchG[77]	branchG[78]	gamma	kappa	meanG	nodelogG[1]	nodelogG[2]	nodelogG[3]	nodelogG[4]	nodelogG[5]	nodelogG[6]	nodelogG[7]	nodelogG[8]	nodelogG[9]	nodelogG[10]	nodelogG[11]	nodelogG[12]	nodelogG[13]	nodelogG[14]	nodelogG[15]	nodelogG[16]	nodelogG[17]	nodelogG[18]	nodelogG[19]	nodelogG[20]	nodelogG[21]	nodelogG[22]	nodelogG[23]	nodelogG[24]	nodelogG[25]	nodelogG[26]	nodelogG[27]	nodelogG[28]	nodelogG[29]	nodelogG[30]	nodelogG[31]	nodelogG[32]	nodelogG[33]	nodelogG[34]	nodelogG[35]	nodelogG[36]	nodelogG[37]	nodelogG[38]	nodelogG[39]	nodelogG[40]	nodelogG[41]	nodelogG[42]	nodelogG[43]	nodelogG[44]	nodelogG[45]	nodelogG[46]	nodelogG[47]	nodelogG[48]	nodelogG[49]	nodelogG[50]	nodelogG[51]	nodelogG[52]	nodelogG[53]	nodelogG[54]	nodelogG[55]	nodelogG[56]	nodelogG[57]	nodelogG[58]	nodelogG[59]	nodelogG[60]	nodelogG[61]	nodelogG[62]	nodelogG[63]	nodelogG[64]	nodelogG[65]	nodelogG[66]	nodelogG[67]	nodelogG[68]	nodelogG[69]	nodelogG[70]	nodelogG[71]	nodelogG[72]	nodelogG[73]	nodelogG[74]	nodelogG[75]	nodelogG[76]	nodelogG[77]	nodelogG[78]	nodelogG[79]	root_age	sigmaG
2080	-8948.913	-8685.812	-263.1009	6.14796	8.50619	4.22494	8.01414	7.93741	6.47029	8.06716	6.29305	5.9107	6.71404	10.641	8.85323	9.2307	12.2093	11.6659	7.48115	10.5165	11.5671	22.766	25.0251	18.5546	16.2474	4.82044	4.2953	6.25443	14.438	9.35361	11.7419	6.49334	7.2633	9.90072	8.06501	9.95945	10.2219	12.1609	8.98949	11.6977	11.3946	10.101	9.45897	9.58318	9.14812	10.1727	11.251	9.84231	10.0083	8.41032	8.67521	9.50395	11.3591	10.8886	11.3842	10.9077	7.76406	5.01116	7.46947	19.7674	13.8225	10.7736	9.97898	10.2571	9.84613	9.73215	9.01849	7.74575	7.91519	7.80189	8.09641	8.32214	7.41474	6.65281	7.20084	7.30221	7.42755	7.60341	7.92038	8.585	7.18881	0.3963177	5.273724	9.633414	0.72313	1.00514	0.391207	1.02818	1.01982	0.74663	0.96005	0.744331	0.643947	0.754638	1.15638	1.00288	1.03915	1.18278	1.14323	0.721819	1.01762	1.14596	1.38051	1.46269	1.27907	1.39823	0.671493	0.571307	0.88718	1.22148	0.84443	1.12632	0.756854	0.854185	1.00979	0.918192	0.931374	0.953964	1.13264	0.958564	1.10462	1.08182	1.07728	0.960471	1.03157	0.931447	0.991217	1.0651	1.03729	0.948906	0.868083	0.981542	0.895018	1.09753	1.01316	1.06079	1.05181	1.02365	0.69468	0.705196	1.33407	1.25783	1.02334	1.04138	1.02612	0.990603	0.995928	0.980489	0.89132	0.89933	0.897593	0.886807	0.929778	0.853391	0.779536	0.854332	0.860434	0.866474	0.875217	0.8868	0.910692	0.956789	0.756525	82.61938	1.46294
2090	-8935.068	-8690.462	-244.6054	8.42895	9.05053	6.5431	9.86607	9.77162	7.09446	8.35644	7.59488	9.2224	8.49784	7.65311	8.76101	9.13456	12.2093	11.6659	10.1568	11.4628	11.5671	18.9755	20.8585	16.4717	18.9255	4.18552	6.20712	6.03976	15.1204	15.0432	9.4728	6.49334	7.2633	9.48315	8.06501	12.7739	10.0029	12.1609	9.88522	11.4126	9.52425	12.0914	8.03935	11.192	10.9508	10.1727	11.5087	10.823	10.4415	8.05561	8.30932	9.00441	11.9773	10.3869	10.233	10.3487	10.2492	5.01116	7.33999	14.6267	14.2935	12.3319	9.806	9.32076	9.40821	9.29929	9.01849	7.66507	7.61421	7.80189	8.09641	8.15073	7.39772	8.19016	8.03189	7.65508	7.27071	7.32853	7.63807	8.40818	9.48978	0.3963177	5.356915	9.876663	0.943337	1.00514	0.730142	1.02818	1.01982	0.845158	0.9792	0.896199	1.06403	0.992959	0.870084	1.00288	1.03915	1.18278	1.14323	1.03102	1.13609	1.14596	1.38051	1.46269	1.27907	1.39823	0.548817	0.8911	0.856843	1.22148	1.21703	0.933881	0.756854	0.854185	1.00979	0.918192	1.12789	0.91549	1.13264	0.958564	1.10462	0.947518	1.07728	0.819225	1.01014	1.08767	0.991217	1.08476	1.03729	1.03141	0.868083	0.944114	0.895018	1.13764	1.01908	1.01389	1.00612	1.02365	0.69468	0.705196	1.17588	1.15441	1.15587	1.0262	0.982492	0.990603	0.956411	0.980489	0.882225	0.865657	0.897593	0.886807	0.929778	0.864843	0.960111	0.90821	0.901425	0.866474	0.85668	0.873353	0.892615	0.956789	0.997724	83.43039	1.170472
2100	-8944.004	-8690.667	-253.3371	6.90687	9.05053	6.57117	9.86607	9.77162	7.68384	5.10777	10.7225	7.31428	8.26482	6.32621	9.57078	9.97885	12.2093	11.6659	8.46228	9.67017	10.9441	20.2274	22.2345	16.7073	15.8953	4.12163	7.38047	8.18332	15.1204	21.7289	13.5349	6.49334	7.2633	9.67153	8.89041	8.47728	8.88058	12.1609	9.88522	11.4126	14.9612	9.64846	13.1586	8.93081	8.56154	9.39253	9.88483	10.823	10.4415	8.21563	9.34168	9.90378	11.9773	10.3637	10.2102	9.75231	8.6068	5.47807	7.34526	15.8146	12.1766	9.7129	8.8124	9.32076	9.40821	8.79841	8.27356	8.37354	7.70089	7.82656	7.85049	7.90316	7.1612	8.19016	8.03189	7.65508	7.27071	7.32853	7.63807	8.05763	8.10386	0.3963177	5.672078	9.830288	0.770352	1.00514	0.73386	1.02818	1.01982	0.914476	0.579844	1.22397	0.855597	0.96172	0.701952	1.00288	1.03915	1.18278	1.14323	0.872483	0.988376	1.14596	1.38051	1.46269	1.27907	1.39823	0.514509	1.02054	1.06423	1.22148	1.53643	1.24383	0.756854	0.854185	1.00979	0.918192	0.903862	0.944232	1.13264	0.958564	1.10462	1.33979	1.07728	1.26496	1.01014	0.891638	0.973465	0.952651	1.03729	1.03141	0.868083	0.961199	0.979651	1.13764	1.01908	1.01195	1.00612	0.9721	0.715628	0.761627	1.23137	1.16674	1.00431	0.970388	0.982492	0.990603	0.956411	0.932398	0.959011	0.872747	0.900335	0.886807	0.902987	0.836619	0.960111	0.90821	0.901425	0.866474	0.85668	0.873353	0.892615	0.919801	0.897583	81.94081	1.291199
2110	-8940.824	-8697.178	-243.6465	6.54684	9.36601	6.04645	8.90394	8.8187	6.34325	6.49895	9.24343	8.84406	6.88708	5.8176	8.37903	8.73629	12.0457	11.5096	7.0615	8.77986	10.9441	16.6082	18.2562	15.3825	16.3117	4.96298	6.54593	7.15776	15.1204	18.4757	11.8586	6.83751	7.64827	9.67153	8.89041	9.00384	13.4904	12.1609	9.88522	11.3656	9.708	10.901	9.76375	10.0487	9.67296	9.85803	10.4713	10.823	10.4415	8.65108	9.34168	9.90378	12.0901	10.4612	10.2102	10.2356	8.49788	5.47807	7.34526	11.9554	11.5049	9.96739	7.98808	8.72818	9.28218	8.79841	8.27356	7.33087	7.90227	7.82656	7.85049	7.52633	7.09684	7.45904	8.31186	7.72507	7.33719	7.26266	7.20851	6.95567	6.91038	0.408823	5.693039	9.429628	0.694092	1.00514	0.661576	1.02818	1.01982	0.747943	0.789067	1.09505	0.998135	0.780902	0.629153	1.00288	1.03915	1.18278	1.14323	0.772357	0.961538	1.14596	1.38051	1.46269	1.27907	1.39823	0.675856	0.916314	0.947927	1.22148	1.39556	1.12085	0.756854	0.854185	1.00979	0.918192	0.906146	1.25734	1.13264	0.958564	1.10462	0.967697	1.07728	1.00577	1.00656	0.997653	0.973465	1.00271	1.03729	1.03141	0.912942	0.961199	0.979651	1.13764	1.02722	1.01195	1.00612	1.01411	0.715628	0.761627	1.06014	1.09499	1.02678	0.970388	0.925437	0.97889	0.956411	0.932398	0.843504	0.895168	0.900335	0.886807	0.902987	0.836619	0.870986	0.937972	0.901425	0.874379	0.85668	0.865511	0.85018	0.834497	0.844507	79.34482	1.052438
2120	-8932.327	-8696.583	-235.7445	7.46153	9.20971	6.27717	8.82468	8.7402	6.17169	6.56877	8.28369	8.65772	8.07251	7.71593	8.37903	8.73629	11.6281	11.1106	9.79705	7.94711	11.1241	18.7137	20.5707	17.1195	16.3117	6.41932	4.90992	6.44597	13.1359	8.5451	11.2923	6.83751	7.64827	9.67153	9.06505	10.8512	9.28848	12.1609	8.91282	10.443	6.82731	9.84228	13.8685	8.33623	8.9258	10.124	10.873	9.75836	9.40932	8.65108	9.52519	10.0983	10.1694	10.1287	10.2047	10.2798	9.3008	5.82636	7.34526	14.9922	12.804	9.96739	7.98808	8.72818	8.96039	8.94314	8.40965	7.33087	7.68079	7.60721	7.85049	7.28055	7.19366	7.16596	8.17315	7.48818	7.1122	7.26266	6.97311	6.72852	7.52676	0.408823	5.184859	9.316802	0.822302	1.00514	0.694102	1.02818	1.01982	0.724127	0.786579	0.988058	0.979639	0.918849	0.899133	1.00288	1.03915	1.18278	1.14323	1.05675	0.874981	1.14596	1.38051	1.46269	1.27907	1.39823	0.84581	0.612982	0.856949	1.22148	0.847999	1.10641	0.756854	0.854185	1.00979	0.918192	1.03554	0.900477	1.13264	0.958564	1.10462	0.735474	1.07728	1.29168	0.933026	0.908913	0.992381	1.03541	1.03729	0.941466	0.912942	0.961199	0.996548	1.01544	0.999157	1.01195	1.00565	1.01832	0.769168	0.761627	1.16381	1.18792	1.02678	0.970388	0.925437	0.948244	0.956411	0.946569	0.843504	0.895168	0.875644	0.886807	0.902987	0.848389	0.86322	0.923354	0.901425	0.847328	0.85668	0.865511	0.821342	0.834497	0.918719	91.74054	1.079699
2130	-8942.333	-8699.687	-242.6454	8.06399	8.94762	8.76315	8.54907	8.46723	7.75067	5.70151	8.00655	10.0023	6.00219	5.93946	8.41801	8.77693	11.0804	10.5873	6.84717	5.00788	10.9245	21.0884	23.181	17.1195	16.3117	8.20611	4.729	8.61474	13.401	13.231	10.1692	5.98828	6.69835	9.67153	9.06505	9.81637	11.0396	12.2921	9.80206	11.0924	11.2189	10.1688	10.8302	9.14834	9.45408	10.4689	10.9903	10.8477	10.3481	7.5766	9.52519	10.0983	10.3747	10.1287	10.2047	10.369	9.5165	5.82636	7.2197	16.8946	12.804	9.79701	8.70818	8.61749	8.43004	8.67134	8.02766	7.36497	7.07917	7.60721	7.63077	8.04022	7.31668	6.94215	7.70036	7.26167	7.1122	7.38686	8.0579	8.47861	8.46814	0.408823	5.776281	9.513666	0.914823	1.00514	1.01058	1.02818	1.01982	0.921998	0.66359	0.958502	1.17588	0.732299	0.671851	1.00288	1.03915	1.18278	1.14323	0.745584	0.473871	1.14596	1.38051	1.46269	1.27907	1.39823	1.05911	0.58037	1.10886	1.22148	1.2104	1.01542	0.756854	0.854185	1.00979	0.918192	0.948489	1.0505	1.13264	0.958564	1.10462	1.11448	1.07728	1.05529	0.985426	0.937259	1.01398	1.03541	1.04661	1.02407	0.797751	0.961199	0.996548	1.03279	0.999157	1.01195	1.00565	1.02582	0.769168	0.761627	1.26758	1.18792	1.02678	0.955412	0.925437	0.906334	0.945325	0.930847	0.847535	0.824321	0.875644	0.886807	0.87833	0.848389	0.83566	0.898277	0.874745	0.847328	0.85668	0.880239	0.932205	0.924444	0.931133	78.18792	1.298361
2140	-8957.077	-8710.862	-246.2147	9.58877	8.55536	8.20955	8.21655	8.13789	7.0146	6.48703	6.22537	10.589	9.61909	9.42247	9.39274	9.79322	11.0804	10.5873	10.1218	5.01681	10.2864	21.3225	23.4383	17.1195	16.3135	4.8137	6.85592	6.21855	13.9423	15.9264	9.14511	6.79484	7.60054	10.1947	9.06505	10.9488	8.13184	12.1359	9.80206	12.2872	10.9715	11.2845	15.9262	11.2456	10.3729	10.3507	10.3403	10.7099	10.3481	9.06219	10.0405	9.93119	10.8626	10.0246	10.0358	10.369	9.5154	5.82636	7.2954	17.0821	12.8054	9.90081	8.18165	7.29968	7.87297	7.62524	7.83229	8.03928	7.91294	7.44198	7.73523	8.33124	7.30048	6.67214	7.36279	7.26167	7.1122	7.1988	7.85277	7.8833	7.87266	0.408823	6.003483	9.737069	1.10419	1.00514	0.953894	1.02818	1.01982	0.835326	0.755229	0.719468	1.12868	1.04524	1.07269	1.00288	1.03915	1.18278	1.14323	1.16985	0.560192	1.14596	1.38051	1.46269	1.27907	1.39823	0.595791	0.902964	0.825751	1.22148	1.33705	0.917697	0.756854	0.854185	1.00979	0.918192	1.08517	0.826816	1.13264	0.958564	1.10462	1.00625	1.07728	1.40011	1.07428	1.02769	1.00411	0.993561	1.0355	1.02407	0.907505	1.00696	0.996548	1.06718	1.00468	0.997455	1.00565	1.02582	0.769168	0.761627	1.27717	1.18792	1.02687	0.964471	0.840664	0.906334	0.885943	0.878564	0.942701	0.921032	0.875644	0.867733	0.909214	0.868862	0.801202	0.859339	0.874745	0.847328	0.85668	0.85784	0.932205	0.861211	0.931032	78.18792	1.342723
2150	-8943.035	-8697.703	-245.3327	9.3403	8.55536	8.039	8.86357	8.77871	8.26738	7.75254	7.94016	9.10012	8.18243	6.11995	8.58596	8.95205	11.0804	10.5873	6.68782	5.03587	10.2864	21.3225	23.4383	17.7915	18.8227	4.33894	5.49399	8.2454	13.9423	12.9479	8.90628	7.42402	8.30433	10.1947	8.89296	12.4028	9.45682	11.872	9.54836	10.9573	8.80065	10.7025	10.3852	9.51127	10.0136	10.1228	10.27	10.2058	9.82623	9.90132	9.84988	9.80147	10.8626	10.0851	9.84195	9.71169	9.07519	5.82636	7.2954	17.7526	15.355	11.4237	10.2485	7.07199	7.98384	7.73263	7.66511	7.34156	7.91043	7.43233	7.56271	7.99627	7.74713	7.19754	7.36279	7.26167	7.1122	7.63924	8.17261	9.68445	9.78871	0.408823	5.461794	9.666542	1.08138	1.00514	0.935659	1.02818	1.01982	0.978055	0.910025	0.930796	0.997063	0.904733	0.698127	1.00288	1.03915	1.18278	1.14323	0.849575	0.603155	1.14596	1.38051	1.46269	1.27907	1.39823	0.505599	0.710608	1.0708	1.22148	1.15721	0.894712	0.756854	0.854185	1.00979	0.918192	1.1803	0.944751	1.13264	0.958564	1.10462	0.914245	1.07728	1.01334	0.974785	0.981693	1.01949	1.00674	1.0164	1.00129	0.984425	1.00696	0.979901	1.06718	1.00468	1.00268	0.983481	0.991109	0.769168	0.761627	1.27717	1.22136	1.15114	0.964471	0.800994	0.906334	0.89809	0.878564	0.864695	0.921032	0.875368	0.866882	0.890473	0.868862	0.86704	0.859339	0.874745	0.847328	0.85668	0.909419	0.915302	1.05685	0.924603	82.25513	1.221509
2160	-8941.8	-8686.988	-254.8117	7.7787	8.55536	5.27698	9.67237	9.57977	6.29366	6.41247	7.98099	6.50297	6.69638	8.26264	8.58596	8.95205	10.6941	10.2181	6.30139	4.73287	10.2864	21.3225	23.4383	17.7476	18.8227	5.11944	6.30923	7.65598	14.6908	15.2038	12.6279	6.70337	7.49823	9.87027	8.89296	9.56718	8.55549	11.872	9.40795	10.9573	9.0399	10.5025	7.75859	9.33353	8.96528	8.90204	10.27	10.0558	9.68174	8.65565	9.53638	9.71632	11.4796	10.0271	9.75645	9.36094	8.54791	5.62457	7.95449	17.7088	15.3171	12.4557	10.531	7.07199	7.70547	7.73263	7.52883	7.52955	8.05198	7.62264	7.61846	7.13432	6.96052	7.85431	7.04726	6.95048	7.1122	6.86358	6.66987	8.29044	9.01469	0.4080453	5.426209	9.422906	0.922475	1.00514	0.60807	1.02818	1.01982	0.741126	0.745188	0.935251	0.689786	0.715242	0.958869	1.00288	1.03915	1.18278	1.14323	0.797879	0.549254	1.14596	1.38051	1.46269	1.27907	1.39823	0.679893	0.861401	1.00638	1.22148	1.2513	1.19541	0.756854	0.854185	1.00979	0.918192	0.954829	0.857751	1.13264	0.958564	1.10462	0.937543	1.07728	0.839744	0.974785	0.965307	0.939821	1.00674	1.0164	0.988426	0.895733	0.978866	0.979901	1.11261	1.00725	0.995103	0.983481	0.959158	0.738552	0.761627	1.27717	1.21921	1.15114	1.0396	0.800994	0.875508	0.89809	0.878564	0.864695	0.936438	0.875368	0.888843	0.874891	0.868862	0.942888	0.859339	0.836702	0.847328	0.85668	0.816421	0.831814	1.00534	0.904561	88.07753	1.202863
2170	-8934.72	-8687.06	-247.6597	8.60887	8.59577	9.01096	9.12322	9.03588	7.39657	6.39641	7.40787	8.28547	10.1249	5.76801	8.58596	8.95205	10.4569	9.99149	7.63122	6.90124	10.0715	20.2464	22.2555	17.7476	18.4371	4.38425	4.04678	7.87422	13.2139	9.01148	9.74535	6.54173	7.31742	9.51733	8.89296	10.9057	11.4619	12.0933	9.40795	11.05	12.7204	10.5025	11.638	9.41249	10.2952	10.3493	10.4615	10.2433	9.68174	8.14489	9.19538	9.71632	10.3255	10.0271	9.75645	9.47705	8.44627	5.62457	7.98278	16.8151	15.0032	12.2439	10.5684	7.8322	7.38303	7.41881	6.89222	7.30727	7.94434	7.29872	6.9128	6.67042	6.6812	7.40838	7.08055	6.95048	7.1122	7.08383	6.8839	8.29044	8.79838	0.416859	4.957286	9.449689	1.00646	1.00514	1.07284	1.02818	1.01982	0.88138	0.80602	0.933534	0.900197	1.07434	0.658374	1.00288	1.03915	1.18278	1.14323	0.857863	0.770529	1.14596	1.38051	1.46269	1.27907	1.39823	0.545239	0.475668	1.03079	1.22148	0.889017	0.970344	0.756854	0.854185	1.00979	0.918192	1.06857	1.11178	1.13264	0.958564	1.10462	1.2269	1.07728	1.0718	0.982102	0.965307	1.05996	1.00674	1.03245	0.988426	0.874532	0.947239	0.979901	1.02058	1.00725	0.995103	0.983481	0.969866	0.738552	0.761627	1.23219	1.21921	1.13316	1.04268	0.907325	0.856027	0.880442	0.860227	0.864695	0.936438	0.863678	0.862815	0.816492	0.805853	0.892119	0.863432	0.836702	0.847328	0.85668	0.843855	0.831814	1.00534	0.883464	86.60786	1.364258
2180	-8943.285	-8687.167	-256.1183	8.39044	8.56898	6.4785	8.76151	8.67763	6.57436	6.22124	5.43506	10.622	7.27801	6.47599	8.17815	8.52684	11.1642	10.6673	6.42549	9.97406	10.0715	20.2464	22.2555	17.7476	17.0685	3.53792	7.81526	5.40461	13.2139	7.72748	8.84279	6.54173	7.31742	9.77043	8.89296	8.35648	9.75556	11.307	8.95044	11.4069	9.486	10.3886	10.0226	9.61115	9.99329	10.737	9.7861	9.11149	9.21091	8.36149	9.43992	9.69575	9.94618	9.63829	9.73579	10.0192	8.29219	5.62457	7.89102	16.8151	13.8895	11.2047	10.447	7.8322	7.88243	7.41881	6.9109	6.93278	6.76123	7.25397	6.90424	6.6885	6.06532	7.11466	7.05848	6.95048	7.1122	7.08383	6.8839	8.29044	8.17045	0.3832909	5.067047	9.145036	0.986849	1.00514	0.786247	1.02818	1.01982	0.779026	0.865902	0.748556	1.25412	0.925737	0.76085	1.00288	1.03915	1.18278	1.14323	0.708488	1.09042	1.14596	1.38051	1.46269	1.27907	1.39823	0.358946	1.04734	0.703901	1.22148	0.7555	0.918441	0.756854	0.854185	1.00979	0.918192	0.836882	0.971339	1.13264	0.958564	1.10462	0.944454	1.07728	0.958381	1.00971	0.955838	1.04358	1.00716	0.974054	0.945125	0.874532	0.970036	0.979901	1.02058	0.974738	0.993262	0.983481	1.01819	0.738552	0.761627	1.23219	1.21921	1.06616	1.03264	0.907325	0.912879	0.880442	0.860227	0.822426	0.798288	0.861763	0.859388	0.818843	0.721852	0.85698	0.860721	0.836702	0.847328	0.85668	0.843855	0.831814	1.00534	0.819151	85.21051	1.364258
2190	-8958.808	-8689.685	-269.1234	6.55405	8.10056	6.17551	8.76151	8.67763	5.71437	11.3683	7.74467	12.3081	9.76548	8.48559	8.09185	8.43687	10.7028	10.2265	9.81897	7.03672	10.0046	20.1761	22.1782	17.7476	18.5177	5.86031	7.6645	11.3103	12.058	6.4978	7.11481	6.85207	7.66456	9.77043	8.49865	17.5758	11.0249	11.4992	9.99604	13.3961	8.5538	10.9096	16.3361	11.8532	11.0451	11.8549	9.95245	10.3489	11.0478	8.75816	9.02136	9.26584	9.07616	9.63829	10.4559	11.2883	8.91911	6.2567	8.19585	16.7567	15.0688	12.1207	8.9	7.82902	7.55667	7.36955	6.86501	6.55574	7.00378	6.77823	6.59838	6.6885	6.45738	7.03286	6.67263	6.87057	7.03043	6.44489	6.263	7.08343	7.1575	0.3832909	5.461643	9.65716	0.821128	1.00514	0.744643	1.02818	1.01982	0.657256	1.25303	0.919644	1.33192	1.13092	1.01516	1.00288	1.03915	1.18278	1.14323	1.07716	0.787767	1.14596	1.38051	1.46269	1.27907	1.39823	0.740232	0.973358	1.30986	1.22148	0.684467	0.729589	0.756854	0.854185	1.00979	0.918192	1.48266	1.07758	1.13264	0.958564	1.10462	0.714988	1.07728	1.3383	1.14933	0.998343	1.088	1.00716	0.988695	1.04109	0.91479	0.970036	0.940508	0.941066	0.974738	0.993262	1.04546	1.05979	0.79561	0.797081	1.22917	1.21921	1.13695	1.03011	0.906973	0.876219	0.880442	0.85444	0.813212	0.848462	0.842202	0.820031	0.818843	0.858363	0.85698	0.811892	0.836702	0.837284	0.85668	0.76175	0.831814	0.868674	0.840849	77.17194	1.515135
2200	-8973.943	-8693.12	-280.8237	7.87523	8.10056	9.03196	9.06193	8.97517	7.93503	3.9191	5.79558	11.1468	7.07636	5.9868	7.80698	8.13985	10.7028	10.2265	11.4844	8.44438	9.95258	20.9533	23.0324	17.4625	19.8491	12.924	7.89427	9.69063	13.7848	8.11785	8.31133	7.4482	8.33137	10.1629	8.94955	6.77279	26.4412	11.5755	8.8032	14.4608	18.1821	11.4823	10.4499	13.4669	9.26537	9.48302	10.0028	9.17437	9.72949	9.9025	9.88158	9.75745	10.3095	9.57656	10.4559	11.3293	9.62138	6.98578	10.259	17.1226	15.8928	15.1002	11.6413	8.04813	7.31781	7.0995	6.82932	6.32494	7.91469	6.77823	6.59838	6.6885	5.52195	7.274	6.67263	6.87057	7.03043	6.58195	6.39619	7.97174	8.65784	0.3948626	5.68654	10.02919	0.980635	1.00514	1.07486	1.02818	1.01982	0.942417	0.482216	0.822037	1.13964	0.744953	0.712187	1.00288	1.03915	1.18278	1.14323	1.16137	0.89429	1.14596	1.38051	1.46269	1.27907	1.39823	1.39586	0.967692	1.11121	1.22148	0.761563	0.870185	0.756854	0.854185	1.00979	0.918192	0.655732	1.83876	1.13264	0.958564	1.10462	1.30353	1.07728	1.14728	1.21576	1.04278	0.890946	1.0058	0.994435	0.930718	0.987248	1.00424	0.985411	1.05732	0.969157	0.993262	1.04546	1.06295	0.826933	0.861497	1.26199	1.20515	1.19725	1.16071	0.958846	0.876219	0.852544	0.849912	0.782083	0.954666	0.842202	0.820031	0.818843	0.704156	0.886263	0.811892	0.836702	0.837284	0.85668	0.780028	0.831814	0.971292	0.903527	80.52614	1.878196
2210	-8960.823	-8700.725	-260.0972	8.53396	8.87776	10.8718	9.16665	9.0789	8.63796	12.2275	6.78689	7.60424	6.5583	6.73564	7.55539	7.87754	10.9612	10.4734	5.80784	10.9085	9.95258	20.9533	23.0324	17.7975	18.6648	6.96004	4.43864	6.66185	13.7884	11.4682	11.3642	5.7961	6.48337	7.91763	7.28917	14.859	10.105	11.7879	8.8032	13.0402	10.5032	12.7105	14.1536	13.443	13.683	12.0254	10.1863	9.34272	8.87963	6.00355	6.2702	7.94718	10.8883	10.1116	9.54261	9.82834	8.76138	6.24798	8.60841	17.4511	15.2313	12.6633	9.25005	8.04813	7.49448	7.0995	6.91062	6.08651	7.60928	6.73991	6.63917	7.00383	7.16781	7.71667	7.76397	7.64993	7.46155	6.84239	6.79926	7.3499	7.38985	0.3948626	5.276469	9.658106	0.970832	1.00514	1.18391	1.02818	1.01982	1.00578	1.26727	0.755943	0.841626	0.713097	0.814556	1.00288	1.03915	1.18278	1.14323	0.569183	1.11669	1.14596	1.38051	1.46269	1.27907	1.39823	0.902317	0.511594	0.838617	1.22148	1.06144	1.0947	0.756854	0.854185	1.00979	0.918192	1.33818	1.00326	1.13264	0.958564	1.10462	0.916703	1.07728	1.16042	1.12594	1.13105	1.14131	1.0058	1.01023	0.930718	0.769417	0.787399	0.807164	1.05754	1.01637	0.993262	0.966072	1.01889	0.782907	0.808572	1.26199	1.22165	1.14382	1.06127	0.958846	0.89694	0.852544	0.849912	0.753631	0.920485	0.842202	0.815106	0.829122	0.907399	0.896244	0.891469	0.888699	0.878616	0.867042	0.803374	0.861549	0.871014	0.866257	78.06661	1.740991
2220	-8954.717	-8690.329	-264.3873	6.61352	8.87776	5.0193	9.16665	9.0789	3.92286	7.3253	5.59604	8.89611	6.14267	5.47818	8.18632	8.53536	10.6183	10.1457	8.60579	8.0141	9.95258	20.5657	22.6064	17.7975	17.3872	6.69399	4.62842	8.95313	12.3945	6.58632	8.14166	6.07051	6.79032	7.58708	7.28917	7.95168	11.6941	11.7879	9.34352	13.2661	16.7762	10.0034	21.8149	10.7632	9.48147	10.4863	9.76154	9.91615	9.08091	6.02527	6.00842	7.90855	9.71172	9.98448	9.14989	9.37906	9.75865	6.33588	7.75245	17.1283	14.1887	10.4762	10.7583	8.21001	7.26002	7.0995	6.91062	6.59477	6.60732	6.57317	6.63917	7.01402	7.33254	7.34433	7.6991	7.21998	6.5584	6.71326	7.23388	9.63973	10.884	0.3948626	5.238426	9.280699	0.749397	1.00514	0.519876	1.02818	1.01982	0.38927	0.855074	0.621183	1.07879	0.757107	0.656829	1.00288	1.03915	1.18278	1.14323	0.893437	0.831566	1.14596	1.38051	1.46269	1.27907	1.39823	0.868463	0.547959	1.08324	1.22148	0.672314	0.811805	0.756854	0.854185	1.00979	0.918192	0.83211	1.16713	1.13264	0.958564	1.10462	1.30853	1.07728	1.64678	1.14086	0.923021	1.03073	0.968808	1.01023	0.982457	0.809596	0.750357	0.807164	0.964971	1.00962	0.98903	0.933802	1.01052	0.782907	0.820708	1.24578	1.22165	1.08223	0.95817	0.976144	0.869333	0.852544	0.849912	0.823294	0.819607	0.820444	0.815106	0.829122	0.874578	0.896244	0.891469	0.881411	0.835661	0.797936	0.855931	0.862812	1.10532	0.968262	78.06661	1.585125
