Iteration	Posterior	Likelihood	Prior	branchG[1]	branchG[2]	branchG[3]	branchG[4]	branchG[5]	branchG[6]	branchG[7]	branchG[8]	branchG[9]	branchG[10]	branchG[11]	branchG[12]	branchG[13]	branchG[14]	branchG[15]	branchG[16]	branchG[17]	branchG[18]	branchG[19]	branchG[20]	branchG[21]	branchG[22]	branchG[23]	branchG[24]	branchG[25]	branchG[26]	branchG[27]	branchG[28]	branchG[29]	branchG[30]	branchG[31]	branchG[32]	branchG[33]	branchG[34]	branchG[35]	branchG[36]	branchG[37]	branchG[38]	branchG[39]	branchG[40]	branchG[41]	branchG[42]	branchG[43]	branchG[44]	branchG[45]	branchG[46]	branchG[47]	branchG[48]	branchG[49]	branchG[50]	branchG[51]	branchG[52]	branchG[53]	branchG[54]	branchG[55]	branchG[56]	branchG[57]	branchG[58]	branchG[59]	branchG[60]	branchG[61]	branchG[62]	branchG[63]	branchG[64]	branchG[65]	branchG[66]	branchG[67]	branchG[68]	branchG[69]	branchG[70]	branchG[71]	branchG[72]	branchG[73]	branchG[74]	branchG[75]	branchG[76]	branchG[77]	branchG[78]	gamma	kappa	meanG	nodelogG[1]	nodelogG[2]	nodelogG[3]	nodelogG[4]	nodelogG[5]	nodelogG[6]	nodelogG[7]	nodelogG[8]	nodelogG[9]	nodelogG[10]	nodelogG[11]	nodelogG[12]	nodelogG[13]	nodelogG[14]	nodelogG[15]	nodelogG[16]	nodelogG[17]	nodelogG[18]	nodelogG[19]	nodelogG[20]	nodelogG[21]	nodelogG[22]	nodelogG[23]	nodelogG[24]	nodelogG[25]	nodelogG[26]	nodelogG[27]	nodelogG[28]	nodelogG[29]	nodelogG[30]	nodelogG[31]	nodelogG[32]	nodelogG[33]	nodelogG[34]	nodelogG[35]	nodelogG[36]	nodelogG[37]	nodelogG[38]	nodelogG[39]	nodelogG[40]	nodelogG[41]	nodelogG[42]	nodelogG[43]	nodelogG[44]	nodelogG[45]	nodelogG[46]	nodelogG[47]	nodelogG[48]	nodelogG[49]	nodelogG[50]	nodelogG[51]	nodelogG[52]	nodelogG[53]	nodelogG[54]	nodelogG[55]	nodelogG[56]	nodelogG[57]	nodelogG[58]	nodelogG[59]	nodelogG[60]	nodelogG[61]	nodelogG[62]	nodelogG[63]	nodelogG[64]	nodelogG[65]	nodelogG[66]	nodelogG[67]	nodelogG[68]	nodelogG[69]	nodelogG[70]	nodelogG[71]	nodelogG[72]	nodelogG[73]	nodelogG[74]	nodelogG[75]	nodelogG[76]	nodelogG[77]	nodelogG[78]	nodelogG[79]	root_age	sigmaG
710	-8962.008	-8701.904	-260.1046	4.05241	7.63742	7.23718	10.1321	10.0351	8.39616	7.41842	7.55838	9.25383	5.67185	6.82334	8.3424	8.6981	9.63459	9.20581	4.72911	7.2872	9.67224	18.8201	20.6876	16.2431	18.2651	10.5182	13.6038	19.9568	9.65303	6.2047	7.21579	5.15347	5.76454	7.40098	6.48233	12.7093	10.8653	12.568	9.67382	12.2094	14.5856	10.6518	5.80906	10.5479	9.48025	8.2831	11.8771	10.9461	7.94319	4.9896	5.21229	5.85937	6.50339	7.1521	6.44013	6.66552	7.04923	12.479	12.1042	14.3055	13.6034	12.2799	9.71873	6.56113	6.10517	6.3944	6.26749	6.39333	5.45247	5.82956	5.89419	6.24866	6.01922	7.67248	5.827	6.00334	6.14093	5.92563	6.15272	7.45014	7.56676	0.3978373	4.901682	8.89964	0.454671	1.00514	0.949004	1.02818	1.01982	1.05835	0.937195	0.95343	1.21897	0.793778	0.908478	1.00288	1.03915	1.18278	1.14323	0.502106	0.877669	1.14596	1.38051	1.46269	1.27907	1.39823	0.964023	1.18747	1.48768	1.22148	0.837598	0.838132	0.756854	0.854185	1.00979	0.918192	1.1247	0.988548	1.13264	0.958564	1.10462	1.25909	1.07728	0.552137	1.06876	0.977564	0.976075	1.08354	1.06589	1.01263	0.667345	0.728787	0.70527	0.747843	0.878436	0.830432	0.787358	0.86031	1.07986	1.1125	1.16873	1.14227	1.12502	1.05337	0.847453	0.78489	0.786505	0.825095	0.839699	0.713671	0.759515	0.771756	0.769093	0.803427	0.98322	0.760756	0.770134	0.786652	0.789816	0.755653	0.822481	0.921847	0.835973	87.73917	1.70508
720	-8956.971	-8695.939	-261.0315	8.50597	7.63742	8.77553	8.41391	8.33336	8.7125	4.42311	5.54424	4.73756	7.20868	5.24234	7.57752	7.90061	9.63459	9.20581	6.38549	6.24269	9.67224	18.8201	20.6876	16.2431	17.6954	10.8618	9.6061	11.9531	10.2524	5.83573	6.45813	5.20005	5.81665	7.01025	6.51488	13.4008	11.3765	12.9994	11.5086	12.1603	13.3622	10.6518	3.44072	10.5054	8.37135	7.1392	12.2848	13.4692	10.5049	4.7689	4.9619	5.8888	6.34567	6.57064	7.15925	7.23248	7.19178	12.3861	12.1169	14.3055	13.179	11.8969	10.8702	6.78242	6.15109	6.4425	6.26749	5.80716	5.82525	5.91208	5.89419	5.74817	6.12062	6.3714	5.5328	5.70024	6.14093	6.17789	5.90086	7.66543	8.84614	0.4105534	5.655128	8.672367	1.09869	1.00514	1.16141	1.02818	1.01982	1.09047	0.50973	0.705958	0.592204	0.956806	0.667325	1.00288	1.03915	1.18278	1.14323	0.740633	0.720988	1.14596	1.38051	1.46269	1.27907	1.39823	0.999338	0.892633	1.04156	1.22148	0.732019	0.81543	0.756854	0.854185	1.00979	0.918192	1.17072	1.02848	1.13264	0.958564	1.10462	1.1865	1.07728	0.205272	1.06526	0.977564	0.868027	1.08354	1.0952	1.16348	0.675161	0.681675	0.709621	0.800171	0.804784	0.830432	0.879303	0.839272	1.07246	1.11341	1.16873	1.14227	1.0975	1.05337	0.869755	0.78489	0.793014	0.825095	0.756171	0.758905	0.771724	0.771756	0.769093	0.781726	0.821818	0.760756	0.725134	0.786652	0.789816	0.791864	0.749966	1.01911	0.874401	79.49679	1.701564
730	-8966.391	-8701.096	-265.2947	8.7371	7.63742	8.91199	9.1186	9.0313	4.70338	4.33045	4.23109	4.91312	8.35308	5.38872	8.00008	8.34119	9.63459	9.20581	7.15937	4.16364	9.74619	18.1948	20.0003	16.2431	16.7196	15.4554	7.34952	13.2504	9.91939	6.04514	7.03794	7.76912	8.69035	7.95908	6.71176	10.5572	11.8862	13.8632	9.94911	10.0775	7.10265	10.6518	6.03299	8.70609	7.99044	7.49828	13.2529	12.4178	9.2805	8.08932	5.80373	6.06675	6.13953	6.57064	7.31619	8.13284	6.79776	10.9829	11.4472	13.8302	12.4523	11.2409	9.11038	5.51261	6.00179	6.3342	6.67075	6.16729	5.82525	5.94708	6.26269	6.01134	5.02845	7.17285	5.88513	6.2984	6.28072	5.61129	5.38961	6.36067	6.36859	0.4105534	5.009997	8.529863	1.12198	1.00514	1.12119	1.02818	1.01982	0.568506	0.592008	0.571846	0.62381	1.08479	0.691246	1.00288	1.03915	1.18278	1.14323	0.998706	0.527902	1.14596	1.38051	1.46269	1.27907	1.39823	1.36076	0.715117	1.18043	1.22148	0.791326	0.890108	0.756854	0.854185	1.00979	0.918192	0.953564	1.05655	1.13264	0.958564	1.10462	0.800758	1.07728	0.733488	0.902082	0.977564	0.827577	1.09354	1.15109	1.037	1.02389	0.791934	0.735481	0.771486	0.804784	0.830432	0.898138	0.922346	1.0174	1.06403	1.13939	1.14227	1.04823	1.05337	0.711043	0.78489	0.771672	0.831711	0.803306	0.758905	0.771724	0.776884	0.816639	0.681058	0.891678	0.760756	0.778756	0.819705	0.776314	0.721811	0.741304	0.865701	0.742386	80.99603	1.906908
740	-8962.063	-8700.531	-261.532	5.74675	8.01632	6.45228	8.23803	8.15916	7.94054	4.22055	6.05079	8.05289	8.48172	8.98929	8.00008	8.34119	9.63459	9.20581	6.84119	4.05897	9.64396	18.1948	20.0003	16.2431	16.7196	7.01765	13.2669	9.22573	9.84643	5.73847	6.61103	5.06175	5.66195	6.94217	6.1482	11.1898	8.09336	13.8632	10.0622	11.8332	11.1983	10.6349	7.63855	10.2067	8.07235	8.0275	13.3003	12.559	10.6773	4.59698	4.63715	5.51173	6.317	6.75477	8.25443	9.78869	7.39583	9.33986	9.64007	13.8302	12.4523	10.3937	7.98209	5.97808	6.00179	6.26775	6.50632	6.22147	5.97902	5.99933	6.2273	6.40838	5.43981	6.01305	6.4369	6.0902	5.82798	5.90241	6.13142	6.51855	6.20548	0.4105534	5.416233	8.425116	0.716032	1.00514	0.804885	1.02818	1.01982	1.02339	0.545315	0.858202	1.03037	1.07543	1.13573	1.00288	1.03915	1.18278	1.14323	0.888812	0.43538	1.14596	1.38051	1.46269	1.27907	1.39823	0.734553	1.28771	0.947151	1.22148	0.752519	0.80459	0.756854	0.854185	1.00979	0.918192	1.00101	0.71962	1.13264	0.958564	1.10462	1.05673	1.07728	0.928209	1.04158	0.976187	0.837813	1.09664	1.15109	1.04682	0.651747	0.673198	0.659304	0.765073	0.835949	0.823272	1.0101	0.971348	0.95783	0.982851	1.13939	1.14227	1.04823	0.985309	0.781451	0.78489	0.771672	0.822552	0.803306	0.781536	0.771724	0.784481	0.804119	0.705423	0.803469	0.802812	0.814541	0.754721	0.776314	0.765744	0.809378	0.818924	0.766627	85.7944	1.889668
750	-8961.818	-8700.496	-261.3218	6.81322	8.01632	7.56769	7.84639	7.77127	7.1629	4.49828	5.54512	4.48529	4.93309	11.0373	7.47536	7.79409	11.7718	11.2479	10.8342	8.386	10.239	19.4382	21.367	16.2431	16.7134	8.39206	9.7549	8.67023	9.84643	6.57246	8.34074	5.55883	6.21798	7.06308	6.76498	17.5477	14.4465	11.8624	9.13253	10.9595	11.8716	10.9824	12.7088	9.76192	11.2818	10.8641	10.7534	9.75348	9.63824	5.13636	5.19121	6.06466	6.03927	6.4578	8.20964	9.73559	8.18329	9.6542	9.69753	14.7753	12.4477	10.4517	8.83632	6.75305	7.84966	7.1232	7.0355	5.74614	5.38909	5.92991	6.26907	6.52689	5.28845	5.74436	6.31734	5.995	5.89336	5.84777	6.02528	7.17339	7.55596	0.4105534	5.499947	8.862523	0.863893	1.00514	0.95967	1.02818	1.01982	0.926773	0.610012	0.791742	0.612274	0.694933	1.314	1.00288	1.03915	1.18278	1.14323	1.24139	1.0189	1.14596	1.38051	1.46269	1.27907	1.39823	0.861155	0.991863	0.89321	1.22148	0.870383	1.04551	0.756854	0.854185	1.00979	0.918192	1.44105	1.27214	1.13264	0.958564	1.10462	1.17406	1.07728	1.10756	0.974958	1.00411	1.10064	1.04739	1.0157	0.962619	0.733114	0.688197	0.742341	0.765073	0.796897	0.823272	1.00538	0.971348	0.986582	0.982851	1.1968	1.14227	1.04791	0.990472	0.828206	0.958906	0.830795	0.874555	0.74438	0.691306	0.771724	0.774372	0.820035	0.69608	0.761162	0.802812	0.798257	0.757321	0.783404	0.750577	0.809378	0.902071	0.854508	77.10878	1.604503
760	-8964.679	-8711.732	-252.9472	6.97463	8.01632	8.07287	8.12897	8.05115	7.7965	5.92249	5.15599	9.44692	3.49431	8.41281	8.23709	8.5883	10.1617	9.70948	10.3923	3.51574	9.30301	17.0958	18.7922	15.7725	16.7134	8.99067	9.14963	7.4575	10.3273	7.65401	5.3236	4.93809	5.52363	7.66187	6.74372	11.7553	11.7827	12.6626	9.28768	14.4975	16.8574	11.5106	5.87353	13.5344	9.64283	7.56041	11.8622	10.5883	7.90803	4.94961	5.61361	6.08223	6.97817	7.15744	6.66349	6.70257	8.17024	9.6542	10.5432	12.6184	12.0871	11.3632	11.3118	7.02639	6.8118	6.5062	6.41081	6.33167	6.00767	5.92991	6.28717	6.64026	6.93484	6.21199	6.31734	6.25766	6.15157	6.22245	6.50393	8.56843	10.4093	0.4105534	5.39369	8.695803	0.88423	1.00514	1.0158	1.02818	1.01982	1.0004	0.667456	0.54707	1.16489	0.301036	1.07816	1.00288	1.03915	1.18278	1.14323	1.17532	0.233935	1.14596	1.38051	1.46269	1.27907	1.39823	0.921002	0.936225	0.762335	1.22148	0.961293	0.571413	0.756854	0.854185	1.00979	0.918192	1.06454	1.06656	1.13264	0.958564	1.10462	1.23562	1.07728	0.614305	1.21796	1.04492	0.923494	1.07593	1.0724	0.977251	0.630265	0.758878	0.739607	0.806485	0.880998	0.828518	0.818886	0.833597	0.986582	0.982851	1.08527	1.11674	1.04791	1.06309	0.858098	0.831158	0.835366	0.791289	0.828664	0.785687	0.771724	0.774372	0.822538	0.877553	0.791894	0.802812	0.798257	0.794568	0.783404	0.804519	0.821833	1.04397	0.990873	82.16315	1.710047
770	-8954.549	-8691.459	-263.09	9.68655	7.98254	4.64976	7.2588	7.18931	7.95177	5.70403	10.0658	9.24158	7.45674	6.08708	9.01876	9.40329	9.75397	9.31988	4.06535	3.78567	9.37388	18.5534	20.3944	15.7725	17.7377	12.0346	12.9841	11.5785	11.1988	8.29996	4.14323	6.32698	7.07721	7.66187	7.27217	7.12893	12.5708	11.8338	9.12933	11.7837	8.69193	11.5106	9.11005	11.0008	9.7328	7.63094	10.0272	9.72656	7.74376	6.34174	6.0535	6.36255	7.18213	6.59003	6.43959	6.67718	6.23132	9.6542	11.8838	13.6942	12.8278	13.593	12.6784	5.77288	6.53847	6.55576	5.78777	6.93252	6.00767	5.92991	5.63323	5.40207	6.63706	5.54702	6.29073	6.25766	6.15157	6.29535	5.97456	7.73611	7.89434	0.4105534	5.081993	8.669304	1.17319	1.00514	0.536605	1.02818	1.01982	1.01752	0.683048	1.17638	1.14581	0.959411	0.797094	1.00288	1.03915	1.18278	1.14323	0.530778	0.468867	1.14596	1.38051	1.46269	1.27907	1.39823	1.17428	1.24024	1.14445	1.22148	0.961293	0.399031	0.756854	0.854185	1.00979	0.918192	0.71729	1.20997	1.13264	0.958564	1.10462	0.840296	1.07728	0.987482	1.03794	1.04492	0.931559	0.988758	1.0136	0.962314	0.84554	0.758878	0.805136	0.876859	0.835648	0.802126	0.81559	0.833597	0.986582	0.982851	1.15634	1.11674	1.09957	1.16706	0.687419	0.795586	0.835366	0.79788	0.90741	0.785687	0.771724	0.774372	0.727143	0.829316	0.693552	0.799145	0.798257	0.794568	0.783404	0.814635	0.737977	1.03907	0.755563	82.16315	1.710047
780	-8947.281	-8692.877	-254.4036	4.32349	8.3589	6.22725	9.32124	9.232	6.77569	10.624	6.51943	7.88375	7.0588	6.76931	7.77175	8.10312	9.75397	9.31988	7.19383	4.17664	9.45979	18.7769	20.6401	15.7725	15.1331	8.35069	9.18499	9.07966	11.3337	6.28943	8.60495	5.89889	6.59835	8.10573	7.16598	10.7116	9.72385	11.8338	9.12933	10.1884	8.35069	10.8803	8.25761	8.99069	8.30855	6.64747	10.0272	9.72656	7.99253	6.25517	6.31067	6.26964	7.34079	6.65542	6.64646	6.6475	5.72251	9.89311	10.0126	13.8592	10.9442	9.77096	10.2208	5.93583	6.0476	6.11916	6.6365	5.97397	5.86308	5.92991	6.40063	7.78825	6.0586	7.12309	6.58732	6.25766	6.16395	6.312	7.58569	9.39212	7.19144	0.3728637	5.484852	8.416567	0.432509	1.00514	0.790337	1.02818	1.01982	0.876757	1.30301	0.878858	1.02894	0.932934	0.889365	1.00288	1.03915	1.18278	1.14323	0.934536	0.462269	1.14596	1.38051	1.46269	1.27907	1.39823	0.83563	0.918343	0.933288	1.22148	0.709961	1.02527	0.756854	0.854185	1.00979	0.918192	1.07095	0.986918	1.13264	0.958564	1.10462	0.931859	1.07728	0.990659	0.911585	0.996001	0.84305	0.988758	1.0136	0.962314	0.784687	0.807792	0.792359	0.887262	0.844224	0.802126	0.843054	0.802263	1.00781	0.982851	1.16674	1.11674	0.961628	1.01825	0.779384	0.795586	0.767579	0.805805	0.778155	0.764527	0.771724	0.774372	0.838073	0.749561	0.910769	0.839161	0.798257	0.794568	0.78515	0.815184	0.944807	1.00072	0.712911	86.54034	1.710047
790	-8955.166	-8701.312	-253.8545	6.19152	7.82136	5.83086	8.96268	8.87687	8.55058	5.86507	9.25983	5.81936	8.14633	4.2085	7.77175	8.10312	9.30532	8.89119	5.94864	5.56527	9.45979	18.0703	19.8634	15.7419	16.5942	5.05563	7.79522	12.7025	12.3802	9.24445	5.71368	6.12852	6.85522	8.10573	8.23204	11.0582	8.75848	11.1567	8.54379	9.31025	5.89597	11.7231	6.81724	8.85226	10.7541	8.65526	9.11889	8.58191	7.4799	6.49868	7.24949	7.46075	8.01856	6.89419	6.88491	7.20506	7.8499	9.31386	10.5227	13.3117	11.9775	11.2602	10.7414	5.98464	5.71601	6.0625	6.6365	5.94984	6.06547	5.90596	6.37478	6.23505	6.83803	6.84909	6.1637	6.25766	6.16395	6.312	6.07289	7.51907	9.10153	0.3728637	4.957756	8.399547	0.802168	1.00514	0.733209	1.02818	1.01982	1.07884	0.681868	1.07853	0.735747	1.02792	0.47653	1.00288	1.03915	1.18278	1.14323	0.754257	0.696394	1.14596	1.38051	1.46269	1.27907	1.39823	0.452142	0.828247	1.22492	1.22148	0.967793	0.669608	0.756854	0.854185	1.00979	0.918192	1.12992	0.927404	1.13264	0.958564	1.10462	0.707813	1.07728	0.664878	0.833298	1.06081	1.00234	0.957454	0.96243	0.904738	0.817858	0.807792	0.912822	0.963969	0.844224	0.832742	0.843054	0.872221	0.955409	0.982851	1.13342	1.11505	1.04169	1.0614	0.794578	0.754686	0.759499	0.805805	0.778155	0.794004	0.771724	0.770857	0.838073	0.854678	0.876698	0.781427	0.798257	0.794568	0.78515	0.815184	0.751607	1.00072	0.917508	80.72996	1.630793
800	-8948.51	-8703.905	-244.6057	4.00877	7.82136	6.04203	9.35112	9.2616	7.21184	6.64231	6.09956	7.86747	7.12812	7.43107	7.36509	7.67912	9.30532	8.89119	5.38308	6.71365	9.38667	17.4069	19.1342	15.7419	16.4126	9.11241	14.8655	11.5657	11.8441	7.16893	5.60445	6.12852	6.85522	8.56025	8.23204	8.5949	9.89304	11.4751	9.62062	10.6812	7.56301	11.018	6.44536	9.5449	9.18655	7.86683	9.61264	9.93928	8.31233	6.86309	7.656	7.1707	7.29694	6.30276	6.53059	7.1107	7.78984	9.8699	10.5583	12.823	11.8465	11.1747	10.5887	6.09029	5.81691	6.12183	6.58519	5.63851	5.78158	5.90596	6.37478	6.23505	6.51596	7.14593	6.1637	6.25766	6.28215	6.43304	6.07289	7.38715	8.87343	0.3728637	5.319613	8.477431	0.424595	1.00514	0.764109	1.02818	1.01982	0.914444	0.831865	0.757824	1.0393	0.953582	0.970378	1.00288	1.03915	1.18278	1.14323	0.667484	0.85934	1.14596	1.38051	1.46269	1.27907	1.39823	0.913491	1.33859	1.14349	1.22148	0.785388	0.696304	0.756854	0.854185	1.00979	0.918192	0.889665	1.01184	1.13264	0.958564	1.10462	0.804772	1.07728	0.699115	0.952617	1.00693	0.919379	0.978817	0.986868	1.00784	0.817858	0.855181	0.912822	0.925521	0.800761	0.798301	0.831604	0.872221	1.00578	0.982851	1.10093	1.11505	1.03213	1.06434	0.794578	0.754686	0.774699	0.799064	0.731473	0.752369	0.771724	0.770857	0.838073	0.812773	0.91355	0.781427	0.798257	0.794568	0.801649	0.815184	0.751607	0.985346	0.910837	80.72996	1.495292
810	-8933.164	-8694.395	-238.7688	6.2844	8.08215	5.64035	9.00107	8.9149	6.13767	9.0384	6.11461	8.52854	7.40955	6.95186	7.64024	7.966	10.0482	9.60102	5.79588	5.93094	9.30702	17.4069	19.1342	15.7419	16.4126	12.2328	9.54023	10.9996	11.8441	8.93978	5.78809	6.08387	6.80527	9.02844	8.23204	10.7706	9.16742	10.8619	8.76294	10.484	7.18461	10.6169	7.47479	9.02762	8.85216	7.86683	9.04455	8.56943	7.57129	7.18572	8.07473	7.34114	7.29694	6.45257	6.68582	7.1107	7.22087	9.69159	10.7032	12.823	11.8465	11.1747	10.1359	6.40512	6.5864	6.36471	6.52932	5.84916	5.78158	5.90596	6.37478	6.72637	6.51596	6.87843	6.36922	6.25766	6.28215	6.43304	6.55143	7.62845	7.87356	0.3728637	4.995843	8.511467	0.786613	1.00514	0.704356	1.02818	1.01982	0.774358	1.09941	0.759965	1.10938	0.987215	0.912478	1.00288	1.03915	1.18278	1.14323	0.729079	0.749089	1.14596	1.38051	1.46269	1.27907	1.39823	1.19695	0.981018	1.08807	1.22148	0.977133	0.72431	0.756854	0.854185	1.00979	0.918192	1.09087	0.950889	1.13264	0.958564	1.10462	0.776378	1.07728	0.827819	0.936428	0.974719	0.919379	0.973605	0.939168	0.926736	0.811506	0.901434	0.912822	0.925521	0.800761	0.818705	0.831604	0.872221	0.9781	0.99469	1.10093	1.11505	1.03213	1.06434	0.797159	0.821401	0.815895	0.791663	0.76333	0.752369	0.771724	0.770857	0.838073	0.812773	0.880411	0.809916	0.798257	0.794568	0.801649	0.815184	0.817489	0.947385	0.844958	74.84783	1.306838
820	-8940.66	-8696.556	-244.1041	8.32171	8.08215	5.57987	8.84296	8.7583	6.51154	7.72777	7.58813	3.87023	3.20143	4.52793	7.24046	7.54917	10.0482	9.60102	6.92954	6.46839	9.30702	18.2311	20.0401	16.169	16.4126	10.0238	10.0911	10.0475	10.4891	7.20259	5.79139	6.77614	7.57962	8.63354	7.4779	5.9912	6.68026	10.8619	9.20375	10.2352	6.6952	10.6169	10.7531	8.81338	9.3887	8.17559	7.97187	9.0005	8.05566	7.6533	7.01418	6.66863	6.46212	6.45257	6.77284	7.05816	6.30216	10.2512	9.38772	13.7945	12.1679	9.80122	7.69915	6.64509	6.5864	6.36471	5.8555	5.5431	5.13545	5.90596	5.71691	6.03222	6.24292	6.7576	6.36922	6.25766	6.28215	6.16348	6.27691	6.60651	6.07357	0.3728637	5.320478	8.152122	1.03051	1.00514	0.694992	1.02818	1.01982	0.825719	0.963336	0.947496	0.526041	0.361255	0.540075	1.00288	1.03915	1.18278	1.14323	0.852302	0.792485	1.14596	1.38051	1.46269	1.27907	1.39823	0.975201	0.981018	1.00943	1.22148	0.894989	0.724804	0.756854	0.854185	1.00979	0.918192	0.691075	0.785635	1.13264	0.958564	1.10462	0.735961	1.07728	1.09258	0.915566	0.974719	0.970492	0.863953	0.939168	0.969365	0.905111	0.862586	0.829368	0.819989	0.800761	0.818705	0.842836	0.854546	1.02686	0.99469	1.14111	1.1383	1.03213	0.95043	0.829107	0.821401	0.815895	0.791663	0.716649	0.649433	0.771724	0.770857	0.743466	0.812773	0.865017	0.809916	0.798257	0.794568	0.801649	0.778003	0.817489	0.822456	0.744433	81.89428	1.339133
830	-8954.147	-8699.442	-254.7055	6.70566	8.08215	6.40939	7.19016	7.12133	8.56173	2.90915	7.7661	4.00227	5.3694	8.13475	7.92408	8.26194	10.3449	9.88453	6.4958	6.21785	9.30702	18.2311	20.0401	16.169	16.9684	6.83906	11.4887	8.62376	10.4241	7.69318	5.52556	5.94427	6.64911	8.63354	7.94095	5.53702	5.56971	10.8619	9.60845	12.267	11.1325	10.5998	7.21584	10.5459	7.92959	6.89776	7.97187	9.39627	8.6956	6.71374	7.44852	7.08157	6.45516	6.48576	7.00295	7.27853	7.83321	10.2634	9.39892	13.7945	12.5799	10.1331	7.69915	6.06199	6.78089	6.36471	5.8555	6.06646	5.87444	5.90596	5.71691	6.21961	5.6802	5.48115	6.36922	6.24238	6.26681	6.16348	6.4719	6.81174	7.56924	0.3728637	4.894493	8.181531	0.842967	1.00514	0.815376	1.02818	1.01982	1.06347	0.19681	1.04968	0.438405	0.693644	1.04896	1.00288	1.03915	1.18278	1.14323	0.87593	0.837945	1.14596	1.38051	1.46269	1.27907	1.39823	0.643133	1.09368	0.875667	1.22148	0.957615	0.679535	0.756854	0.854185	1.00979	0.918192	0.622599	0.627713	1.13264	0.958564	1.10462	1.02033	1.07728	0.891389	1.07285	0.973317	0.825185	0.863953	0.939168	1.00674	0.791343	0.862586	0.881553	0.814596	0.805217	0.818705	0.871857	0.852231	1.02686	0.995726	1.14111	1.1383	1.06105	0.95043	0.749335	0.846679	0.815895	0.791663	0.795014	0.766208	0.771724	0.770857	0.743466	0.730724	0.6853	0.809916	0.798257	0.792444	0.801649	0.778003	0.84406	0.822456	0.935649	77.45182	1.594598
840	-8945.668	-8698.431	-247.2369	5.12654	8.08215	6.45573	8.59442	8.51214	6.60274	4.216	6.95991	7.13846	4.86289	7.33106	7.92408	8.26194	10.1368	9.68569	8.0307	8.60359	9.30702	17.0264	18.7159	16.169	17.0594	12.8242	7.35077	10.0397	10.3886	7.86607	5.83195	6.81355	7.62147	8.30927	6.78484	10.4608	8.97884	10.652	8.24607	9.3535	6.08815	10.3085	9.28369	7.82019	8.98002	8.03225	8.91507	7.90817	7.77871	7.40651	6.12506	6.05057	6.45506	6.50785	7.29953	7.58678	6.22462	10.7353	11.1798	12.883	12.6474	11.6629	9.80751	7.10898	6.64448	6.36471	6.03525	6.06646	5.87444	5.90596	5.8924	6.41053	5.68401	6.55163	6.36922	6.24238	6.26681	6.16348	6.4719	7.57936	6.69268	0.3728637	4.421431	8.311996	0.609733	1.00514	0.821634	1.02818	1.01982	0.837801	0.518495	0.953901	0.941001	0.607581	0.958609	1.00288	1.03915	1.18278	1.14323	0.921786	0.981639	1.14596	1.38051	1.46269	1.27907	1.39823	1.18339	0.699992	0.974486	1.22148	0.979885	0.723457	0.756854	0.854185	1.00979	0.918192	1.0611	0.928411	1.13264	0.958564	1.10462	0.731647	1.07728	0.977997	0.837324	0.949111	0.957444	0.978029	0.922221	0.873931	0.909893	0.829334	0.744887	0.81163	0.80817	0.818705	0.907885	0.852231	1.03267	1.02896	1.08174	1.1383	1.0657	1.06791	0.88772	0.829027	0.815895	0.791663	0.795014	0.766208	0.771724	0.770857	0.769728	0.731306	0.840255	0.809916	0.798257	0.792444	0.801649	0.778003	0.84406	0.915205	0.735994	81.70325	1.540044
850	-8956.704	-8693.681	-263.0225	6.12704	8.08215	3.15898	9.25573	9.16712	5.604	4.8142	8.78797	5.79171	8.37537	4.47491	8.26837	8.62091	10.7489	10.2705	6.40282	7.30288	9.86123	17.0264	18.7159	16.169	17.3164	6.45188	10.4014	8.12382	10.0608	6.21559	5.93442	5.92059	6.62262	9.20064	8.58354	8.51507	9.96475	10.652	8.56688	14.1477	11.9583	11.7436	8.55203	13.4752	10.336	8.03831	8.26926	8.21583	7.1932	7.12623	8.58011	7.56988	6.52399	6.71649	6.42539	6.68891	8.15973	10.7353	11.537	12.883	12.8379	12.2169	11.7277	5.91843	7.0457	6.74371	6.71446	6.33004	5.84229	5.87364	6.18711	6.73115	7.72222	7.05576	6.68876	6.55556	6.26681	6.9105	7.25631	8.78269	10.2636	0.3689156	5.274592	8.667991	0.764586	1.00514	0.158319	1.02818	1.01982	0.695347	0.466934	0.989663	0.759406	1.0798	0.53461	1.00288	1.03915	1.18278	1.14323	0.884225	0.998471	1.14596	1.38051	1.46269	1.27907	1.39823	0.586699	1.00151	0.790564	1.22148	0.803187	0.701508	0.756854	0.854185	1.00979	0.918192	0.947664	1.08422	1.13264	0.958564	1.10462	0.958595	1.07728	0.897757	1.19674	1.06233	0.966381	0.912713	0.922221	0.907082	0.787876	0.917844	0.949141	0.783778	0.845249	0.809036	0.806763	0.843948	1.03267	1.02896	1.08174	1.1383	1.07869	1.09523	0.728518	0.879953	0.815895	0.841903	0.831956	0.766208	0.766958	0.770857	0.812119	0.898114	0.904644	0.809916	0.840775	0.792444	0.801649	0.877371	0.84406	1.0432	0.979403	79.01726	1.891279
